pro_id	gene_id	pro_name	gene_name
O95428-6	ENSG_PAPLN	PPN	PAPLN
O95429	ENSG00000156735	BAG4	BAG4
O95429-2	ENSG_BAG4	BAG4	BAG4
O95433	ENSG00000100591	AHSA1	AHSA1
O95433-2	ENSG_AHSA1	AHSA1	AHSA1
O95436	ENSG00000157765	NPT2B	SLC34A2
O95436-2	ENSG_SLC34A2	NPT2B	SLC34A2
O95445	ENSG00000224290	APOM	APOM
O95445	ENSG00000231974	APOM	APOM
O95445	ENSG00000227567	APOM	APOM
O95445	ENSG00000206409	APOM	APOM
O95445	ENSG00000226215	APOM	APOM
O95445	ENSG00000235754	APOM	APOM
O95445	ENSG00000204444	APOM	APOM
O95445-2	ENSG_APOM	APOM	APOM
O95447	ENSG00000157578	LCA5L	LCA5L
O95450	ENSG00000087116	ATS2	ADAMTS2
O95450-2	ENSG_ADAMTS2	ATS2	ADAMTS2
O95452	ENSG00000121742	CXB6	GJB6
O95453	ENSG00000274829	PARN	PARN
O95453	ENSG00000140694	PARN	PARN
O95453-2	ENSG_PARN	PARN	PARN
O95453-3	ENSG_PARN	PARN	PARN
O95453-4	ENSG_PARN	PARN	PARN
O95455	ENSG00000088451	TGDS	TGDS
O95456	ENSG00000183527	PSMG1	PSMG1
O95456-2	ENSG_PSMG1	PSMG1	PSMG1
O95460	ENSG00000124159	MATN4	MATN4
O95460-2	ENSG_MATN4	MATN4	MATN4
O95460-3	ENSG_MATN4	MATN4	MATN4
O95460-4	ENSG_MATN4	MATN4	MATN4
O95461	ENSG00000133424	LARG1	LARGE1
O95461-2	ENSG_LARGE1	LARG1	LARGE1
O95466	ENSG00000184922	FMNL1	FMNL1
O95466-2	ENSG_FMNL1	FMNL1	FMNL1
O95466-3	ENSG_FMNL1	FMNL1	FMNL1
O95467	ENSG00000087460	GNAS3	GNAS
O95470	ENSG00000166224	SGPL1	SGPL1
O95471	ENSG00000288292	CLD7	CLDN7
O95471	ENSG00000181885	CLD7	CLDN7
O95471-2	ENSG_CLDN7	CLD7	CLDN7
O95473	ENSG00000105467	SNG4	SYNGR4
O95475	ENSG00000184302	SIX6	SIX6
O95476	ENSG00000175826	CNEP1	CTDNEP1
O95477	ENSG00000165029	ABCA1	ABCA1
O95478	ENSG00000164346	NSA2	NSA2
O95479	ENSG00000049239	G6PE	H6PD
O95479-2	ENSG_H6PD	G6PE	H6PD
O95484	ENSG00000213937	CLD9	CLDN9
O95486	ENSG00000113615	SC24A	SEC24A
O95486-2	ENSG_SEC24A	SC24A	SEC24A
O95487	ENSG00000138802	SC24B	SEC24B
O95487-2	ENSG_SEC24B	SC24B	SEC24B
O95487-3	ENSG_SEC24B	SC24B	SEC24B
O95490	ENSG00000117114	AGRL2	ADGRL2
O95490-2	ENSG_ADGRL2	AGRL2	ADGRL2
O95490-3	ENSG_ADGRL2	AGRL2	ADGRL2
O95490-4	ENSG_ADGRL2	AGRL2	ADGRL2
O95490-5	ENSG_ADGRL2	AGRL2	ADGRL2
O95490-6	ENSG_ADGRL2	AGRL2	ADGRL2
O95490-7	ENSG_ADGRL2	AGRL2	ADGRL2
O95497	ENSG00000112299	VNN1	VNN1
O95498	ENSG00000112303	VNN2	VNN2
O95498-2	ENSG_VNN2	VNN2	VNN2
O95498-3	ENSG_VNN2	VNN2	VNN2
O95498-4	ENSG_VNN2	VNN2	VNN2
O95498-5	ENSG_VNN2	VNN2	VNN2
O95498-6	ENSG_VNN2	VNN2	VNN2
O95500	ENSG00000159261	CLD14	CLDN14
O95502	ENSG00000221890	NPTXR	NPTXR
O95503	ENSG00000183741	CBX6	CBX6
O95521	ENSG00000116721	PRAM1	PRAMEF1
O95522	ENSG00000116726	PRA12	PRAMEF12
O95528	ENSG00000197496	GTR10	SLC2A10
O95544	ENSG00000008130	NADK	NADK
O95544-2	ENSG_NADK	NADK	NADK
O95544-3	ENSG_NADK	NADK	NADK
O95551	ENSG00000111802	TYDP2	TDP2
O95551-2	ENSG_TDP2	TYDP2	TDP2
O95551-3	ENSG_TDP2	TYDP2	TDP2
O95561	ENSG00000180999	CA105	C1orf105
O95562	ENSG00000213064	SFT2B	SFT2D2
O95563	ENSG00000143158	MPC2	MPC2
O95567	ENSG00000100249	CV031	C22orf31
O95568	ENSG00000171806	MET18	METTL18
O95571	ENSG00000105755	ETHE1	ETHE1
O95573	ENSG00000123983	ACSL3	ACSL3
O95600	ENSG00000102349	KLF8	KLF8
O95600-3	ENSG_KLF8	KLF8	KLF8
O95600-4	ENSG_KLF8	KLF8	KLF8
O95600-5	ENSG_KLF8	KLF8	KLF8
O95602	ENSG00000068654	RPA1	POLR1A
O95613	ENSG00000160299	PCNT	PCNT
O95613-2	ENSG_PCNT	PCNT	PCNT
O95619	ENSG00000127337	YETS4	YEATS4
O95620	ENSG00000284103	DUS4L	DUS4L
O95620	ENSG00000105865	DUS4L	DUS4L
O95620-2	ENSG_DUS4L	DUS4L	DUS4L
O95622	ENSG00000173175	ADCY5	ADCY5
O95622-2	ENSG_ADCY5	ADCY5	ADCY5
O95625	ENSG00000066422	ZBT11	ZBTB11
O95626	ENSG00000139223	AN32D	ANP32D
O95628	ENSG00000080802	CNOT4	CNOT4
O95628-10	ENSG_CNOT4	CNOT4	CNOT4
O95628-2	ENSG_CNOT4	CNOT4	CNOT4
O95628-3	ENSG_CNOT4	CNOT4	CNOT4
O95628-4	ENSG_CNOT4	CNOT4	CNOT4
O95628-5	ENSG_CNOT4	CNOT4	CNOT4
O95628-6	ENSG_CNOT4	CNOT4	CNOT4
O95628-7	ENSG_CNOT4	CNOT4	CNOT4
O95628-8	ENSG_CNOT4	CNOT4	CNOT4
O95628-9	ENSG_CNOT4	CNOT4	CNOT4
O95630	ENSG00000124356	STABP	STAMBP
O95630-2	ENSG_STAMBP	STABP	STAMBP
O95631	ENSG00000065320	NET1	NTN1
O95633	ENSG00000070404	FSTL3	FSTL3
O95633-2	ENSG_FSTL3	FSTL3	FSTL3
O95639	ENSG00000160917	CPSF4	CPSF4
O95639-2	ENSG_CPSF4	CPSF4	CPSF4
O95639-3	ENSG_CPSF4	CPSF4	CPSF4
O95644	ENSG00000131196	NFAC1	NFATC1
O95644-10	ENSG_NFATC1	NFAC1	NFATC1
O95644-11	ENSG_NFATC1	NFAC1	NFATC1
O95644-17	ENSG_NFATC1	NFAC1	NFATC1
O95644-2	ENSG_NFATC1	NFAC1	NFATC1
O95644-3	ENSG_NFATC1	NFAC1	NFATC1
O95644-4	ENSG_NFATC1	NFAC1	NFATC1
O95644-5	ENSG_NFATC1	NFAC1	NFATC1
O95644-6	ENSG_NFATC1	NFAC1	NFATC1
O95644-8	ENSG_NFATC1	NFAC1	NFATC1
O95661	ENSG00000162595	DIRA3	DIRAS3
O95665	ENSG00000169006	NTR2	NTSR2
O95670	ENSG00000226850	VATG2	ATP6V1G2
O95670	ENSG00000227587	VATG2	ATP6V1G2
O95670	ENSG00000234668	VATG2	ATP6V1G2
O95670	ENSG00000230900	VATG2	ATP6V1G2
O95670	ENSG00000234920	VATG2	ATP6V1G2
O95670	ENSG00000206445	VATG2	ATP6V1G2
O95670	ENSG00000213760	VATG2	ATP6V1G2
O95670-2	ENSG_ATP6V1G2	VATG2	ATP6V1G2
O95670-3	ENSG_ATP6V1G2	VATG2	ATP6V1G2
O95671	ENSG00000169093	ASML	ASMTL
O95671-2	ENSG_ASMTL	ASML	ASMTL
O95671-3	ENSG_ASMTL	ASML	ASMTL
O95672	ENSG00000171551	ECEL1	ECEL1
O95672-2	ENSG_ECEL1	ECEL1	ECEL1
O95674	ENSG00000101290	CDS2	CDS2
O95674-2	ENSG_CDS2	CDS2	CDS2
O95677	ENSG00000112319	EYA4	EYA4
O95677-2	ENSG_EYA4	EYA4	EYA4
O95677-3	ENSG_EYA4	EYA4	EYA4
O95677-4	ENSG_EYA4	EYA4	EYA4
O95677-5	ENSG_EYA4	EYA4	EYA4
O95678	ENSG00000170454	K2C75	KRT75
O95684	ENSG00000213066	CEP43	CEP43
O95684-2	ENSG_CEP43	CEP43	CEP43
O95684-3	ENSG_CEP43	CEP43	CEP43
O95685	ENSG00000132825	PPR3D	PPP1R3D
O95696	ENSG00000100425	BRD1	BRD1
O95696-2	ENSG_BRD1	BRD1	BRD1
O95704	ENSG00000113108	APBB3	APBB3
O95704-2	ENSG_APBB3	APBB3	APBB3
O95704-3	ENSG_APBB3	APBB3	APBB3
O95704-4	ENSG_APBB3	APBB3	APBB3
O95704-5	ENSG_APBB3	APBB3	APBB3
O95704-6	ENSG_APBB3	APBB3	APBB3
O95707	ENSG00000105171	RPP29	POP4
O95711	ENSG00000112799	LY86	LY86
O95714	ENSG00000128731	HERC2	HERC2
O95715	ENSG00000145824	CXL14	CXCL14
O95716	ENSG00000105514	RAB3D	RAB3D
O95718	ENSG00000119715	ERR2	ESRRB
O95718-1	ENSG_ESRRB	ERR2	ESRRB
O95718-2	ENSG_ESRRB	ERR2	ESRRB
O95721	ENSG00000099940	SNP29	SNAP29
O95727	ENSG00000109943	CRTAM	CRTAM
O95727-2	ENSG_CRTAM	CRTAM	CRTAM
O95741	ENSG00000285221	CPNE6	CPNE6
O95741	ENSG00000100884	CPNE6	CPNE6
O95741-2	ENSG_CPNE6	CPNE6	CPNE6
O95744	ENSG_PMS2P2	PM2P2	PMS2P2
O95747	ENSG00000172939	OXSR1	OXSR1
O95749	ENSG00000152904	GGPPS	GGPS1
O95749-2	ENSG_GGPS1	GGPPS	GGPS1
O95750	ENSG00000162344	FGF19	FGF19
O95751	ENSG00000182195	LDOC1	LDOC1
O95754	ENSG00000135622	SEM4F	SEMA4F
O95754-2	ENSG_SEMA4F	SEM4F	SEMA4F
O95755	ENSG00000100228	RAB36	RAB36
O95755-2	ENSG_RAB36	RAB36	RAB36
O95757	ENSG00000164070	HS74L	HSPA4L
O95758	ENSG00000119314	PTBP3	PTBP3
O95758-1	ENSG_PTBP3	PTBP3	PTBP3
O95758-2	ENSG_PTBP3	PTBP3	PTBP3
O95758-4	ENSG_PTBP3	PTBP3	PTBP3
O95758-5	ENSG_PTBP3	PTBP3	PTBP3
O95758-6	ENSG_PTBP3	PTBP3	PTBP3
O95758-7	ENSG_PTBP3	PTBP3	PTBP3
O95759	ENSG00000204634	TBCD8	TBC1D8
O95759-2	ENSG_TBC1D8	TBCD8	TBC1D8
O95760	ENSG00000137033	IL33	IL33
O95760-2	ENSG_IL33	IL33	IL33
O95760-3	ENSG_IL33	IL33	IL33
O95760-4	ENSG_IL33	IL33	IL33
O95772	ENSG00000010270	STR3N	STARD3NL
O95772-2	ENSG_STARD3NL	STR3N	STARD3NL
O95777	ENSG00000128534	LSM8	LSM8
O95780	ENSG00000197124	ZN682	ZNF682
O95780-2	ENSG_ZNF682	ZN682	ZNF682
O95780-3	ENSG_ZNF682	ZN682	ZNF682
O95782	ENSG00000196961	AP2A1	AP2A1
O95782-2	ENSG_AP2A1	AP2A1	AP2A1
O95785	ENSG00000011451	WIZ	WIZ
O95785-2	ENSG_WIZ	WIZ	WIZ
O95785-3	ENSG_WIZ	WIZ	WIZ
O95785-4	ENSG_WIZ	WIZ	WIZ
O95786	ENSG00000107201	RIGI	RIGI
O95786-2	ENSG_RIGI	RIGI	RIGI
O95789	ENSG00000163867	ZMYM6	ZMYM6
O95789-1	ENSG_ZMYM6	ZMYM6	ZMYM6
O95789-2	ENSG_ZMYM6	ZMYM6	ZMYM6
O95789-4	ENSG_ZMYM6	ZMYM6	ZMYM6
O95789-5	ENSG_ZMYM6	ZMYM6	ZMYM6
O95793	ENSG00000124214	STAU1	STAU1
O95793-2	ENSG_STAU1	STAU1	STAU1
O95793-3	ENSG_STAU1	STAU1	STAU1
O95800	ENSG00000119737	GPR75	GPR75
O95801	ENSG00000243725	TTC4	TTC4
O95803	ENSG00000164100	NDST3	NDST3
O95803-2	ENSG_NDST3	NDST3	NDST3
O95803-3	ENSG_NDST3	NDST3	NDST3
O95807	ENSG00000183726	TM50A	TMEM50A
O95810	ENSG00000168497	CAVN2	CAVIN2
O95813	ENSG00000147869	CER1	CER1
O95816	ENSG00000112208	BAG2	BAG2
O95816-2	ENSG_BAG2	BAG2	BAG2
O95817	ENSG00000151929	BAG3	BAG3
O95819	ENSG00000071054	M4K4	MAP4K4
O95819-2	ENSG_MAP4K4	M4K4	MAP4K4
O95819-3	ENSG_MAP4K4	M4K4	MAP4K4
O95819-4	ENSG_MAP4K4	M4K4	MAP4K4
O95819-5	ENSG_MAP4K4	M4K4	MAP4K4
O95819-6	ENSG_MAP4K4	M4K4	MAP4K4
O95822	ENSG00000103150	DCMC	MLYCD
O95822-2	ENSG_MLYCD	DCMC	MLYCD
O95825	ENSG00000205758	QORL1	CRYZL1
O95825-2	ENSG_CRYZL1	QORL1	CRYZL1
O95831	ENSG00000156709	AIFM1	AIFM1
O95831-2	ENSG_AIFM1	AIFM1	AIFM1
O95831-3	ENSG_AIFM1	AIFM1	AIFM1
O95831-4	ENSG_AIFM1	AIFM1	AIFM1
O95831-5	ENSG_AIFM1	AIFM1	AIFM1
O95831-6	ENSG_AIFM1	AIFM1	AIFM1
O95832	ENSG00000163347	CLD1	CLDN1
O95833	ENSG00000169583	CLIC3	CLIC3
O95834	ENSG00000125746	EMAL2	EML2
O95834-2	ENSG_EML2	EMAL2	EML2
O95834-3	ENSG_EML2	EMAL2	EML2
O95835	ENSG00000131023	LATS1	LATS1
O95835-2	ENSG_LATS1	LATS1	LATS1
O95837	ENSG00000156049	GNA14	GNA14
O95838	ENSG00000065325	GLP2R	GLP2R
O95841	ENSG00000116194	ANGL1	ANGPTL1
O95843	ENSG00000138472	GUC1C	GUCA1C
O95843-2	ENSG_GUCA1C	GUC1C	GUCA1C
O95847	ENSG00000153291	UCP4	SLC25A27
O95847-2	ENSG_SLC25A27	UCP4	SLC25A27
O95848	ENSG00000183828	NUD14	NUDT14
O95857	ENSG00000106537	TSN13	TSPAN13
O95858	ENSG00000099282	TSN15	TSPAN15
O95859	ENSG00000106025	TSN12	TSPAN12
O95859-2	ENSG_TSPAN12	TSN12	TSPAN12
O95861	ENSG00000162813	BPNT1	BPNT1
O95861-2	ENSG_BPNT1	BPNT1	BPNT1
O95861-3	ENSG_BPNT1	BPNT1	BPNT1
O95861-4	ENSG_BPNT1	BPNT1	BPNT1
O95863	ENSG00000124216	SNAI1	SNAI1
O95864	ENSG00000134824	FADS2	FADS2
O95864-2	ENSG_FADS2	FADS2	FADS2
O95864-3	ENSG_FADS2	FADS2	FADS2
O95864-4	ENSG_FADS2	FADS2	FADS2
O95865	ENSG00000226634	DDAH2	DDAH2
O95865	ENSG00000233076	DDAH2	DDAH2
O95865	ENSG00000227317	DDAH2	DDAH2
O95865	ENSG00000225635	DDAH2	DDAH2
O95865	ENSG00000206395	DDAH2	DDAH2
O95865	ENSG00000228128	DDAH2	DDAH2
O95865	ENSG00000213722	DDAH2	DDAH2
O95866	ENSG00000230060	G6B	MPIG6B
O95866	ENSG00000228090	G6B	MPIG6B
O95866	ENSG00000224393	G6B	MPIG6B
O95866	ENSG00000237459	G6B	MPIG6B
O95866	ENSG00000231003	G6B	MPIG6B
O95866	ENSG00000206396	G6B	MPIG6B
O95866	ENSG00000204420	G6B	MPIG6B
O95866-2	ENSG_MPIG6B	G6B	MPIG6B
O95866-3	ENSG_MPIG6B	G6B	MPIG6B
O95866-4	ENSG_MPIG6B	G6B	MPIG6B
O95866-5	ENSG_MPIG6B	G6B	MPIG6B
O95866-6	ENSG_MPIG6B	G6B	MPIG6B
O95866-7	ENSG_MPIG6B	G6B	MPIG6B
O95867	ENSG00000236183	LY66C	LY6G6C
O95867	ENSG00000228859	LY66C	LY6G6C
O95867	ENSG00000235452	LY66C	LY6G6C
O95867	ENSG00000228250	LY66C	LY6G6C
O95867	ENSG00000206398	LY66C	LY6G6C
O95867	ENSG00000235925	LY66C	LY6G6C
O95867	ENSG00000204421	LY66C	LY6G6C
O95868	ENSG00000225993	LY66D	LY6G6D
O95868	ENSG00000226603	LY66D	LY6G6D
O95868	ENSG00000234443	LY66D	LY6G6D
O95868	ENSG00000236902	LY66D	LY6G6D
O95868	ENSG00000206402	LY66D	LY6G6D
O95868	ENSG00000235302	LY66D	LY6G6D
O95868	ENSG00000244355	LY66D	LY6G6D
O95870	ENSG00000224552	ABHGA	ABHD16A
O95870	ENSG00000231488	ABHGA	ABHD16A
O95870	ENSG00000235676	ABHGA	ABHD16A
O95870	ENSG00000236063	ABHGA	ABHD16A
O95870	ENSG00000206403	ABHGA	ABHD16A
O95870	ENSG00000230475	ABHGA	ABHD16A
O95870	ENSG00000204427	ABHGA	ABHD16A
O95870-2	ENSG_ABHD16A	ABHGA	ABHD16A
O95872	ENSG00000223932	GPAN1	GPANK1
O95872	ENSG00000236011	GPAN1	GPANK1
O95872	ENSG00000232312	GPAN1	GPANK1
O95872	ENSG00000206408	GPAN1	GPANK1
O95872	ENSG00000228605	GPAN1	GPANK1
O95872	ENSG00000204438	GPAN1	GPANK1
O95873	ENSG00000228177	CF047	C6orf47
O95873	ENSG00000235360	CF047	C6orf47
O95873	ENSG00000228435	CF047	C6orf47
O95873	ENSG00000226531	CF047	C6orf47
O95873	ENSG00000203623	CF047	C6orf47
O95873	ENSG00000226103	CF047	C6orf47
O95873	ENSG00000204439	CF047	C6orf47
O95876	ENSG00000143951	FRITZ	WDPCP
O95876-2	ENSG_WDPCP	FRITZ	WDPCP
O95876-3	ENSG_WDPCP	FRITZ	WDPCP
O95881	ENSG00000117862	TXD12	TXNDC12
O95886	ENSG00000116544	DLGP3	DLGAP3
O95897	ENSG00000105088	NOE2	OLFM2
O95900	ENSG00000167112	TRUB2	TRUB2
O95900-2	ENSG_TRUB2	TRUB2	TRUB2
O95905	ENSG00000122882	ECD	ECD
O95905-2	ENSG_ECD	ECD	ECD
O95905-3	ENSG_ECD	ECD	ECD
O95907	ENSG00000100156	MOT3	SLC16A8
O95918	ENSG00000227044	OR2H2	OR2H2
O95918	ENSG00000229185	OR2H2	OR2H2
O95918	ENSG00000229680	OR2H2	OR2H2
O95918	ENSG00000224319	OR2H2	OR2H2
O95918	ENSG00000206467	OR2H2	OR2H2
O95918	ENSG00000206512	OR2H2	OR2H2
O95918	ENSG00000204657	OR2H2	OR2H2
O95922	ENSG00000100271	TTLL1	TTLL1
O95922-2	ENSG_TTLL1	TTLL1	TTLL1
O95922-4	ENSG_TTLL1	TTLL1	TTLL1
O95925	ENSG00000249139	EPPI	EPPIN-WFDC6
O95925	ENSG00000101448	EPPI	EPPIN
O95925-2	ENSG_EPPIN	EPPI	EPPIN
O95925-3	ENSG_EPPIN	EPPI	EPPIN
O95926	ENSG00000117614	SYF2	SYF2
O95926-2	ENSG_SYF2	SYF2	SYF2
O95931	ENSG00000100307	CBX7	CBX7
O95932	ENSG00000166948	TGM3L	TGM6
O95932-2	ENSG_TGM6	TGM3L	TGM6
O95935	ENSG00000112837	TBX18	TBX18
O95936	ENSG00000163508	EOMES	EOMES
O95936-2	ENSG_EOMES	EOMES	EOMES
O95936-3	ENSG_EOMES	EOMES	EOMES
O95936-4	ENSG_EOMES	EOMES	EOMES
O95944	ENSG00000096264	NCTR2	NCR2
O95944-2	ENSG_NCR2	NCTR2	NCR2
O95944-3	ENSG_NCR2	NCTR2	NCR2
O95947	ENSG00000149922	TBX6	TBX6
O95947-2	ENSG_TBX6	TBX6	TBX6
O95948	ENSG00000119547	ONEC2	ONECUT2
O95954	ENSG00000160282	FTCD	FTCD
O95954-2	ENSG_FTCD	FTCD	FTCD
O95954-3	ENSG_FTCD	FTCD	FTCD
O95954-4	ENSG_FTCD	FTCD	FTCD
O95965	ENSG00000198542	ITGBL	ITGBL1
O95965-2	ENSG_ITGBL1	ITGBL	ITGBL1
O95965-3	ENSG_ITGBL1	ITGBL	ITGBL1
O95967	ENSG00000172638	FBLN4	EFEMP2
O95968	ENSG00000168515	SG1D1	SCGB1D1
O95969	ENSG00000124935	SG1D2	SCGB1D2
O95970	ENSG00000108231	LGI1	LGI1
O95970-2	ENSG_LGI1	LGI1	LGI1
O95970-3	ENSG_LGI1	LGI1	LGI1
O95971	ENSG00000117281	BY55	CD160
O95971-2	ENSG_CD160	BY55	CD160
O95971-3	ENSG_CD160	BY55	CD160
O95971-4	ENSG_CD160	BY55	CD160
O95972	ENSG00000130385	BMP15	BMP15
O95976	ENSG00000283934	IGSF6	IGSF6
O95976	ENSG00000140749	IGSF6	IGSF6
O95977	ENSG00000125910	S1PR4	S1PR4
O95980	ENSG00000122707	RECK	RECK
O95983	ENSG00000071655	MBD3	MBD3
O95983-2	ENSG_MBD3	MBD3	MBD3
O95985	ENSG00000100038	TOP3B	TOP3B
O95985-2	ENSG_TOP3B	TOP3B	TOP3B
O95985-3	ENSG_TOP3B	TOP3B	TOP3B
O95988	ENSG00000213231	TCL1B	TCL1B
O95989	ENSG00000272325	NUDT3	NUDT3
O95990	ENSG00000168309	F107A	FAM107A
O95990-2	ENSG_FAM107A	F107A	FAM107A
O95990-3	ENSG_FAM107A	F107A	FAM107A
O95990-4	ENSG_FAM107A	F107A	FAM107A
O95992	ENSG00000138135	CH25H	CH25H
O95994	ENSG00000106541	AGR2	AGR2
O95995	ENSG00000141013	DRC4	GAS8
O95995-2	ENSG_GAS8	DRC4	GAS8
O95996	ENSG00000115266	APCL	APC2
O95996-2	ENSG_APC2	APCL	APC2
O95996-3	ENSG_APC2	APCL	APC2
O95997	ENSG00000164611	PTTG1	PTTG1
O95998	ENSG00000137496	I18BP	IL18BP
O95998-3	ENSG_IL18BP	I18BP	IL18BP
O95998-4	ENSG_IL18BP	I18BP	IL18BP
O95999	ENSG00000142867	BCL10	BCL10
O96000	ENSG00000140990	NDUBA	NDUFB10
O96000-2	ENSG_NDUFB10	NDUBA	NDUFB10
O96001	ENSG00000106341	PPR17	PPP1R17
O96001-2	ENSG_PPP1R17	PPR17	PPP1R17
O96002	ENSG_CXorf1	CX001	CXorf1
O96004	ENSG00000113196	HAND1	HAND1
O96005	ENSG00000104853	CLPT1	CLPTM1
O96005-3	ENSG_CLPTM1	CLPT1	CLPTM1
O96005-4	ENSG_CLPTM1	CLPT1	CLPTM1
O96006	ENSG00000214717	ZBED1	ZBED1
O96007	ENSG00000164172	MOC2B	MOCS2
O96008	ENSG00000130204	TOM40	TOMM40
O96008-2	ENSG_TOMM40	TOM40	TOMM40
O96009	ENSG00000131400	NAPSA	NAPSA
O96011	ENSG00000131779	PX11B	PEX11B
O96011-2	ENSG_PEX11B	PX11B	PEX11B
O96013	ENSG00000130669	PAK4	PAK4
O96013-2	ENSG_PAK4	PAK4	PAK4
O96013-3	ENSG_PAK4	PAK4	PAK4
O96013-4	ENSG_PAK4	PAK4	PAK4
O96014	ENSG00000085741	WNT11	WNT11
O96015	ENSG00000100246	DNAL4	DNAL4
O96017	ENSG00000183765	CHK2	CHEK2
O96017-10	ENSG_CHEK2	CHK2	CHEK2
O96017-11	ENSG_CHEK2	CHK2	CHEK2
O96017-12	ENSG_CHEK2	CHK2	CHEK2
O96017-13	ENSG_CHEK2	CHK2	CHEK2
O96017-2	ENSG_CHEK2	CHK2	CHEK2
O96017-3	ENSG_CHEK2	CHK2	CHEK2
O96017-4	ENSG_CHEK2	CHK2	CHEK2
O96017-5	ENSG_CHEK2	CHK2	CHEK2
O96017-6	ENSG_CHEK2	CHK2	CHEK2
O96017-7	ENSG_CHEK2	CHK2	CHEK2
O96017-8	ENSG_CHEK2	CHK2	CHEK2
O96017-9	ENSG_CHEK2	CHK2	CHEK2
O96018	ENSG00000011132	APBA3	APBA3
O96019	ENSG00000136518	ACL6A	ACTL6A
O96019-2	ENSG_ACTL6A	ACL6A	ACTL6A
O96020	ENSG00000175305	CCNE2	CCNE2
O96020-2	ENSG_CCNE2	CCNE2	CCNE2
O96024	ENSG00000235155	B3GT4	B3GALT4
O96024	ENSG00000226936	B3GT4	B3GALT4
O96024	ENSG00000236802	B3GT4	B3GALT4
O96024	ENSG00000206285	B3GT4	B3GALT4
O96024	ENSG00000235863	B3GT4	B3GALT4
O96028	ENSG00000109685	NSD2	NSD2
O96028-2	ENSG_NSD2	NSD2	NSD2
O96028-3	ENSG_NSD2	NSD2	NSD2
O96028-4	ENSG_NSD2	NSD2	NSD2
O96028-5	ENSG_NSD2	NSD2	NSD2
O96028-6	ENSG_NSD2	NSD2	NSD2
O96028-7	ENSG_NSD2	NSD2	NSD2
O96033	ENSG00000164172	MOC2A	MOCS2
O97980	ENSG00000158497	HMHB1	HMHB1
P00156	ENSG00000198727	CYB	MT-CYB
P00167	ENSG00000166347	CYB5	CYB5A
P00167-2	ENSG_CYB5A	CYB5	CYB5A
P00167-3	ENSG_CYB5A	CYB5	CYB5A
P00325	ENSG00000196616	ADH1B	ADH1B
P00325-2	ENSG_ADH1B	ADH1B	ADH1B
P00326	ENSG00000248144	ADH1G	ADH1C
P00338	ENSG00000288299	LDHA	LDHA
P00338	ENSG00000134333	LDHA	LDHA
P00338-2	ENSG_LDHA	LDHA	LDHA
P00338-3	ENSG_LDHA	LDHA	LDHA
P00338-4	ENSG_LDHA	LDHA	LDHA
P00338-5	ENSG_LDHA	LDHA	LDHA
P00352	ENSG00000165092	AL1A1	ALDH1A1
P00367	ENSG00000148672	DHE3	GLUD1
P00367-2	ENSG_GLUD1	DHE3	GLUD1
P00367-3	ENSG_GLUD1	DHE3	GLUD1
P00374	ENSG00000228716	DYR	DHFR
P00374-2	ENSG_DHFR	DYR	DHFR
P00387	ENSG00000100243	NB5R3	CYB5R3
P00387-2	ENSG_CYB5R3	NB5R3	CYB5R3
P00387-3	ENSG_CYB5R3	NB5R3	CYB5R3
P00390	ENSG00000104687	GSHR	GSR
P00390-2	ENSG_GSR	GSHR	GSR
P00390-3	ENSG_GSR	GSHR	GSR
P00390-4	ENSG_GSR	GSHR	GSR
P00390-5	ENSG_GSR	GSHR	GSR
P00395	ENSG00000198804	COX1	MT-CO1
P00403	ENSG00000198712	COX2	MT-CO2
P00414	ENSG00000198938	COX3	MT-CO3
P00439	ENSG00000171759	PH4H	PAH
P00441	ENSG00000142168	SODC	SOD1
P00450	ENSG00000047457	CERU	CP
P00451	ENSG00000185010	FA8	F8
P00451-2	ENSG_F8	FA8	F8
P00480	ENSG00000036473	OTC	OTC
P00488	ENSG00000124491	F13A	F13A1
P00491	ENSG00000198805	PNPH	PNP
P00492	ENSG00000165704	HPRT	HPRT1
P00505	ENSG00000125166	AATM	GOT2
P00505-2	ENSG_GOT2	AATM	GOT2
P00519	ENSG00000097007	ABL1	ABL1
P00519-2	ENSG_ABL1	ABL1	ABL1
P00533	ENSG00000146648	EGFR	EGFR
P00533-2	ENSG_EGFR	EGFR	EGFR
P00533-3	ENSG_EGFR	EGFR	EGFR
P00533-4	ENSG_EGFR	EGFR	EGFR
P00540	ENSG00000172680	MOS	MOS
P00558	ENSG00000102144	PGK1	PGK1
P00558-2	ENSG_PGK1	PGK1	PGK1
P00568	ENSG00000106992	KAD1	AK1
P00709	ENSG00000167531	LALBA	LALBA
P00734	ENSG00000180210	THRB	F2
P00736	ENSG00000159403	C1R	C1R
P00738	ENSG00000257017	HPT	HP
P00738-2	ENSG_HP	HPT	HP
P00739	ENSG00000261701	HPTR	HPR
P00739-2	ENSG_HPR	HPTR	HPR
P00740	ENSG00000101981	FA9	F9
P00740-2	ENSG_F9	FA9	F9
P00742	ENSG00000126218	FA10	F10
P00746	ENSG00000274619	CFAD	CFD
P00746	ENSG00000197766	CFAD	CFD
P00747	ENSG00000122194	PLMN	PLG
P00748	ENSG00000131187	FA12	F12
P00749	ENSG00000122861	UROK	PLAU
P00749-2	ENSG_PLAU	UROK	PLAU
P00750	ENSG00000104368	TPA	PLAT
P00750-2	ENSG_PLAT	TPA	PLAT
