pro_id	gene_id	pro_name	gene_name
A0A286YEX9	ENSG00000284622	SCGRX	SCYGR10
A0A286YEY9	ENSG00000284629	SCGR1	SCYGR1
A0A286YF01	ENSG00000284718	SCGR7	SCYGR7
A0A286YF18	ENSG00000284638	SMI44	SMIM44
A0A286YF46	ENSG00000284667	SCGR5	SCYGR5
A0A286YF58	ENSG00000273238	TM271	TMEM271
A0A286YF60	ENSG00000284704	SCGR3	SCYGR3
A0A286YF77	ENSG00000284725	SCGR6	SCYGR6
A0A286YFB4	ENSG00000284643	SCGR2	SCYGR2
A0A286YFG1	ENSG00000284635	SCGR8	SCYGR8
A0A286YFK9	ENSG00000284713	SIM38	SMIM38
A0A2R8Y2Y2	ENSG00000226490	CHO90	C8orf90
A0A2R8Y4L2	ENSG00000224578	RA1L3	HNRNPA1L3
A0A2R8Y4Y8	ENSG00000285463	OSP4B	OOSP4B
A0A2R8Y4Y8	ENSG00000255393	OSP4B	OOSP4B
A0A2R8Y619	ENSG00000285480	H2BK1	H2BK1
A0A2R8Y7D0	ENSG00000223573	TINCR	TINCR
A0A2R8Y7Y5	ENSG_CIST1	CIST1	CIST1
A0A2R8YCJ5	ENSG00000284791	SIM41	SMIM41
A0A2R8YFL7	ENSG00000285375	OSP4A	OOSP4A
A0A2R8YFL7	ENSG00000285010	OSP4A	OOSP4A
A0A2R8YFM6	ENSG00000285231	OOSP3	OOSP3
A0A2Z4LIS9	ENSG00000240445	FXO3B	FOXO3B
A0A3B3IRV3	ENSG00000101898	MCTS2	MCTS2
A0A3B3IS91	ENSG00000291307	PLGRF	POLGARF
A0A3B3IT33	ENSG00000220948	TR51G	TRIM51G
A0A3B3IT52	ENSG00000285891	MSD5	MSANTD5
A0A3B3IU46	ENSG00000235272	RMACL	RAMACL
A0A3B3IU63	ENSG00000229674	H2AL3	H2AL3
A0A455ZAR2	ENSG_LINC	PNT87	LINC
A0A494BZU4	ENSG00000286105	T217B	TMEM217B
A0A494C071	ENSG00000278803	PWWP4	PWWP4
A0A494C086	ENSG00000230358	SPD21	SPDYE21
A0A494C0N9	ENSG00000286175	F246B	FAM246B
A0A494C0Y3	ENSG00000286102	F246A	FAM246A
A0A494C0Z2	ENSG00000286038	SPD13	SPDYE13
A0A494C103	ENSG00000286135	SPADH	SPADH
A0A494C191	ENSG00000262461	SPD9	SPDYE9
A0A494C1R9	ENSG00000238074	TSPY9	TSPY9
A0A539	ENSG00000282285	TVB42	TRBV4-2
A0A539	ENSG00000211745	TVB42	TRBV4-2
A0A576	ENSG00000282624	TVB31	TRBV3-1
A0A576	ENSG00000237702	TVB31	TRBV3-1
A0A577	ENSG00000211710	TVB41	TRBV4-1
A0A578	ENSG00000282803	TVB51	TRBV5-1
A0A578	ENSG00000211734	TVB51	TRBV5-1
A0A584	ENSG_TRBV11	TVBK2	TRBV11
A0A589	ENSG00000282543	TVB43	TRBV4-3
A0A590UK83	ENSG00000205704	SMI45	SMIM45
A0A597	ENSG00000211725	TVB55	TRBV5-5
A0A599	ENSG00000282098	TVB56	TRBV5-6
A0A599	ENSG00000211728	TVB56	TRBV5-6
A0A5A2	ENSG00000282054	TVB58	TRBV5-8
A0A5A6	ENSG00000282242	TVBK3	TRBV11-3
A0A5A6	ENSG00000276597	TVBK3	TRBV11-3
A0A5B0	ENSG00000282252	TVB14	TRBV14
A0A5B0	ENSG00000275743	TVB14	TRBV14
A0A5B6	ENSG00000282812	TVB28	TRBV28
A0A5B6	ENSG00000211753	TVB28	TRBV28
A0A5B7	ENSG00000282628	TVB29	TRBV29-1
A0A5B7	ENSG00000232869	TVB29	TRBV29-1
A0A5B9	ENSG00000211772	TRBC2	TRBC2
A0A5F9ZH02	ENSG00000288460	SIM42	SMIM42
A0A5F9ZHS7	ENSG00000268480	NFILZ	NFILZ
A0A6I8PU40	ENSG00000253352	TUG1	TUG1
A0A7P0TBJ1	ENSG_HAPSTR2	HAPR2	HAPSTR2
A0A804HLA8	ENSG00000133136	GBG5B	GNG5B
A0A8I5KQE6	ENSG00000288920	RPSA2	RPSA2
A0AUZ9	ENSG00000144445	KAL1L	KANSL1L
A0AUZ9-2	ENSG_KANSL1L	KAL1L	KANSL1L
A0AUZ9-3	ENSG_KANSL1L	KAL1L	KANSL1L
A0AUZ9-4	ENSG_KANSL1L	KAL1L	KANSL1L
A0AV02	ENSG00000221955	S12A8	SLC12A8
A0AV02-2	ENSG_SLC12A8	S12A8	SLC12A8
A0AV02-3	ENSG_SLC12A8	S12A8	SLC12A8
A0AV02-4	ENSG_SLC12A8	S12A8	SLC12A8
A0AV02-5	ENSG_SLC12A8	S12A8	SLC12A8
A0AV96	ENSG00000163694	RBM47	RBM47
A0AV96-2	ENSG_RBM47	RBM47	RBM47
A0AVF1	ENSG00000105948	IFT56	TTC26
A0AVF1-2	ENSG_IFT56	IFT56	IFT56
A0AVF1-3	ENSG_IFT56	IFT56	IFT56
A0AVI2	ENSG00000249715	FR1L5	FER1L5
A0AVI2-2	ENSG_FER1L5	FR1L5	FER1L5
A0AVI2-4	ENSG_FER1L5	FR1L5	FER1L5
A0AVI4	ENSG00000168936	TM129	TMEM129
A0AVI4-2	ENSG_TMEM129	TM129	TMEM129
A0AVK6	ENSG00000129173	E2F8	E2F8
A0AVT1	ENSG00000033178	UBA6	UBA6
A0AVT1-2	ENSG_UBA6	UBA6	UBA6
A0AVT1-3	ENSG_UBA6	UBA6	UBA6
A0AVT1-4	ENSG_UBA6	UBA6	UBA6
A0FGR8	ENSG00000117868	ESYT2	ESYT2
A0FGR8-2	ENSG_ESYT2	ESYT2	ESYT2
A0FGR8-4	ENSG_ESYT2	ESYT2	ESYT2
A0FGR8-5	ENSG_ESYT2	ESYT2	ESYT2
A0FGR8-6	ENSG_ESYT2	ESYT2	ESYT2
A0FGR9	ENSG00000158220	ESYT3	ESYT3
A0FGR9-2	ENSG_ESYT3	ESYT3	ESYT3
A0JD32	ENSG00000211817	TV382	TRAV38-2DV8
A0JD36	ENSG00000211821	TRDV2	TRDV2
A0JD37	ENSG00000256590	TRDV3	TRDV3
A0JLT2	ENSG00000156603	MED19	MED19
A0JLT2-2	ENSG_MED19	MED19	MED19
A0JNW5	ENSG00000111647	BLT3B	BLTP3B
A0JNW5-2	ENSG_BLTP3B	BLT3B	BLTP3B
A0JP26	ENSG00000278522	POTB3	POTEB3
A0JP26-2	ENSG_POTEB3	POTB3	POTEB3
A0JP26-3	ENSG_POTEB3	POTB3	POTEB3
A0M8Q6	ENSG00000211685	IGLC7	IGLC7
A0MZ66	ENSG00000187164	SHOT1	SHTN1
A0MZ66-2	ENSG_SHTN1	SHOT1	SHTN1
A0MZ66-3	ENSG_SHTN1	SHOT1	SHTN1
A0MZ66-4	ENSG_SHTN1	SHOT1	SHTN1
A0MZ66-5	ENSG_SHTN1	SHOT1	SHTN1
A0MZ66-6	ENSG_SHTN1	SHOT1	SHTN1
A0MZ66-7	ENSG_SHTN1	SHOT1	SHTN1
A0MZ66-8	ENSG_SHTN1	SHOT1	SHTN1
A0PG75	ENSG00000231213	PLS5	PLSCR5
A0PG75-2	ENSG_PLSCR5	PLS5	PLSCR5
A0PJE2	ENSG00000102796	DHR12	DHRS12
A0PJE2-2	ENSG_DHRS12	DHR12	DHRS12
A0PJE2-3	ENSG_DHRS12	DHR12	DHRS12
A0PJE2-4	ENSG_DHRS12	DHR12	DHRS12
A0PJK1	ENSG00000154025	SC5AA	SLC5A10
A0PJK1-2	ENSG_SLC5A10	SC5AA	SLC5A10
A0PJK1-3	ENSG_SLC5A10	SC5AA	SLC5A10
A0PJK1-4	ENSG_SLC5A10	SC5AA	SLC5A10
A0PJK1-5	ENSG_SLC5A10	SC5AA	SLC5A10
A0PJW6	ENSG00000168569	TM223	TMEM223
A0PJW8	ENSG00000163331	DAPL1	DAPL1
A0PJX0	ENSG00000157884	CIB4	CIB4
A0PJX2	ENSG00000101342	TLDC2	TLDC2
A0PJX4	ENSG00000178343	SHSA3	SHISA3
A0PJX8	ENSG00000162460	TMM82	TMEM82
A0PJY2	ENSG00000128610	FEZF1	FEZF1
A0PJY2-2	ENSG_FEZF1	FEZF1	FEZF1
A0PJY2-3	ENSG_FEZF1	FEZF1	FEZF1
A0PJZ0	ENSG_ANKRD20A5P	A20A5	ANKRD20A5P
A0PJZ3	ENSG00000172986	GXLT2	GXYLT2
A0PK00	ENSG00000188735	T120B	TMEM120B
A0PK05	ENSG00000187783	TMM72	TMEM72
A0PK05-2	ENSG_TMEM72	TMM72	TMEM72
A0PK11	ENSG00000249581	CLRN2	CLRN2
A0ZSE6	ENSG_TMEM30CP	CC50C	TMEM30CP
A1A4F0	ENSG_SLC66A1L	S66AL	SLC66A1L
A1A4F0-2	ENSG_SLC66A1L	S66AL	SLC66A1L
A1A4F0-3	ENSG_SLC66A1L	S66AL	SLC66A1L
A1A4F0-4	ENSG_SLC66A1L	S66AL	SLC66A1L
A1A4G5	ENSG00000206535	LNP1	LNP1
A1A4S6	ENSG00000071205	RHG10	ARHGAP10
A1A4V9	ENSG00000196118	CF119	CFAP119
A1A4V9-2	ENSG_CFAP119	CF119	CFAP119
A1A4V9-3	ENSG_CFAP119	CF119	CFAP119
A1A4V9-4	ENSG_CFAP119	CF119	CFAP119
A1A4Y4	ENSG00000237693	IRGM	IRGM
A1A4Y4-2	ENSG_IRGM	IRGM	IRGM
A1A4Y4-3	ENSG_IRGM	IRGM	IRGM
A1A4Y4-4	ENSG_IRGM	IRGM	IRGM
A1A519	ENSG00000164334	F170A	FAM170A
A1A519-2	ENSG_FAM170A	F170A	FAM170A
A1A519-3	ENSG_FAM170A	F170A	FAM170A
A1A519-4	ENSG_FAM170A	F170A	FAM170A
A1A580	ENSG00000186980	KR231	KRTAP23-1
A1A5B4	ENSG00000185101	ANO9	ANO9
A1A5B4-2	ENSG_ANO9	ANO9	ANO9
A1A5B4-3	ENSG_ANO9	ANO9	ANO9
A1A5C7	ENSG00000137266	S22AN	SLC22A23
A1A5C7-2	ENSG_SLC22A23	S22AN	SLC22A23
A1A5C7-3	ENSG_SLC22A23	S22AN	SLC22A23
A1A5C7-4	ENSG_SLC22A23	S22AN	SLC22A23
A1A5D9	ENSG00000162069	BICL2	BICDL2
A1A5D9-2	ENSG_BICDL2	BICL2	BICDL2
A1E959	ENSG00000109205	ODAM	ODAM
A1IGU5	ENSG00000183111	ARH37	ARHGEF37
A1KXE4	ENSG00000152102	F168B	FAM168B
A1KXE4-2	ENSG_FAM168B	F168B	FAM168B
A1KZ92	ENSG00000147485	PXDNL	PXDNL
A1KZ92-2	ENSG_PXDNL	PXDNL	PXDNL
A1KZ92-3	ENSG_PXDNL	PXDNL	PXDNL
A1L020	ENSG00000254726	MEX3A	MEX3A
A1L0T0	ENSG00000105135	HACL2	ILVBL
A1L157	ENSG00000110900	TSN11	TSPAN11
A1L162	ENSG00000204334	ERIC2	ERICH2
A1L167	ENSG00000215218	U2QL1	UBE2QL1
A1L168	ENSG00000215595	CT202	C20orf202
A1L170	ENSG00000239887	CA226	C1orf226
A1L170-2	ENSG_C1orf226	CA226	C1orf226
A1L188	ENSG00000224877	NDUF8	NDUFAF8
A1L190	ENSG00000217442	SYCE3	SYCE3
A1L1A6	ENSG00000216588	IGS23	IGSF23
A1L390	ENSG00000126822	PKHG3	PLEKHG3
A1L390-2	ENSG_PLEKHG3	PKHG3	PLEKHG3
A1L390-3	ENSG_PLEKHG3	PKHG3	PLEKHG3
A1L3X0	ENSG00000164181	ELOV7	ELOVL7
A1L3X4	ENSG_MT1DP	MT1DP	MT1DP
A1L429	ENSG00000237671	GG12C	GAGE12C
A1L429	ENSG00000227488	GG12C	GAGE12D
A1L429	ENSG00000216649	GG12C	GAGE12E
A1L443	ENSG00000130950	NTM2F	NUTM2F
A1L453	ENSG00000185888	PRS38	PRSS38
A1L4H1	ENSG00000179954	SRCRL	SSC5D
A1L4H1-2	ENSG_SSC5D	SRCRL	SSC5D
A1L4K1	ENSG00000186628	FSD2	FSD2
A1L4K1-2	ENSG_FSD2	FSD2	FSD2
A1L4L8	ENSG00000173261	PL8L1	PLAC8L1
A1L4Q6	ENSG_YK033	YK033	YK033
A1X283	ENSG00000174705	SPD2B	SH3PXD2B
A1XBS5	ENSG00000188343	CBAR1	CIBAR1
A1XBS5-2	ENSG_CIBAR1	CBAR1	CIBAR1
A1XBS5-3	ENSG_CIBAR1	CBAR1	CIBAR1
A1XBS5-4	ENSG_CIBAR1	CBAR1	CIBAR1
A1XBS5-5	ENSG_CIBAR1	CBAR1	CIBAR1
A1YPR0	ENSG00000184828	ZBT7C	ZBTB7C
A1Z1Q3	ENSG00000172264	MACD2	MACROD2
A1Z1Q3-1	ENSG_MACROD2	MACD2	MACROD2
A1Z1Q3-4	ENSG_MACROD2	MACD2	MACROD2
A1Z1Q3-5	ENSG_MACROD2	MACD2	MACROD2
A1Z1Q3-6	ENSG_MACROD2	MACD2	MACROD2
A2A288	ENSG00000178199	ZC12D	ZC3H12D
A2A288-3	ENSG_ZC3H12D	ZC12D	ZC3H12D
A2A288-4	ENSG_ZC3H12D	ZC12D	ZC3H12D
A2A2V5	ENSG00000180440	SRTM1	SERTM1
A2A2Y4	ENSG00000172159	FRMD3	FRMD3
A2A2Y4-2	ENSG_FRMD3	FRMD3	FRMD3
A2A2Y4-3	ENSG_FRMD3	FRMD3	FRMD3
A2A2Y4-4	ENSG_FRMD3	FRMD3	FRMD3
A2A2Y4-5	ENSG_FRMD3	FRMD3	FRMD3
A2A2Z9	ENSG00000230453	AN18B	ANKRD18B
A2A368	ENSG00000189023	MAGBG	MAGEB16
A2A3K4	ENSG00000158079	PTPC1	PTPDC1
A2A3K4-2	ENSG_PTPDC1	PTPC1	PTPDC1
A2A3L6	ENSG00000187862	TTC24	TTC24
A2A3N6	ENSG00000180764	PIPSL	PIPSL
A2AJT9	ENSG00000173681	BCLA3	BCLAF3
A2AJT9-2	ENSG_BCLAF3	BCLA3	BCLAF3
A2AJT9-3	ENSG_BCLAF3	BCLA3	BCLAF3
A2CJ06	ENSG00000232125	DYTN	DYTN
A2IDD5	ENSG00000162004	CCD78	CCDC78
A2IDD5-2	ENSG_CCDC78	CCD78	CCDC78
A2IDD5-3	ENSG_CCDC78	CCD78	CCDC78
A2IDD5-4	ENSG_CCDC78	CCD78	CCDC78
A2IDD5-5	ENSG_CCDC78	CCD78	CCDC78
A2IDD5-6	ENSG_CCDC78	CCD78	CCDC78
A2JGV3	ENSG00000211689	TARP	TRGC1
A2NJV5	ENSG00000282635	KV229	IGKV2-29
A2PYH4	ENSG00000162669	HFM1	HFM1
A2PYH4-2	ENSG_HFM1	HFM1	HFM1
A2RRD8	ENSG00000182986	ZN320	ZNF320
A2RRH5	ENSG00000184465	WDR27	WDR27
A2RRH5-2	ENSG_WDR27	WDR27	WDR27
A2RRH5-3	ENSG_WDR27	WDR27	WDR27
A2RRH5-4	ENSG_WDR27	WDR27	WDR27
A2RRL7	ENSG00000214128	TM213	TMEM213
A2RRL7-2	ENSG_TMEM213	TM213	TMEM213
A2RRL7-3	ENSG_TMEM213	TM213	TMEM213
A2RRL7-4	ENSG_TMEM213	TM213	TMEM213
A2RRP1	ENSG00000151779	NBAS	NBAS
A2RRP1-2	ENSG_NBAS	NBAS	NBAS
A2RTX5	ENSG00000185418	SYTC2	TARS3
A2RTX5-2	ENSG_TARS3	SYTC2	TARS3
A2RTY3	ENSG00000276986	HEAT9	HEATR9
A2RTY3	ENSG00000270379	HEAT9	HEATR9
A2RTY3-2	ENSG_HEATR9	HEAT9	HEATR9
A2RTY3-3	ENSG_HEATR9	HEAT9	HEATR9
A2RTY3-4	ENSG_HEATR9	HEAT9	HEATR9
A2RTY3-5	ENSG_HEATR9	HEAT9	HEATR9
A2RU14	ENSG00000150433	TM218	TMEM218
A2RU30	ENSG00000135426	TESP1	TESPA1
A2RU30-2	ENSG_TESPA1	TESP1	TESPA1
A2RU30-3	ENSG_TESPA1	TESP1	TESPA1
A2RU37	ENSG_LINC02872	CI170	LINC02872
A2RU48	ENSG00000179256	SMCO3	SMCO3
A2RU49	ENSG00000188266	HYKK	HYKK
A2RU49-2	ENSG_HYKK	HYKK	HYKK
A2RU49-3	ENSG_HYKK	HYKK	HYKK
A2RU54	ENSG00000188816	HMX2	HMX2
A2RU67	ENSG00000084444	F234B	FAM234B
A2RUB1	ENSG00000180336	MEIOC	MEIOC
A2RUB1-1	ENSG_MEIOC	MEIOC	MEIOC
A2RUB1-2	ENSG_MEIOC	MEIOC	MEIOC
A2RUB1-5	ENSG_MEIOC	MEIOC	MEIOC
A2RUB6	ENSG00000180376	CCD66	CCDC66
A2RUB6-2	ENSG_CCDC66	CCD66	CCDC66
A2RUB6-3	ENSG_CCDC66	CCD66	CCDC66
A2RUB6-4	ENSG_CCDC66	CCD66	CCDC66
A2RUC4	ENSG00000162971	TYW5	TYW5
A2RUC4-2	ENSG_TYW5	TYW5	TYW5
A2RUH7	ENSG00000221986	MBPHL	MYBPHL
A2RUH7-2	ENSG_MYBPHL	MBPHL	MYBPHL
A2RUQ5	ENSG_TMEM132E	CQ102	TMEM132E
A2RUR9	ENSG00000170160	C144A	CCDC144A
A2RUR9-2	ENSG_CCDC144A	C144A	CCDC144A
A2RUR9-3	ENSG_CCDC144A	C144A	CCDC144A
A2RUS2	ENSG00000105339	DEND3	DENND3
A2RUS2-2	ENSG_DENND3	DEND3	DENND3
A2RUS2-3	ENSG_DENND3	DEND3	DENND3
A2RUS2-4	ENSG_DENND3	DEND3	DENND3
A2RUT3	ENSG00000183396	TMM89	TMEM89
A2RUU4	ENSG00000204140	COLL1	CLPSL1
A2VCK2	ENSG00000222046	DCD2B	DCDC2B
A2VDF0	ENSG00000148803	FUCM	FUOM
A2VDF0-2	ENSG_FUOM	FUCM	FUOM
A2VDJ0	ENSG00000121210	T131L	TMEM131L
A2VDJ0-2	ENSG_TMEM131L	T131L	TMEM131L
A2VDJ0-3	ENSG_TMEM131L	T131L	TMEM131L
A2VDJ0-5	ENSG_TMEM131L	T131L	TMEM131L
A2VDJ0-6	ENSG_TMEM131L	T131L	TMEM131L
A2VEC9	ENSG_SSPOP	SSPO	SSPOP
A2VEC9-2	ENSG_SSPOP	SSPO	SSPOP
A3KFT3	ENSG00000162727	OR2M5	OR2M5
A3KMH1	ENSG00000102763	VWA8	VWA8
A3KMH1-2	ENSG_VWA8	VWA8	VWA8
A3KMH1-3	ENSG_VWA8	VWA8	VWA8
A3KN83	ENSG00000139697	SBNO1	SBNO1
A3KN83-2	ENSG_SBNO1	SBNO1	SBNO1
A3KN83-3	ENSG_SBNO1	SBNO1	SBNO1
A3KN83-4	ENSG_SBNO1	SBNO1	SBNO1
A3QJZ6	ENSG_PRAMEF22	PRA22	PRAMEF22
A3QJZ7	ENSG00000282437	PRA27	PRAMEF27
A3QJZ7	ENSG00000283425	PRA27	PRAMEF27
A3QJZ7	ENSG00000274764	PRA27	PRAMEF27
A4D0S4	ENSG00000091128	LAMB4	LAMB4
A4D0S4-2	ENSG_LAMB4	LAMB4	LAMB4
A4D0S4-3	ENSG_LAMB4	LAMB4	LAMB4
A4D0T7	ENSG00000214194	SIM30	SMIM30
A4D0V7	ENSG00000106034	CPED1	CPED1
A4D0V7-2	ENSG_CPED1	CPED1	CPED1
A4D0Y5	ENSG_LINC03043	CG077	LINC03043
A4D126	ENSG00000214960	ISPD	CRPPA
A4D126-2	ENSG_CRPPA	ISPD	CRPPA
A4D161	ENSG00000188732	F221A	FAM221A
A4D161-2	ENSG_FAM221A	F221A	FAM221A
A4D161-3	ENSG_FAM221A	F221A	FAM221A
A4D1B5	ENSG00000186088	GSAP	GSAP
A4D1B5-2	ENSG_GSAP	GSAP	GSAP
A4D1B5-3	ENSG_GSAP	GSAP	GSAP
A4D1B5-4	ENSG_GSAP	GSAP	GSAP
A4D1E1	ENSG00000182348	Z804B	ZNF804B
A4D1E9	ENSG00000105793	GTPBA	GTPBP10
A4D1E9-2	ENSG_GTPBP10	GTPBA	GTPBP10
A4D1E9-3	ENSG_GTPBP10	GTPBA	GTPBP10
A4D1F6	ENSG00000240720	LRRD1	LRRD1
A4D1F6-2	ENSG_LRRD1	LRRD1	LRRD1
A4D1N5	ENSG_YG018	YG018	YG018
A4D1P6	ENSG00000105875	WDR91	WDR91
A4D1P6-2	ENSG_WDR91	WDR91	WDR91
A4D1P6-3	ENSG_WDR91	WDR91	WDR91
A4D1S0	ENSG00000188883	KLRG2	KLRG2
A4D1S0-2	ENSG_KLRG2	KLRG2	KLRG2
A4D1S5	ENSG00000146955	RAB19	RAB19
A4D1S5-2	ENSG_RAB19	RAB19	RAB19
A4D1T9	ENSG00000165076	PRS37	PRSS37
A4D1U4	ENSG00000262599	DEN11	DENND11
A4D1U4	ENSG00000257093	DEN11	DENND11
A4D1Z8	ENSG00000275572	GRIFN	GRIFIN
A4D250	ENSG_BLACE	BLACE	BLACE
A4D256	ENSG00000218305	CC14C	CDC14C
A4D263	ENSG00000164500	SPT48	SPATA48
A4D2B0	ENSG00000214309	MBLC1	MBLAC1
A4D2B8	ENSG_PMS2P1	PM2P1	PMS2P1
A4D2B8-2	ENSG_PMS2P1	PM2P1	PMS2P1
A4D2B8-3	ENSG_PMS2P1	PM2P1	PMS2P1
A4D2G3	ENSG00000221933	O2A25	OR2A25
A4D2H0	ENSG00000285172	CTGEF	CTAGE15
A4D2H0	ENSG00000271079	CTGEF	CTAGE15
A4D2P6	ENSG00000215045	GRD2I	GRID2IP
A4FU01	ENSG00000014914	MTMRB	MTMR11
A4FU01-2	ENSG_MTMR11	MTMRB	MTMR11
A4FU01-3	ENSG_MTMR11	MTMRB	MTMR11
A4FU01-4	ENSG_MTMR11	MTMRB	MTMR11
A4FU01-5	ENSG_MTMR11	MTMRB	MTMR11
A4FU01-6	ENSG_MTMR11	MTMRB	MTMR11
A4FU28	ENSG00000236761	CTGE9	CTAGE9
A4FU49	ENSG00000214193	SH321	SH3D21
A4FU49-3	ENSG_SH3D21	SH321	SH3D21
A4FU49-4	ENSG_SH3D21	SH321	SH3D21
A4FU49-5	ENSG_SH3D21	SH321	SH3D21
A4FU49-6	ENSG_SH3D21	SH321	SH3D21
A4FU69	ENSG00000176927	EFCB5	EFCAB5
A4FU69-2	ENSG_EFCAB5	EFCB5	EFCAB5
A4FU69-3	ENSG_EFCAB5	EFCB5	EFCAB5
A4FU69-4	ENSG_EFCAB5	EFCB5	EFCAB5
A4FU69-5	ENSG_EFCAB5	EFCB5	EFCAB5
A4FU69-6	ENSG_EFCAB5	EFCB5	EFCAB5
A4GXA9	ENSG00000197774	EME2	EME2
A4GXA9-2	ENSG_EME2	EME2	EME2
A4IF30	ENSG00000151812	S35F4	SLC35F4
A4IF30-2	ENSG_SLC35F4	S35F4	SLC35F4
A4QMS7	ENSG00000215217	CFA90	CFAP90
A4QN01	ENSG_LINC01553	CJ040	LINC01553
A4QPB2	ENSG_LRP5L	LRP5L	LRP5L
A4QPB2-2	ENSG_LRP5L	LRP5L	LRP5L
A4QPH2	ENSG_PI4KAP2	PI4P2	PI4KAP2
A4QPH2-2	ENSG_PI4KAP2	PI4P2	PI4KAP2
A4QPH2-4	ENSG_PI4KAP2	PI4P2	PI4KAP2
A4UGR9	ENSG00000163092	XIRP2	XIRP2
A4UGR9-2	ENSG_XIRP2	XIRP2	XIRP2
A4UGR9-3	ENSG_XIRP2	XIRP2	XIRP2
A4UGR9-4	ENSG_XIRP2	XIRP2	XIRP2
A4UGR9-5	ENSG_XIRP2	XIRP2	XIRP2
A4UGR9-6	ENSG_XIRP2	XIRP2	XIRP2
A4UGR9-7	ENSG_XIRP2	XIRP2	XIRP2
A4UGR9-8	ENSG_XIRP2	XIRP2	XIRP2
A5A3E0	ENSG00000196604	POTEF	POTEF
A5D6W6	ENSG00000285321	FITM1	FITM1
A5D6W6	ENSG00000139914	FITM1	FITM1
A5D6W6-2	ENSG_FITM1	FITM1	FITM1
A5D8T8	ENSG00000157322	CL18A	CLEC18A
A5D8T8-2	ENSG_CLEC18A	CL18A	CLEC18A
A5D8V6	ENSG00000167987	VP37C	VPS37C
A5D8V7	ENSG00000198003	ODAD3	ODAD3
A5D8V7-2	ENSG_ODAD3	ODAD3	ODAD3
A5D8W1	ENSG00000105792	CFA69	CFAP69
A5D8W1-2	ENSG_CFAP69	CFA69	CFAP69
A5D8W1-3	ENSG_CFAP69	CFA69	CFAP69
A5D8W1-4	ENSG_CFAP69	CFA69	CFAP69
A5D8W1-5	ENSG_CFAP69	CFA69	CFAP69
A5LHX3	ENSG00000222028	PSB11	PSMB11
A5PKW4	ENSG00000059915	PSD1	PSD
A5PKW4-2	ENSG_PSD	PSD1	PSD
A5PL33	ENSG00000133619	KRBA1	KRBA1
A5PL33-2	ENSG_KRBA1	KRBA1	KRBA1
A5PL33-3	ENSG_KRBA1	KRBA1	KRBA1
A5PLK6	ENSG00000121446	RGSL	RGSL1
A5PLK6-2	ENSG_RGSL1	RGSL	RGSL1
A5PLK6-3	ENSG_RGSL1	RGSL	RGSL1
A5PLK6-4	ENSG_RGSL1	RGSL	RGSL1
A5PLK6-5	ENSG_RGSL1	RGSL	RGSL1
A5PLK6-6	ENSG_RGSL1	RGSL	RGSL1
A5PLL1	ENSG00000189127	AN34B	ANKRD34B
A5PLL7	ENSG00000240849	PDES1	PEDS1
A5PLL7-2	ENSG_PEDS1	PDES1	PEDS1
A5PLN7	ENSG00000109794	F149A	FAM149A
A5PLN7-2	ENSG_FAM149A	F149A	FAM149A
A5PLN7-3	ENSG_FAM149A	F149A	FAM149A
A5PLN7-4	ENSG_FAM149A	F149A	FAM149A
A5PLN9	ENSG00000113597	TPC13	TRAPPC13
A5PLN9-2	ENSG_TRAPPC13	TPC13	TRAPPC13
A5PLN9-4	ENSG_TRAPPC13	TPC13	TRAPPC13
A5PLN9-5	ENSG_TRAPPC13	TPC13	TRAPPC13
A5PLN9-7	ENSG_TRAPPC13	TPC13	TRAPPC13
A5X5Y0	ENSG00000186038	5HT3E	HTR3E
A5X5Y0-2	ENSG_HTR3E	5HT3E	HTR3E
A5X5Y0-3	ENSG_HTR3E	5HT3E	HTR3E
A5X5Y0-4	ENSG_HTR3E	5HT3E	HTR3E
A5X5Y0-6	ENSG_HTR3E	5HT3E	HTR3E
A5YKK6	ENSG00000125107	CNOT1	CNOT1
A5YKK6-2	ENSG_CNOT1	CNOT1	CNOT1
A5YKK6-3	ENSG_CNOT1	CNOT1	CNOT1
A5YKK6-4	ENSG_CNOT1	CNOT1	CNOT1
A5YM69	ENSG00000213214	ARG35	ARHGEF35
A5YM72	ENSG00000172508	CRNS1	CARNS1
A5YM72-2	ENSG_CARNS1	CRNS1	CARNS1
A5YM72-3	ENSG_CARNS1	CRNS1	CARNS1
A5YM72-4	ENSG_CARNS1	CRNS1	CARNS1
A5YM72-5	ENSG_CARNS1	CRNS1	CARNS1
A6BM72	ENSG00000157890	MEG11	MEGF11
A6BM72-2	ENSG_MEGF11	MEG11	MEGF11
A6BM72-3	ENSG_MEGF11	MEG11	MEGF11
A6BM72-4	ENSG_MEGF11	MEG11	MEGF11
A6H8M9	ENSG00000187492	CDHR4	CDHR4
A6H8M9-2	ENSG_CDHR4	CDHR4	CDHR4
A6H8Y1	ENSG00000273873	BDP1	BDP1
A6H8Y1	ENSG00000145734	BDP1	BDP1
A6H8Y1-2	ENSG_BDP1	BDP1	BDP1
A6H8Y1-3	ENSG_BDP1	BDP1	BDP1
A6H8Y1-4	ENSG_BDP1	BDP1	BDP1
A6H8Y1-5	ENSG_BDP1	BDP1	BDP1
A6H8Y1-6	ENSG_BDP1	BDP1	BDP1
A6H8Y1-7	ENSG_BDP1	BDP1	BDP1
A6H8Y1-8	ENSG_BDP1	BDP1	BDP1
