Sample_ID,Sex,Age,Gene_name,PRM,DIA
NCN009,female,50,PLEC,3038.436279,5530.530762
NCN009,female,50,ELOC,147.5261383,127.9743423
NCN009,female,50,QPCT,527.2418213,319.8650818
NCN009,female,50,HSP90AB4P,155.8111267,56.17683411
NCN009,female,50,CAVIN1,3198.10498,1048.953003
NCN009,female,50,PLBD1,309.4677124,238.2201691
NCN009,female,50,DGAT2L6,7.783190727,14.22464371
NCN009,female,50,DGLUCY,78.51021576,60.18187332
NCN009,female,50,TMEM179B,73.22875214,59.80833435
NCN009,female,50,STING1,166.7655945,75.74517822
NCN009,female,50,AHNAK2,5109.262207,2222.702393
NCN009,female,50,CMTR1,8.427381516,37.17038727
NCN009,female,50,PTGR3,33.53660583,47.59805679
NCN009,female,50,DDB2,222.1379242,96.13787842
NCN009,female,50,ARL8A,77.14154816,195.6700287
NCN009,female,50,PTER,239.3005066,91.0848465
NCN009,female,50,MMAB,60.19783401,33.86152649
NCN009,female,50,PDLIM2,520.234436,207.5641785
NCN009,female,50,HNRNPAB,457.6886292,557.4093628
NCN009,female,50,CPNE1,750.7496948,466.6106262
NCN009,female,50,TREX2,336.5097961,66.87591553
NCN009,female,50,AAMDC,280.0631714,110.4044495
NCN009,female,50,FN3KRP,90.35552979,40.96263885
NCN009,female,50,PLGRKT,200.7944031,67.73355865
NCN009,female,50,CZIB,53.86626434,19.30151176
NCN009,female,50,ERAP1,641.3757935,181.6509399
NCN009,female,50,COPG2,234.9554443,43.70517731
NCN009,female,50,NIPSNAP3A,472.9886169,410.5236816
NCN009,female,50,COG6,10.24427223,17.4310379
NCN009,female,50,CRYBG1,227.0386658,374.5740662
NCN009,female,50,ATP6V1D,316.9724731,138.973175
NCN009,female,50,SQOR,675.6264038,873.2373047
NCN010,female,67,FLNB,795.2071533,3153.528076
NCN010,female,67,NDUFB1,961.0883789,102.7738953
NCN010,female,67,H6PD,205.3140869,324.6860962
NCN010,female,67,F12,277.2417908,77.34030914
NCN010,female,67,CSTA,3930.447754,2363.877686
NCN010,female,67,IGKC,140635.625,495.6772461
NCN010,female,67,IGHG3,1363.051147,905.1331787
NCN010,female,67,IGHM,3981.480713,3225.563721
NCN010,female,67,IGHA1,11332.20703,5673.986816
NCN010,female,67,HBD,26272.39453,5939.745605
NCN010,female,67,COL1A1,18668.10742,4373.094727
NCN010,female,67,KRT6A,37948.28125,66320.42969
NCN010,female,67,APOC1,6364.275879,1041.746094
NCN010,female,67,GBA1,317.2730103,135.2671967
NCN010,female,67,APOB,5970.775879,1420.417358
NCN010,female,67,KRT6B,17178.45703,55114.9375
NCN010,female,67,ARG1,387.9749756,84.16004944
NCN010,female,67,ALDH2,4724.786621,1501.72229
NCN010,female,67,POLB,3.812470913,33.9773941
NCN010,female,67,IVL,26.47097397,858.7830811
NCN010,female,67,RPSA,2089.563965,1569.95105
NCN010,female,67,LGALS1,10243.77148,1899.06958
NCN010,female,67,GSTM1,174.1343384,10.38184738
NCN010,female,67,GAA,226.155304,131.1672516
NCN010,female,67,RALB,351.5832214,331.5069885
NCN010,female,67,COL6A3,56024.39063,14906.78613
NCN010,female,67,NQO1,239.241394,44.83194733
NCN010,female,67,DSP,8829.686523,2941.726074
NCN010,female,67,FLNA,5754.77002,6881.80127
NCN010,female,67,TNXB,2380.961182,1222.662476
NCN010,female,67,FDXR,367.8914795,132.4234772
NCN010,female,67,PSMB9,439.6685181,77.46578979
NCN010,female,67,ATIC,538.6252441,347.9750671
NCN010,female,67,YWHAB,4293.306641,7965.054199
NCN010,female,67,PRDX2,4174.671387,1595.351318
NCN010,female,67,FBN1,3050.864746,2247.042969
NCN010,female,67,TIMP3,1425.007202,271.8393555
NCN010,female,67,GPX4,497.0218506,282.8356934
NCN010,female,67,TSFM,470.8432312,176.4916687
NCN010,female,67,ACADSB,60.63817596,63.95953369
NCN010,female,67,GSTM5,84.97550964,247.2921143
NCN010,female,67,LGALS7B,17753.36914,10021.13379
NCN010,female,67,LGALS7,17753.36914,10021.13379
NCN010,female,67,SERPINB8,240.8032837,266.0856323
NCN010,female,67,EPPK1,782.2423706,1264.507935
NCN010,female,67,S100A10,16267.1748,5485.26416
NCN010,female,67,RPS8,1964.795654,1875.854492
NCN010,female,67,RPS27A,197.2757874,6465.294922
NCN010,female,67,TUBB4B,7377.730469,11888.99023
NCN010,female,67,HBB,221480.6563,33732.53516
NCN010,female,67,PRKDC,344.8058472,532.882019
NCN010,female,67,HSPG2,1438.977905,2218.890869
NCN010,female,67,SPTBN1,539.6398315,989.3790283
NCN010,female,67,AHNAK,5985.44043,3081.449219
NCN010,female,67,CNTN1,147.3484039,65.00799561
NCN010,female,67,SGCG,149.0668793,30.70173454
NCN010,female,67,STIM1,436.2415771,71.33596802
NCN010,female,67,SPTAN1,1401.854492,1591.542847
NCN010,female,67,PKP1,5149.136719,3137.187012
NCN010,female,67,DYNC1H1,760.2202148,3075.577148
NCN010,female,67,PLEC,2345.497314,3893.877197
NCN010,female,67,ELOC,231.65625,132.0774994
NCN010,female,67,QPCT,631.8516846,257.0168152
NCN010,female,67,HSP90AB4P,298.3769226,110.2136307
NCN010,female,67,CAVIN1,2400.435303,910.7397461
NCN010,female,67,PLBD1,245.3787384,141.5987549
NCN010,female,67,DGAT2L6,1277.290161,210.0868835
NCN010,female,67,DGLUCY,293.1586609,139.080719
NCN010,female,67,TMEM179B,175.9271393,65.05944061
NCN010,female,67,STING1,489.0870361,148.2872162
NCN010,female,67,AHNAK2,2069.068848,728.3935547
NCN010,female,67,CMTR1,33.21697235,25.62939453
NCN010,female,67,PTGR3,266.0470581,27.1675663
NCN010,female,67,DDB2,91.16046906,40.88274765
NCN010,female,67,ARL8A,109.8105621,165.4177856
NCN010,female,67,PTER,169.2047424,49.08739853
NCN010,female,67,MMAB,198.0748291,60.97249603
NCN010,female,67,PDLIM2,371.4055786,151.0280457
NCN010,female,67,HNRNPAB,804.5303955,526.0957642
NCN010,female,67,CPNE1,984.2487793,385.9980469
NCN010,female,67,TREX2,92.0396347,15.81340599
NCN010,female,67,AAMDC,265.4431458,36.83568192
NCN010,female,67,FN3KRP,173.6812134,37.28634262
NCN010,female,67,PLGRKT,423.1979065,80.27599335
NCN010,female,67,CZIB,84.38941956,16.96315575
NCN010,female,67,ERAP1,403.8541565,183.7696838
NCN010,female,67,COPG2,167.4727631,29.42736816
NCN010,female,67,NIPSNAP3A,315.0292358,199.7609406
NCN010,female,67,COG6,10.24427223,16.77700615
NCN010,female,67,CRYBG1,173.602005,289.0204773
NCN010,female,67,ATP6V1D,535.788208,156.961853
NCN010,female,67,SQOR,1094.945068,994.5574951
NCN011,female,76,FLNB,355.6448975,2414.473633
NCN011,female,76,NDUFB1,373.3572083,71.6539917
NCN011,female,76,H6PD,190.7373352,569.7133179
NCN011,female,76,F12,246.3061981,189.3485565
NCN011,female,76,CSTA,5100.228516,4721.888672
NCN011,female,76,IGKC,105078.7734,727.5953369
NCN011,female,76,IGHG3,4725.970215,6459.234863
NCN011,female,76,IGHM,2748.983154,2641.149658
NCN011,female,76,IGHA1,16859.74219,12716.07715
NCN011,female,76,HBD,47655.75391,16819.88477
NCN011,female,76,COL1A1,65207.78516,23862.42578
NCN011,female,76,KRT6A,1283.668701,30837.27148
NCN011,female,76,APOC1,2604.144775,940.3104248
NCN011,female,76,GBA1,117.39505,154.9832458
NCN011,female,76,APOB,13356.3252,2219.328613
NCN011,female,76,KRT6B,1143.375,8550.969727
NCN011,female,76,ARG1,569.208252,208.0003357
NCN011,female,76,ALDH2,2368.8125,1281.199829
NCN011,female,76,POLB,7.624941826,39.34756088
NCN011,female,76,IVL,26.47097397,226.0194092
NCN011,female,76,RPSA,1018.504822,1116.676147
NCN011,female,76,LGALS1,7949.000488,2467.850342
NCN011,female,76,GSTM1,174.1343384,17.23605156
NCN011,female,76,GAA,250.9694519,239.5695496
NCN011,female,76,RALB,153.1275482,337.9047241
NCN011,female,76,COL6A3,80788.66406,33101.88672
NCN011,female,76,NQO1,85.6338501,18.73807907
NCN011,female,76,DSP,8561.933594,5131.290039
NCN011,female,76,FLNA,3734.373535,7068.567383
NCN011,female,76,TNXB,6417.353027,4872.941895
NCN011,female,76,FDXR,172.834549,94.27259064
NCN011,female,76,PSMB9,234.3848572,77.63790131
NCN011,female,76,ATIC,222.7940826,214.4292145
NCN011,female,76,YWHAB,1648.495117,5251.98584
NCN011,female,76,PRDX2,5797.496094,3013.695557
NCN011,female,76,FBN1,5861.51123,5467.290527
NCN011,female,76,TIMP3,1311.42395,461.0748291
NCN011,female,76,GPX4,403.9244385,361.3847351
NCN011,female,76,TSFM,155.6463165,103.7296066
NCN011,female,76,ACADSB,65.9258728,65.88105774
NCN011,female,76,GSTM5,37.27223969,417.8235474
NCN011,female,76,LGALS7B,22329.41992,17432.10352
NCN011,female,76,LGALS7,22329.41992,17432.10352
NCN011,female,76,SERPINB8,265.2894897,547.28302
NCN011,female,76,EPPK1,1400.017578,3717.380127
NCN011,female,76,S100A10,20675.67578,9294.712891
NCN011,female,76,RPS8,1077.279541,1558.289917
NCN011,female,76,RPS27A,94.75356293,4836.841797
NCN011,female,76,TUBB4B,2449.57373,10514.47949
NCN011,female,76,HBB,244160.3125,161387.7344
NCN011,female,76,PRKDC,168.3138733,437.0265808
NCN011,female,76,HSPG2,709.6274414,1965.72644
NCN011,female,76,SPTBN1,591.40802,1635.206665
NCN011,female,76,AHNAK,4732.133301,4088.302979
NCN011,female,76,CNTN1,95.5855484,100.0328522
NCN011,female,76,SGCG,25.00085068,23.44321823
NCN011,female,76,STIM1,201.9554749,76.34205627
NCN011,female,76,SPTAN1,1678.078125,2777.146729
NCN011,female,76,PKP1,5630.59082,6026.44873
NCN011,female,76,DYNC1H1,488.3948059,3486.908936
NCN011,female,76,PLEC,1733.331299,4340.394043
NCN011,female,76,ELOC,99.80902863,130.9338837
NCN011,female,76,QPCT,193.0652771,145.8260193
NCN011,female,76,HSP90AB4P,95.43431854,49.72885132
NCN011,female,76,CAVIN1,2082.98999,1023.472229
NCN011,female,76,PLBD1,136.6431732,148.1751556
NCN011,female,76,DGAT2L6,15.56638145,8.763217926
NCN011,female,76,DGLUCY,199.2226563,194.1170044
NCN011,female,76,TMEM179B,103.0525208,69.49715424
NCN011,female,76,STING1,183.6323547,94.13076019
NCN011,female,76,AHNAK2,3218.179688,1203.494995
NCN011,female,76,CMTR1,2.361315727,38.67021942
NCN011,female,76,PTGR3,33.53660583,46.64764023
NCN011,female,76,DDB2,82.81051636,51.30471802
NCN011,female,76,ARL8A,52.74500656,218.7132111
NCN011,female,76,PTER,293.3102112,68.12182617
NCN011,female,76,MMAB,77.22554779,61.74491501
NCN011,female,76,PDLIM2,576.0285645,163.4854584
NCN011,female,76,HNRNPAB,443.3572693,392.8523865
NCN011,female,76,CPNE1,560.612793,388.5961304
NCN011,female,76,TREX2,16.73402405,15.07491875
NCN011,female,76,AAMDC,184.1309357,120.9163208
NCN011,female,76,FN3KRP,52.42541122,45.93180847
NCN011,female,76,PLGRKT,119.3174744,61.59008026
NCN011,female,76,CZIB,56.61988068,21.93574524
NCN011,female,76,ERAP1,558.4978638,321.1099243
NCN011,female,76,COPG2,131.8767548,34.58578491
NCN011,female,76,NIPSNAP3A,327.6503296,293.8065186
NCN011,female,76,COG6,20.48854446,21.19585419
NCN011,female,76,CRYBG1,98.52970123,278.8996887
NCN011,female,76,ATP6V1D,240.6426392,127.7930069
NCN011,female,76,SQOR,475.6702881,732.9624023
NCN012,female,74,FLNB,378.6593933,2428.98291
NCN012,female,74,NDUFB1,627.2670898,107.0220337
NCN012,female,74,H6PD,322.2760315,606.1785278
NCN012,female,74,F12,277.3415833,131.950119
NCN012,female,74,CSTA,5354.618652,3476.871582
NCN012,female,74,IGKC,218381.3438,712.8988037
NCN012,female,74,IGHG3,9601.458984,6602.099121
NCN012,female,74,IGHM,4200.435059,3113.854248
NCN012,female,74,IGHA1,26458.75977,15464.56641
NCN012,female,74,HBD,33074.25391,8310.550781
NCN012,female,74,COL1A1,31565.1543,12091.50098
NCN012,female,74,KRT6A,13296.16699,55161.84766
NCN012,female,74,APOC1,4151.635742,787.6074829
NCN012,female,74,GBA1,241.609375,181.4913483
NCN012,female,74,APOB,8398.041016,803.6622925
NCN012,female,74,KRT6B,7491.507813,33502.46094
NCN012,female,74,ARG1,347.6678162,84.82111359
NCN012,female,74,ALDH2,3295.638916,1198.28064
NCN012,female,74,POLB,3.812470913,32.1241684
NCN012,female,74,IVL,26.47097397,915.5792847
NCN012,female,74,RPSA,1783.533569,1031.734009
NCN012,female,74,LGALS1,12905.11133,3013.770752
NCN012,female,74,GSTM1,174.1343384,16.07451439
NCN012,female,74,GAA,313.0735474,187.504715
NCN012,female,74,RALB,350.883728,293.137085
NCN012,female,74,COL6A3,60839.07031,19153.07813
NCN012,female,74,NQO1,40.43490601,39.1067276
NCN012,female,74,DSP,9775.432617,3545.661133
NCN012,female,74,FLNA,9668.880859,12077.52832
NCN012,female,74,TNXB,1715.946045,930.3516846
NCN012,female,74,FDXR,376.3645325,137.2842712
NCN012,female,74,PSMB9,360.3349304,85.1584549
NCN012,female,74,ATIC,608.2124634,356.2144775
NCN012,female,74,YWHAB,2854.685303,5640.98877
NCN012,female,74,PRDX2,3251.38916,1464.529297
NCN012,female,74,FBN1,4695.3125,3768.664063
NCN012,female,74,TIMP3,2252.752686,580.6213989
NCN012,female,74,GPX4,504.6177673,332.690033
NCN012,female,74,TSFM,258.3955383,163.157959
NCN012,female,74,ACADSB,95.10017395,77.42529297
NCN012,female,74,GSTM5,116.5825348,523.1468506
NCN012,female,74,LGALS7B,23189.7793,11414.34961
NCN012,female,74,LGALS7,23189.7793,11414.34961
NCN012,female,74,SERPINB8,330.4136353,396.8683777
NCN012,female,74,EPPK1,645.5438232,1634.406738
NCN012,female,74,S100A10,16588.08984,5491.02002
NCN012,female,74,RPS8,1993.995483,2008.756714
NCN012,female,74,RPS27A,234.2004242,4788.302246
NCN012,female,74,TUBB4B,3139.948242,11009.82715
NCN012,female,74,HBB,255262.6094,61767.21094
NCN012,female,74,PRKDC,313.1769104,517.5195313
NCN012,female,74,HSPG2,1576.837402,2733.365234
NCN012,female,74,SPTBN1,405.2536316,1086.929443
NCN012,female,74,AHNAK,5603.708008,3081.033936
NCN012,female,74,CNTN1,210.0266113,110.53936
NCN012,female,74,SGCG,100.8655319,19.80106163
NCN012,female,74,STIM1,435.2822571,83.30053711
NCN012,female,74,SPTAN1,1547.345093,1850.915771
NCN012,female,74,PKP1,5811.134277,3777.494385
NCN012,female,74,DYNC1H1,748.3295898,3260.252441
NCN012,female,74,PLEC,1902.538086,3713.942139
NCN012,female,74,ELOC,199.2846222,134.5160675
NCN012,female,74,QPCT,371.8532715,147.7706909
NCN012,female,74,HSP90AB4P,161.313797,69.49474335
NCN012,female,74,CAVIN1,3148.783691,927.8565063
NCN012,female,74,PLBD1,221.7619781,130.4385834
NCN012,female,74,DGAT2L6,88.99438477,25.1893425
NCN012,female,74,DGLUCY,219.0648193,87.63331604
NCN012,female,74,TMEM179B,124.0644836,59.06575775
NCN012,female,74,STING1,329.1498718,125.2837601
NCN012,female,74,AHNAK2,2357.950684,737.5120239
NCN012,female,74,CMTR1,17.50189972,39.80651474
NCN012,female,74,PTGR3,33.53660583,19.83667374
NCN012,female,74,DDB2,176.2681732,62.37319565
NCN012,female,74,ARL8A,102.5080109,197.9015961
NCN012,female,74,PTER,331.9624329,50.93648148
NCN012,female,74,MMAB,172.0189972,63.0398941
NCN012,female,74,PDLIM2,904.8790283,137.9963837
NCN012,female,74,HNRNPAB,745.1574707,444.8479309
NCN012,female,74,CPNE1,425.7328491,219.9010162
NCN012,female,74,TREX2,112.8443298,17.99525833
NCN012,female,74,AAMDC,313.2905884,67.84980774
NCN012,female,74,FN3KRP,64.30578613,24.91493034
NCN012,female,74,PLGRKT,232.7756958,69.19392395
NCN012,female,74,CZIB,92.45123291,22.79916573
NCN012,female,74,ERAP1,382.1288147,244.3967133
NCN012,female,74,COPG2,106.5256729,28.99720192
NCN012,female,74,NIPSNAP3A,350.5395203,232.9622192
NCN012,female,74,COG6,10.24427223,21.80430222
NCN012,female,74,CRYBG1,129.7099915,167.4655457
NCN012,female,74,ATP6V1D,378.2665405,121.1212769
NCN012,female,74,SQOR,893.0183716,768.881958
NCN013,male,35,FLNB,485.9961548,3389.940674
NCN013,male,35,NDUFB1,579.140686,82.58732605
NCN013,male,35,H6PD,295.2979431,566.6314087
NCN013,male,35,F12,337.303772,136.0205841
NCN013,male,35,CSTA,6514.706055,3804.615723
NCN013,male,35,IGKC,101255.2188,218.4910889
NCN013,male,35,IGHG3,2436.160645,2715.14209
NCN013,male,35,IGHM,4488.128906,3319.783936
NCN013,male,35,IGHA1,11015.66113,3964.883301
NCN013,male,35,HBD,16756.63281,5821.969238
NCN013,male,35,COL1A1,58956.66406,35604.84766
NCN013,male,35,KRT6A,3737.882324,37654.11719
NCN013,male,35,APOC1,3926.796875,791.0130615
NCN013,male,35,GBA1,423.4000244,152.4674377
NCN013,male,35,APOB,5863.285645,2393.29248
NCN013,male,35,KRT6B,2054.144775,9704.722656
NCN013,male,35,ARG1,35.7743454,8.81437397
NCN013,male,35,ALDH2,2941.133789,932.2780151
NCN013,male,35,POLB,16.94338226,28.32068253
NCN013,male,35,IVL,26.47097397,113.1099625
NCN013,male,35,RPSA,1766.527832,1139.736206
NCN013,male,35,LGALS1,10297.11133,2515.091309
NCN013,male,35,GSTM1,174.1343384,18.30775452
NCN013,male,35,GAA,494.6799927,242.4491577
NCN013,male,35,RALB,222.7210999,202.8213043
NCN013,male,35,COL6A3,61014.64844,22196.73828
NCN013,male,35,NQO1,150.7606049,33.58308792
NCN013,male,35,DSP,24283.5957,7304.831055
NCN013,male,35,FLNA,5238.603027,6326.816895
NCN013,male,35,TNXB,4777.442383,2502.62207
NCN013,male,35,FDXR,412.5725708,133.6751862
NCN013,male,35,PSMB9,470.5325928,96.70013428
NCN013,male,35,ATIC,575.4127197,380.1789856
NCN013,male,35,YWHAB,2065.918457,6526.615723
NCN013,male,35,PRDX2,5263.904297,1284.904907
NCN013,male,35,FBN1,3071.93042,3211.41333
NCN013,male,35,TIMP3,95.54173279,34.12581635
NCN013,male,35,GPX4,758.9291382,404.9544373
NCN013,male,35,TSFM,151.7263184,90.58293152
NCN013,male,35,ACADSB,129.0764618,113.8222885
NCN013,male,35,GSTM5,87.56641388,311.099823
NCN013,male,35,LGALS7B,51428.52344,16757.91406
NCN013,male,35,LGALS7,51428.52344,16757.91406
NCN013,male,35,SERPINB8,406.9936523,420.9394226
NCN013,male,35,EPPK1,1396.188232,2146.877441
NCN013,male,35,S100A10,20504.98633,5736.76709
NCN013,male,35,RPS8,2345.511475,1807.651733
NCN013,male,35,RPS27A,430.4295654,6559.046387
NCN013,male,35,TUBB4B,1659.510864,8657.125
NCN013,male,35,HBB,126391.7266,39018.17578
NCN013,male,35,PRKDC,284.6278992,456.4033813
NCN013,male,35,HSPG2,943.3615112,2339.20459
NCN013,male,35,SPTBN1,611.9017944,1191.410034
NCN013,male,35,AHNAK,3657.867676,3320.351318
NCN013,male,35,CNTN1,330.8080139,123.1828232
NCN013,male,35,SGCG,78.09295654,19.45393562
NCN013,male,35,STIM1,354.9050293,72.11439514
NCN013,male,35,SPTAN1,1555.04541,2277.388184
NCN013,male,35,PKP1,11106.52344,8172.59668
NCN013,male,35,DYNC1H1,795.7703857,3298.747803
NCN013,male,35,PLEC,2840.500488,4270.103027
NCN013,male,35,ELOC,125.7809525,132.8108673
NCN013,male,35,QPCT,293.7742615,134.3587189
NCN013,male,35,HSP90AB4P,208.5523376,47.15576172
NCN013,male,35,CAVIN1,2954.029297,702.1452026
NCN013,male,35,PLBD1,319.7589722,155.3117523
NCN013,male,35,DGAT2L6,7.783190727,6.115918159
NCN013,male,35,DGLUCY,370.9841614,198.3956146
NCN013,male,35,TMEM179B,88.1966095,46.48452377
NCN013,male,35,STING1,305.0229797,108.7372665
NCN013,male,35,AHNAK2,753.6524048,1576.808716
NCN013,male,35,CMTR1,27.97887611,32.56358337
NCN013,male,35,PTGR3,416.828186,59.61235809
NCN013,male,35,DDB2,238.3649902,64.0705719
NCN013,male,35,ARL8A,91.16023254,214.2498322
NCN013,male,35,PTER,155.1038361,46.71487427
NCN013,male,35,MMAB,156.014801,76.99582672
NCN013,male,35,PDLIM2,587.0116577,150.9224548
NCN013,male,35,HNRNPAB,957.2697754,472.3786011
NCN013,male,35,CPNE1,1023.64978,459.1434021
NCN013,male,35,TREX2,33.4680481,3.788554907
NCN013,male,35,AAMDC,122.9369125,66.52871704
NCN013,male,35,FN3KRP,332.3918762,44.16119003
NCN013,male,35,PLGRKT,121.4268112,57.15023422
NCN013,male,35,CZIB,117.0966339,17.31640625
NCN013,male,35,ERAP1,669.7628784,329.2418518
NCN013,male,35,COPG2,97.28894043,34.38582993
NCN013,male,35,NIPSNAP3A,497.9798279,359.0939941
NCN013,male,35,COG6,10.24427223,19.30314255
NCN013,male,35,CRYBG1,128.2399902,320.3494263
NCN013,male,35,ATP6V1D,309.7542419,120.9824219
NCN013,male,35,SQOR,1052.846191,880.8236694
