pro_id,intensity,tissue
Q96CT7,22.1596909872073,liver
Q96CT7,20.8429225017899,lung
Q96CT7,21.8285371489818,thyroid
P43034,25.4910675178278,colon
P43034,24.4191694020739,heart
P43034,24.2846127900967,liver
P43034,25.5233108200714,lung
P43034,24.6379567301796,thyroid
Q9NYC9,15.9527987162948,lung
Q14667,16.3223633665103,colon
Q14667,17.3289568230648,liver
Q14667,19.1190334032312,lung
Q14667,15.2490290598201,thyroid
O60861,21.2479800746953,colon
O60861,19.7543189476049,heart
O60861,19.7447137767268,liver
O60861,20.9502369796669,lung
O60861,18.9601539173174,thyroid
O75865,14.196984606672,liver
Q14002,21.4282032117847,colon
Q14002,14.2749091486542,heart
Q96CC6,23.2422794422722,colon
Q96CC6,18.3651305007428,heart
Q96CC6,16.1244755855655,liver
Q96CC6,20.7659345801058,lung
Q96CC6,18.422637638604,thyroid
Q9NQ29,17.9162635052238,colon
Q9NQ29,14.2433755694546,heart
Q9NQ29,19.2867664935567,liver
Q9NQ29,20.5373647435255,lung
Q9NQ29,18.4743296955302,thyroid
Q9NY47,18.5194918753134,colon
Q9NY47,16.83470551742,heart
Q9NY47,17.9351914816893,liver
Q9NY47,22.2063369996443,lung
Q9NY47,19.5912186554477,thyroid
Q9UJK0,11.5983733315912,colon
Q9UJK0,15.3358107989391,liver
Q9UJK0,13.3013761231466,lung
Q9UJK0,14.8411794703121,thyroid
Q9BRB3,12.5448140061845,lung
Q99594,20.8059228078888,colon
Q99594,16.7556033821096,heart
Q99594,12.0340227639273,liver
Q99594,14.4815382087689,lung
Q99594,20.3963016460355,thyroid
Q9NVH1,22.8958931127162,colon
Q9NVH1,23.5372367107341,heart
Q9NVH1,23.7528644788278,liver
Q9NVH1,22.9649241298097,lung
Q9NVH1,21.8775737932286,thyroid
P31513,19.864151120618,colon
P31513,19.9593393225122,heart
P31513,27.6009894537627,liver
P31513,22.0449935815407,lung
P31513,20.2969374040364,thyroid
P20618,24.7103977045713,colon
P20618,24.2816881404456,heart
P20618,25.9464079552076,liver
P20618,25.3387605909014,lung
P20618,24.417636666017,thyroid
P17600,23.1266983599894,colon
P17600,21.9522470654696,heart
P17600,22.4715392448597,liver
P17600,21.4580644507911,lung
P17600,21.96700710122,thyroid
O76039,13.9575726804277,heart
O76039,17.1838427424128,liver
O76039,17.7239835419705,lung
Q9UQ88,18.2236286858034,heart
O95544,18.2103901594158,liver
O95544,19.7717037145655,lung
O43739,22.4441395983707,colon
O43739,18.5886360914685,heart
O43739,17.4719769794503,liver
O43739,20.2411454937188,lung
O43739,21.0674067643664,thyroid
Q9P0K1,17.0816521261261,colon
Q9P0K1,14.1293767452771,heart
Q9P0K1,18.222177297175,liver
Q9P0K1,16.395233518252,lung
Q9P0K1,19.4616372249776,thyroid
Q16563,24.4626662521718,colon
Q16563,20.0995430399861,heart
Q16563,21.9136297238872,liver
Q16563,23.9885087068522,lung
Q16563,23.4258037938672,thyroid
P49447,14.2748385734733,colon
P49447,13.9972320313024,liver
P49447,18.3889065492706,lung
O60271,22.8228682574903,colon
O60271,22.4140117601766,heart
O60271,23.0057534261044,liver
O60271,24.2182519886348,lung
O60271,23.0991886067986,thyroid
Q9UDR5,20.8882917220239,colon
Q9UDR5,23.6255074041991,heart
Q9UDR5,25.5866801946901,liver
Q9UDR5,22.829497174452,lung
Q9UDR5,21.7454504683013,thyroid
P10620,20.6540635015499,colon
P10620,18.2715894075392,heart
P10620,26.0251679986579,liver
P10620,22.4956929905913,lung
P10620,23.1550176211218,thyroid
O75594,14.8735202206219,colon
O75594,15.8413889714991,heart
O75594,16.0297532948771,liver
O75594,21.3578178035417,lung
Q14938,21.7949225315254,colon
Q14938,19.2473277506124,heart
Q14938,19.5112447323982,liver
Q14938,22.8403780389955,lung
Q14938,21.0326567978085,thyroid
Q11201,17.9232283562086,heart
Q11201,19.1037891064892,liver
Q11201,18.9429922317799,lung
Q11201,21.0499038719871,thyroid
Q9NPA2,16.4750496858805,lung
P24001,15.9060630052757,liver
P24001,15.1381071034341,lung
O75448,15.3902788219236,liver
O75448,16.3971849788079,lung
O75448,15.9730347722273,thyroid
Q9P2D3,17.6200929439187,colon
Q9P2D3,20.5079551730115,liver
Q9P2D3,20.8654328751466,lung
Q9P2D3,20.0649322976602,thyroid
Q99442,23.8281721555212,colon
Q99442,21.9645204655488,heart
Q99442,24.0035409864042,liver
Q99442,24.2580209445346,lung
Q99442,23.8598017777794,thyroid
P60866,25.0864812583363,colon
P60866,24.145605306671,heart
P60866,26.9334874763164,liver
