gene_id,rho,rho_p,protein_log_median,protein_log_mean,rna_log_median,rna_log_mean
ENSG00000030110,0.272532183146779,9.8484907921717e-05,4.65978283227657,4.61686175905441,0.968455588366404,0.929490900656633
ENSG00000030582,0.146057199586339,0.0395457542190789,2.33932056279449,2.57683452840257,3.00037459677137,2.93962192483996
ENSG00000031698,0.149663468859449,0.0349542245060844,6.31135822555004,6.27747488673591,2.84239929584186,2.82282467927936
ENSG00000031823,0.14164692464099,0.0459707689559053,4.01046050334433,3.93409693158745,1.09153225810502,1.01513357840942
ENSG00000032389,0.0970123343992691,0.172700530797499,3.03001145656798,3.01444374602584,0.384838497898814,0.321937345520393
ENSG00000032444,-0.0465006325209617,0.514276879827597,3.84325329603868,3.69851392859656,0.721624685389124,0.614897353408288
ENSG00000033011,0.107543924387337,0.130552968845322,2.75267556164752,2.35085800728127,0.220622672548283,0.206275120996709
ENSG00000033030,-0.192256237338001,0.00651934187727289,-0.42953130506903,0.447028443450837,1.50836052425707,1.49791800754674
ENSG00000033050,0.229276404570554,0.00112410223386957,4.02572212461605,3.97322490385557,1.72159389178525,1.73227184593579
ENSG00000033178,0.0433074463225217,0.543293914050797,4.97150612149968,4.98506845542071,1.88309247772239,1.88149390177031
ENSG00000033627,0.206479366529618,0.00348905351300151,4.66688631072196,4.63606198501429,2.30779704479987,2.29332699349777
ENSG00000033800,0.00897213369466681,0.899911834800951,0.497372459094379,1.10324126753585,2.21377803811666,2.1903555699363
ENSG00000034152,0.0764087653383453,0.283425047229976,3.31962226503287,2.35987344498025,1.81224389564401,1.7664379860759
ENSG00000034510,0.0537056793006369,0.451219746209661,4.08328522456815,3.95786495590867,4.60575127712193,4.70915707312676
ENSG00000034693,0.197297519138129,0.00521894501186477,0.785766570935253,1.64982952756572,1.93365591515204,1.93255132317154
ENSG00000034713,0.0808598472980656,0.256231694947263,3.6721327226183,3.24385101436712,2.4805891979194,2.45653212944487
ENSG00000035403,0.149336074310949,0.0353579381367785,7.53270412464875,7.58140032066114,2.55072068073836,2.55563604151966
ENSG00000035687,0.178346276838739,0.0118139171772465,5.36714889888719,5.37455088757071,2.43964228843446,2.4354179216157
ENSG00000035862,0.0889614740368509,0.211277943334485,4.72561535147482,4.71536993979983,3.11968055444531,3.18731717634592
ENSG00000036054,0.018926874767127,0.7907489269751,-0.0257839089001393,1.33736918551503,2.41355408411691,2.41285062232351
ENSG00000036257,0.227222476016446,0.00128103946425156,5.10928747651684,5.11224140370312,2.25730961228818,2.23138166023927
ENSG00000037474,-0.114211968935587,0.108175449042353,4.91087306983275,4.87478205555638,2.47735269798206,2.52003569531649
ENSG00000037757,0.35378102634384,3.56452280764082e-07,3.96130605230142,3.92341320147211,1.541022597771,1.47925834306773
ENSG00000037897,0.16636636473307,0.0188495952226395,0.427840804573736,1.48216525314271,1.29396247301324,1.28701418917285
ENSG00000038002,0.166184774701084,0.0189815806327713,5.4406174694147,5.43238318226556,1.4087840724409,1.40175038578335
ENSG00000038219,-0.0337522656563138,0.63602076849956,-0.597772174675058,0.573775646257248,1.74915121254255,1.74984327402733
ENSG00000038274,-0.023293741434445,0.74378078932501,5.51250540953702,5.50464026646104,1.72121836531564,1.69759889469093
ENSG00000038358,0.17148926450434,0.0155323047416347,4.44451719031722,4.41170711962191,1.71850550666746,1.62466905945635
ENSG00000038382,0.155591451166403,0.028203626057188,1.15348654493486,0.927970876716859,1.77749772506305,1.78167666384059
ENSG00000038427,0.135375361656769,0.0566428410200432,7.3801666672483,7.40900797296965,2.25446611263548,2.29688898974086
ENSG00000039068,0.150004568296026,0.0345377797406209,6.06931655880453,6.01794842566864,4.04944121288895,4.01355932679579
ENSG00000039123,-0.126030150753769,0.0761220871740485,4.34488613092397,4.31932740794774,2.47644023700875,2.46203584237652
ENSG00000039319,-0.118823504897215,0.0946072652299838,4.18048670049153,4.54100775897281,1.58202378965876,1.58469267572525
ENSG00000039523,0.0932536385265236,0.190170841570237,2.64797112274155,2.33670863875112,0.844833309410942,0.829488351764413
ENSG00000039560,0.112285670778133,0.114285193173881,3.3127746116713,3.28782967188428,2.01791411898583,1.98126970974364
ENSG00000039650,0.130781447967348,0.0655932853205799,4.44134317190883,4.06192696638167,0.887411438699065,0.78546351803049
ENSG00000040341,-0.0733220703242835,0.303383266893462,0.40671832483727,0.790231903808894,1.43808630662884,1.41427537457938
ENSG00000041353,0.24794578955383,0.000430206365061324,5.27510399447924,5.25750533230859,2.47834940482511,2.46051601376268
ENSG00000041357,-0.124097761534947,0.0807611501235967,6.56386921416765,6.50827204032861,1.74778645992334,1.72653899678885
ENSG00000041802,-0.041084474864412,0.564506959921769,0.162185039887842,1.78968957924112,2.29253662253301,2.27923757564328
ENSG00000041982,0.455800213187148,1.6705961021169e-11,5.83499792977487,5.95509646814807,1.863922184698,1.96605696302596
ENSG00000042088,-0.0484395448722037,0.496872949570899,1.69764484013475,2.20575764378957,0.867857010628089,0.839053580176715
ENSG00000042429,-0.0405890590713064,0.569215846427196,0.31013718981318,2.25990407037948,0.735737554060665,0.734328056123402
ENSG00000042445,0.303457554232379,1.31849613860241e-05,4.21021888084395,4.24075653225374,2.30850420420934,2.28244927417986
ENSG00000042493,-0.0037985395913432,0.957534613745892,6.88613985598626,6.8867314605104,2.60422465932665,2.52238497958415
ENSG00000042753,-0.0261961321760317,0.713180824012614,4.17171870629107,4.13598941295254,1.95927024034285,1.9179831977523
ENSG00000043093,0.0430376159992659,0.546125971680167,4.18022371099709,3.75910378693705,1.91065844724195,1.89906272502147
ENSG00000043462,0.405833791791284,2.73396355959235e-09,4.10113476022656,4.06761943809937,0.163267962004205,0.147008100805447
ENSG00000043514,-0.00695592115514425,0.9223226893868,1.11727451301078,1.5249387252715,1.16602139585384,1.15092959025161
ENSG00000044090,0.157202067314351,0.0265928028287204,2.0204367306207,2.56818096518778,0.711871737119867,0.63554827468489
ENSG00000044115,0.0224455611390285,0.752802185110827,6.47050722934084,6.43436404557743,3.2230055337477,3.19891645334592
ENSG00000044446,0.148323656935745,0.0365495640104093,3.64825894268002,3.13025719375901,1.22944826752853,1.22905692527852
ENSG00000044574,0.222413583066849,0.00162887835468957,7.49950306881551,7.52591656550947,3.58397569523796,3.61654324160312
ENSG00000046604,0.281486846901353,5.63520299106769e-05,4.06772062298716,3.85075088949951,1.19618370034024,1.25526205046774
ENSG00000046653,0.0183747119888021,0.796718678481485,3.29515535716326,2.70996074244552,0.693886690131452,0.693424904764183
ENSG00000047056,0.0764748754502793,0.28300747174925,3.18570987085007,2.44088620748175,1.5397366058211,1.52006488691612
ENSG00000047188,0.00569757230557801,0.93634186891885,2.96700948648436,2.51431316920314,1.87060696276459,1.86120674923779
ENSG00000047230,-0.0388229023907416,0.585851315778036,4.71106061341787,4.68914951377222,1.23029969997616,1.19912656298825
ENSG00000047249,0.104152581087254,0.143100691252388,4.62740900610037,4.58690737099269,1.43439667009674,1.40898131780595
ENSG00000047315,0.157231612608497,0.0266554260669364,4.77762662714796,4.79144186115607,2.66440316525046,2.6521160158879
ENSG00000047410,-0.033194761687224,0.641335263915977,4.60294060572019,4.60846894962464,2.58843437186684,2.57148904536576
ENSG00000047457,0.194818029541648,0.00589627380652137,7.97931606965936,7.95862520933198,0.674362823496773,0.604125156600238
ENSG00000047579,0.0572548009911461,0.421830560727594,2.86765353899051,2.55219329035332,0.681272108419552,0.660180173730291
ENSG00000047849,0.222448606669712,0.00162605943569409,5.8046022402948,5.77515116856333,2.82733536192294,2.81261380931556
ENSG00000047932,0.0310753089342716,0.663043625073092,3.49832274937927,3.37743573179365,2.13715835238482,2.12237770378517
ENSG00000048392,0.143058161240472,0.0438260684913637,4.1768539189064,4.02362018219575,1.62780787358198,1.63802518259507
ENSG00000048544,-0.00199869342657695,0.977648233892881,3.46148194409632,3.36163533423105,2.02667848350794,1.99490901517755
ENSG00000048707,-0.0452540208606783,0.525630490680449,3.73155955408656,3.24479607435266,3.42554212047556,3.39682486981861
ENSG00000048828,0.174160194913964,0.0139770391186621,4.9863548582827,4.97331599545929,2.73407628794456,2.73808441170814
ENSG00000049239,0.0789964976397137,0.267137181978216,5.36847525940064,5.37239885313093,2.78585869419144,2.74588445869805
ENSG00000049245,0.116930910968073,0.100017400903637,3.86597211653609,3.85471287215693,3.28275272605842,3.2801134979151
ENSG00000049323,0.301360477697296,1.52243765634518e-05,4.42758972230941,4.15508840194477,1.52049711417549,1.49190142703708
ENSG00000049449,0.367575757575758,1.15254418058101e-07,5.34520957168455,5.37772902260008,1.95881343009031,1.95893610685362
ENSG00000049540,0.0450664392887938,0.527349848334156,4.7970030102643,3.93247760043178,0.196180109541423,0.344441486792484
ENSG00000049541,0.199411129336735,0.00474676116132663,3.77794284328574,3.34837207008895,1.63259575949675,1.61428203669016
ENSG00000049618,-0.205332022598432,0.00362143979997285,3.95434750837707,3.21085977575389,1.88062991639976,1.84385927241343
