gene_id,NC005,NC012,NC013,NC026,NC028,NC032,NC033,NC034,NC035,NC036,NC040,NC041,NC042,NC043,NC046,NC047,NC048,NC050,NC054,NC055,NC056,NC057,NC059,NC060,NC063,NC064,NC067,NC068,NC069,NC070,NC073,NC075,NC077,NC078,NC079,NC080,NC081,NC084,NC085,NC086,NC087,NC089,NC090,NC091,NC093,NC094,NC095,NC096,NC101
ENSG00000244748,0.798946,0.227114,0.451152,0.419229,0.189854,0.496077,0,0.260807,0.676857,1.171193,0.617385,0.137217,0.182378,0.091205,0.056844,0.130334,0,0.773418,0.55792,0.836135,0,0.090268,0,0.297213,0.158546,0.068616,0,0.694682,0.084133,0.267324,0.922232,0.255979,0,0.108029,0.125226,0.044821,0.242565,0.473903,0.273979,0.04561,0.20948,0,0.480628,0,0.245878,0.444858,0.413806,0.103476,0.321862
ENSG00000200301,0,0,0,0,0,0.054514,0,0,0,0,0,0.040497,0,0,0,0,0,0,0,0,0,0,1.453705,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109752,0,0,0,0,0.39875,0,0,0,0,0,0,0
ENSG00000211563,1.364425,0.156583,0,0.257507,0.241041,0,0,0,0.186104,0.049167,0,0.653755,0.211327,0.565478,0.057301,0,0.319536,0.305646,0.386326,0,0,0.099693,0,0.289527,0.059094,0,0,0,0.287,0.331793,0,0.185077,0.918235,0,0,0,0.692161,0.42842,0.764249,0,0,0,0,0,0,0,0.47043,0,0
ENSG00000186704,3.817499,4.812894,1.10769,1.785097,1.598855,0.453181,1.038687,0.996431,2.609474,2.616605,0.939921,4.769529,2.497745,2.587447,4.458935,2.111136,1.248835,4.037042,1.247886,6.365321,7.526242,7.383945,2.584882,5.754167,7.186347,7.604989,0.419165,4.21645,1.063272,2.824507,0.915188,11.133556,3.598884,1.120852,2.322595,5.526898,5.759566,5.276825,5.231227,4.970892,4.246107,1.878118,3.473747,5.502208,2.803412,2.825928,4.176312,4.625627,1.985115
ENSG00000251779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251774,1.015354,2.940928,3.735842,2.316319,0.74826,3.536343,3.749471,2.511961,1.399428,2.554866,0.556324,2.263213,1.14158,0.293102,2.202384,0.62849,0,1.60563,0.858434,2.274691,2.086607,2.515464,0.339678,0.163808,1.565688,3.021471,1.28341,1.400492,1.372848,2.454111,0.39501,2.434857,0.337892,2.063838,5.244133,1.427194,1.011038,2.190403,1.97143,2.850458,0.487371,3.406779,2.547781,3.074766,3.447288,2.863714,2.51613,3.19451,3.254712
ENSG00000260279,0.0402962740384615,0.0502019166666667,0,0,0.0409348557692308,0,0,0,0,0.363169591346154,0.0438492788461538,0,0.0837627403846154,0.066451328525641,0,0,0,0,0.147291947115385,0.0120649038461538,0.0139545673076923,0,0.0557055288461539,0,0,0.0429094951923077,0.0850971153846154,0.5754859375,0.065111625,0.0526135817307692,0,0,0,0,0.0537603365384615,0.0797259407051282,0,0,0.0326072115384615,0.143711176282051,0,0,0.0951210592948718,0,0,0.0793557692307692,0.0696575721153846,0,0
ENSG00000251776,0,0.272869,0,0,0,0,0,0,0,0,0,0.193336,0,0,0,0,0,0,0,0.091715,0.047785,0.068244,0,0,0,0,0,0.019011,0,0,0,0,0,0,0,0,0,0,0.125462,0,0.241385,0,0,0,0,0,0,0,0
ENSG00000204250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000245293,0.203347532886102,0.0937442222546303,0.189692507948082,0.132504522823392,0,0.357479372903602,0.276420770016042,0.167168219483739,0.222174814787808,0.17617102975062,0.249284206795975,0.0323063358611638,0.307262231588158,0.236734676389091,0,0.143487096543678,0,0.208702144378008,0,0.227743132565262,0.149063537407029,0.146329887560157,0,0.112543839871664,0.156799032667347,0.106432145836372,0.317079897185358,0.0908242837975791,0.269813851101065,0,0.19405581070439,0.1808774959895,0.202473778328715,0.242292668368091,0.11737655826163,0,0.177230332944436,0,0.0555835912206504,0.0784390115210734,0.083737120898352,0.104104605950124,0.0598987673909873,0.265977146419717,0.143916277964124,0.18627059807496,0.240416035438238,0.123013123085898,0.125900195129065
ENSG00000251773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000164659,1.31785061722429,1.35710312862454,1.3361308,0.832821104708798,0.536854566294919,2.27164862490706,2.55366592416357,1.71800487843866,1.25681241189591,1.06909283246592,1.50045219120198,2.32960873928129,1.00986563370508,2.02134635898389,1.86069647496902,0.825896540644362,1.60680480346964,1.05050074039653,0.507606676951673,1.83498203358116,1.54033095762082,1.28745040495663,0.942741497645601,1.30921676765799,1.20898304684015,1.36250158624535,3.51363039454771,1.78767600173482,1.32856194225527,1.35987593494424,3.10776845662949,1.45569421040892,0.865295249938042,1.82486042317224,1.92061875898389,0.776183840148699,0.723781795662949,1.38241139281289,2.29646824275093,2.47717955811648,1.26697362230483,3.45921971796778,2.41795813506815,0.976229898017348,0.954584239900867,0.875244987980174,1.25133639690211,2.0747632448575,1.85878793866171
ENSG00000242748,0.389654,0.958397,0.356496,0.537836,1.058365,2.424803,0.065003,0.4209,0.887793,0.558617,0.733563,0.402287,0.750787,0.90176,0.311051,0.692588,3.068232,0.707469,0.173343,0.086694,0,0.818398,0,0.507035,0.316854,0.418384,0.582769,0.656897,0.558812,0.376257,0.554367,0.475529,1.410338,0.491759,0.601937,0.701973,0.513335,0.411436,0.333457,0.532839,0.244566,0.22253,0.527115,0.383184,0.17533,1.765612,1.234313,0.569086,0.439836
ENSG00000242747,0,0.106838,0.25114,0.400007,0,0.392408,0,0,0.36126,0,0.238425,0.172984,0,0.599921,0,0.096654,0.110975,0.275562,0.420963,0,0.094717,0,0,0.166648,0.096033,0,0,0,0.01191,0.036919,0,0,0.026204,0,0,0.092616,0.142419,0,0,0,0,0,0.271458,0.230562,0.403196,0.167294,0.103011,0,0
ENSG00000164651,0.0656861796664874,2.73781779128564,0.277365945131791,0.0842321613770844,0.42707794943518,0.513981581495428,0.281979010220549,1.77341536417429,0.585891443249059,0.0389393093060785,0.362023117805272,1.92847347175901,0.870714625067241,0.0771749601936525,2.8246940478752,0.334241295320065,1.16553142119419,1.72379143195266,0.0960130607853685,1.08175547229693,4.42773977353416,2.001176697149,0.0247587885960194,1.12361075201721,3.43876986820871,0.798783761161915,0,1.37299805271651,0.235329318988704,0.103710415814954,0.0641353329747176,0.179894493813878,0.0294865691231845,0.68021383485745,0.832486359870898,0.290071559440559,0.998486979020979,1.13142988757396,0.3384417767617,0.436629484669177,1.07443361538462,0.326507406132329,0.875916534696073,3.08035944378698,0.662387486282948,0.143467640667025,1.48098357235073,2.62056733458849,0.297761231307154
ENSG00000242741,0.32565818685497,0,0.218929204236828,0.0775440157523085,0.138301860945139,0.0087999424225964,0,0,0.0280014193373167,1.07218603802281,0,0,0,0,0,0,0,0,0,0.0168308506246605,0,0,0.188566280825638,0.0793020635524172,0.124044272134709,0.106160641499185,0.0224335453557849,0,0.174810033677349,0,0,0.108002015752309,0.284110242259641,0,0,0,0,0,0,0.0596547914177078,0,0,0,0,0.86391046442151,0,0.424346289516567,0.0210746366105377,0.158974313416621
ENSG00000164654,9.43182969511469,10.1284916283884,9.63577989410188,8.18233856821567,6.77123767187965,9.29830903619303,7.14718907908847,10.0214875856419,14.5539439578493,7.04654685403634,12.6063752619899,9.92273269734882,10.4121072310098,8.97442078194817,8.3168475844504,12.2950209292523,7.26644133050343,12.0763967625856,8.12820250834078,8.45405116651772,9.7476829919571,8.67723021134942,7.37610830980042,7.2128101541555,8.97919606538576,7.92471357685433,5.27672043282693,10.8380981584748,9.59371946306226,8.60145767560322,8.74697155168305,9.51382133795055,7.26452196157283,9.42091658430146,8.4522714285076,9.86998869168901,7.45927425305332,9.67804500357462,9.14479066532618,9.59600611691987,9.53852319183795,10.2531381273458,8.31034891257075,12.5868139155496,12.0102533811439,12.6720290455764,7.64330812257968,8.97872690571939,9.04000159383378
ENSG00000275119,0.09204,0.205363,0,0.262792,0.151767,0,0,1.583248,0.047616,0.213798,0,0.111642,0.149415,0.078191,0.175355,0.174431,0.413145,0.217107,0,0.411965,0.371266,0,0.383796,0,0.221873,0.125581,0.245236,0.912988,0.442541,0.295339,0,0,0.403886,0,0.427196,0,0,0.233456,0.28392,0.619889,0.230947,0.401975,0.131832,0.378714,0.235784,0.075573,0.36673,0.060019,0.12947
ENSG00000114978,23.121528972205,24.2338232035714,33.971407336646,28.8470591529503,26.6014108385093,37.5738448046584,30.8415187927019,36.3585903473602,30.9745948490683,24.2757339895963,38.7899657397516,27.743551528882,26.4515821021739,24.0824255781056,24.3967389392857,32.2829278529503,30.7385747313665,26.0851230861801,31.6614894475155,26.4320996998447,23.6730546358696,20.1403872622671,18.9847034715839,16.3567762364907,22.6653078852484,21.3120027003106,24.1265588392857,28.0432686368012,32.4452287464286,29.5516990204969,32.6380952664596,17.6991172754658,20.9837361068323,25.9779553520186,25.8935229610248,28.2327095423913,20.2263177790373,19.136259078882,19.765502056677,21.0489886874224,20.1906472470497,25.3178812802795,19.2120475220497,31.7667449779503,29.2695451697205,24.1178126490683,20.9739082400621,20.1666931060559,30.701979353882
ENSG00000252236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058249,0.023045,0,0,0,0,0.090427,0,0,0,0,0,0,0,0,0,0,0.015875,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000266955,0,0.076142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000252231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000252233,0.785725,1.71918,3.38458,1.650495,0.855797,2.488108,1.68335,1.080679,1.800811,1.155898,2.512783,1.523306,2.65082,1.115429,2.324449,1.025271,0.500753,1.909009,0.33173,1.528922,2.343702,2.860881,0.576572,3.157726,1.068911,2.143303,0.980958,2.543352,2.073221,1.368895,2.440183,1.599733,1.489286,1.084923,2.027999,2.231468,2.416388,2.842269,1.336514,1.39382,2.061645,1.935001,2.512754,2.65886,2.745086,1.566375,1.389736,2.209002,2.108843
ENSG00000252238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0069347975641262,0,0,0,0,0,0,0,0,0,0,0,0,0.0108344886510426,0,0,0,0,0,0,0,0
ENSG00000161021,7.73104654968996,8.15827285369532,6.95514454533266,7.08424899011228,7.24585354550025,5.02799635193565,4.57794438679403,5.90745557298475,8.50214261739568,6.76311962828892,5.11721880442433,9.65096817831406,6.47452942249036,7.83874193598123,8.47756789441931,6.56819503703704,6.77051745131557,8.9924161675884,7.50727282319423,8.93031118485001,10.2800793524384,9.53248968526898,6.63509853058488,8.64047429093347,8.78660960382101,8.847558644545,6.02246340070387,7.02282579889392,5.95931571979219,7.30967967655438,6.22048530752472,8.59053260968661,6.20021191788168,5.98024217261605,6.4684856980057,7.37023604692475,8.12582349153679,7.95944544930451,8.92631151667505,8.0485101112787,7.66436438947545,7.12923947176135,8.77258828121334,7.84141559711748,6.77522010457516,9.1295443569633,8.62612095927602,7.46044497167756,7.05907734070722
ENSG00000243591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.265317,0
ENSG00000256923,0,0,0.03903,0.066918,0.145236,0,0,0.139291,0,0.021237,0,0,0,0.199374,0,0.253717,0,0,0.144954,0.057671,0.11208,0,0,0,0,0,0,0.247241,0.120784,0.151811,0,0,0,0,0,0.200369,0,0.092959,0,0.133375,0,0.036169,0.187145,0.410254,0,0,0.184021,0.362786,0.232616
ENSG00000226331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000261608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256928,0.13198,0.066674,0,0.006752,0,0,0.092991,0,0,0.105365,0,0.051028,0,0.030258,0.012224,0.032069,0.144576,0.044958,0,0.036693,0.033113,0.064683,0,0.033441,0,0.006527,0.071108,0,0,0,0.047648,0.073905,0.035101,0.059507,0,0,0.010039,0.070695,0,0,0.045903,0,0.079875,0.055109,0.01105,0,0.100682,0.040614,0.146074
ENSG00000254694,2.037802,2.677717,4.708011,2.368127,2.680201,6.20497,0,2.325771,4.123589,3.554526,7.497113,1.659241,4.258646,6.790623,2.636474,4.48281,1.496678,4.433565,7.93782,3.339257,2.116131,2.150772,2.006631,1.982009,2.07684,1.230236,1.73936,4.048737,3.433394,1.729007,1.482688,1.651336,1.262627,1.146597,2.293128,2.28787,3.884503,2.155119,1.666457,3.305497,2.050276,1.615113,2.007118,2.624276,4.30618,6.496259,2.354258,1.651783,3.68705
ENSG00000254695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000254697,0,0.008555,0,0,0,0,0,0,0,0,0.110461,0.163967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044303,0,0,0,0,0,0,0,0.070323,0,0,0,0.064089,0,0,0.064798,0,0,0,0.087262,0
ENSG00000254690,0,0.019796,0,0.025547,0,0,0,0,0.019742,0,0,0.023621,0,0,0.000641,0,0,0.015067,0,0,0.007063,0,0,0,0.007472,0.012096,0,0,0,0,0,0,0.013028,0,0,0,0,0.030273,0.043148,0.000484,0.010255,0,0.008972,0,0,0,0,0,0.013799
ENSG00000254691,0.571729,0.433799,0.056921,0.131222,0,0.717593,1.340612,0.19213,0.253286,0.115662,0.236778,0.669496,0.29855,0.427885,0.488009,0.57845,0.095898,0.226571,0,0.641649,0.392363,0.451727,0.251901,0.288037,0.790799,0.537423,1.924593,0.560277,0.155257,0.165262,0,0.226961,0.434643,0.691408,0.045678,0.564724,0.150694,1.461393,0.468568,0.211015,0.682628,0.155556,0.818464,2.329733,0.92485,0.577909,0.529419,0.727869,0.088528
ENSG00000266929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026316,0,0,0,0,0,0.013663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06555,0,0,0
ENSG00000266928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000266925,0.002399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000266924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.070475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000254698,0.362912,0.42416,0.587865,0.161551,0,0.449534,0.661886,0.295866,0.657166,0.185526,0.248619,0.738155,0.322115,0,0.588068,0.195317,0,0.551089,0,0.13105,0.183856,0,0.402828,0.70469,0.31177,0.104744,0.732825,0.167492,0.065465,0.257669,0,0.332066,0.19861,0.364255,0.040674,0.39718,0.267337,0.103395,0.191676,0.281554,0,0,0.172908,0.29303,1.049527,0.345076,0,0.156609,0.278124
ENSG00000266922,1.149526,1.616243,1.600058,0.385606,0.24677,1.968091,2.897671,1.70794,0.680359,0.502698,1.879089,1.994804,2.951692,0.964772,1.670281,2.626398,0.527451,1.33987,0.900226,2.148682,1.90305,3.814469,0.228988,1.771837,2.166649,1.503163,1.489663,3.95048,0.586169,1.388778,0.903486,0.688794,0.982039,1.705127,0.737548,0.91377,0.697503,2.450109,1.427813,2.109882,1.65202,3.272061,1.461833,2.649972,3.561648,1.521214,1.166661,2.132831,1.886473
ENSG00000266921,0.0211405665974488,0.0393827422129932,0,0,0.0696249540195788,0.0224295443488579,0.0599714612874518,0.0531925743102937,0.0198571996440225,0.143991375852863,0.0660042272322753,0.0145898404034411,0.0471096576683477,0.0022443933550875,0.0819774695935924,0.0556262527439929,0.280721611391279,0.0402464325126075,0.0575908691782854,0.0572114802729161,0.0569683423316523,0,0,0,0,0.15725842657965,0,0,0,0.0653310697122516,0,0,0.755628944526847,0.590916174428953,0.14435381963809,0.0540046277069119,0.0547602681696826,0.0251721578166716,0.0121730430139425,0.147377291604865,0,0.0439340631859982,0.319626881044201,0.0237790714921388,0.0120164271729457,0,0.115714539305844,0.0938934998516761,0.0108128151883714
ENSG00000266920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000257343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000257342,0.037429,0.017612,0,0.008098,0.087824,0,0,0.020378,0.081991,0.053972,0,0.042475,0,0,0,0.00267,0,0.04283,0.077992,0.06665,0.085754,0,0,0.015437,0.030783,0,0,0,0.088631,0.052592,0.144925,0.107338,0.006875,0.042391,0.050982,0,0.025298,0,0.01024,0.066872,0,0.079753,0.031636,0.081381,0.079951,0.045852,0.023615,0.04926,0
ENSG00000257341,10.805262834517,5.06391525284091,2.49687736576705,0.537872171875,2.15326281178977,2.75668148508523,1.3836687890625,4.58970367755682,0.328778863636364,2.54563737428977,2.75425055184659,5.47035630823864,9.88223768892045,5.95831951349432,2.22582099715909,5.53100438423295,4.68149714417614,4.29563951136364,1.34603894460227,6.85307560014205,4.04095515269886,1.80087531747159,2.52661909090909,21.2732936768466,8.54251646164773,11.1433312130682,1.55763900568182,4.16856296164773,1.13798969957386,7.62005581676136,2.46979325426136,0.621343313920455,6.71612422301136,2.62189578551136,4.24225064133523,12.8970420944602,23.7697617052557,10.7489124176136,7.27672812997159,8.65887638636364,2.77355073295455,0.721506903409091,2.08955476065341,1.31550708167614,1.14201579971591,3.958585921875,2.91940351846591,8.98797846732955,0.552678269886364
ENSG00000215867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000257346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0434490166865316,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000257345,0,0,0,0,0,0,0,0,0,0.109390900079936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000234337,0.26477,0.066491,0.404751,0.16573,0.377231,0.145076,0.084966,0.270399,0.42379,0.308833,0.249634,0.106323,0.071062,0.285628,0.358262,0.120851,0.022562,0.102326,0.098975,0.255869,0.109238,0.036416,0.699581,0.16134,0.200047,0.310806,0.191446,0.080295,0.384471,0.255497,0.421007,0.221347,0.145242,0.361955,0.446003,0.17296,0.237123,0.312764,0.260552,0.182437,0.405275,0.632696,0.169569,0.226871,0.220681,0.14796,0.137045,0.205322,0.07471
ENSG00000215861,0.896636483059051,1.98562324782188,1.19627292836399,0.369612511132623,1.2337304143272,0.856722524685382,0.378738389157793,1.18038951113262,0.301085332042594,0.439996658276864,0.387512021297193,1.38420594094869,1.0508876660213,0.902141491771539,1.27346697095837,0.930643565343659,0.865862787996128,2.04244473765731,0.92521342303969,1.379391357212,0.891840519845111,0.776104263310745,1.76019789157793,2.46176430493708,1.64342329428848,1.93985331752178,2.29389377250726,1.29967893514037,0.733155554695063,1.32319902516941,2.11262721490804,0.794077027105518,0.657522040658277,1.33210271732817,1.86806228944821,1.62455648305905,1.08800695643756,1.22025118877057,1.10518904453049,1.44901450822846,2.42862339496612,1.29539976185866,1.93600938141336,0.803605635043563,0.649919851887706,1.09701099128751,0.94008401161665,1.33379110551791,1.56733362826718
ENSG00000119509,3.30069519211892,2.61012170214556,2.48094482877577,1.99096747875473,1.29096644131258,3.83280168279344,3.78672466161829,3.03995861772542,3.7272078378909,2.32082980395456,3.3029702998177,2.69150777212172,2.96091633066891,3.02983397223391,2.8077841026504,3.19829510236993,1.93450161604263,3.50115840919927,1.30724135829477,3.70558658505119,3.51054103632029,2.24295302229701,1.75956889454494,2.1753926830739,3.03087423236573,3.00440466105736,4.86626179315664,4.19092308610293,2.60882966147805,2.58092910825971,3.02661865124106,3.29927221708035,2.50831916224933,3.01870506871407,2.89714162698079,3.56320214429954,2.93101648001683,2.81768642756977,2.83140458392932,2.93044219814893,3.00519598667789,3.46547082681251,3.28428705328846,3.25127070326742,2.79579088220446,2.08209495077829,2.92620372402188,3.27228577198149,2.99740042771
ENSG00000228949,0,0,0.026548,0,0,0,0,0,0,0,0,0,0,0,0,0.04997,0,0,0,0,0,0.423964,0,0,0,0,0,0.052817,0,0.071628,0,0,0,0,0,0,0,0,0,0.036031,0,0.043107,0.076588,0.101199,0,0,0,0,0
ENSG00000256699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256694,0,0,0,0,0,0,0,0,0,0.039167,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079562,0,0,0,0,0.012186,0,0,0,0,0,0,0,0,0.034994,0,0,0.040506,0.036247,0,0,0,0,0,0,0
ENSG00000228943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228941,0.057347,0.160931,0.116729,0.037443,0.296596,0.030691,0.022847,0.067621,0.469914,0.11106,0.133557,0.126273,0.029655,0.042745,0.050181,0,2.987648,0,0.037083,0.078415,0.128918,0.055158,0,0,0.103675,0.087646,0.097208,0,0.139284,0.040706,0,0.138465,0,0.200055,0.044328,0.330746,0.060443,0.119669,0.086438,0,0.091375,0.140479,0.108769,0,0,0.154538,0.148494,0.123798,0
ENSG00000228940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000264661,0.670344,0.654887,0.883794,1.022399,1.956617,0,0,0.279494,0.52328,0.353112,0,0.367592,0.201382,0.541733,2.050381,0,2.186109,0.185265,1.914142,0.15372,0,0.917277,0.687348,0.145041,0.606442,0.818583,0,1.375498,1.056037,0.40628,0,0,0.019308,0,0.167733,0,0.159885,0.975286,0.547891,0.310959,0.748506,0.348537,0.261863,0,0.194202,1.528217,0,0.058572,0.357353
ENSG00000165309,0.0389384454922132,0.0055969207029575,0,0,0,0,0,0,0.0062221651664523,0,0,0,0,0.0056951961708815,0,0,0,0,0,0.0056274096299471,0,0,0,0,0,0.0044239897128161,0,0,0.0161730258608373,0,0,0,0,0,0,0,0,0,0,0.0087825117873982,0.0138547161023003,0.0063490031433061,0,0,0,0.0115011813116159,0,0.0097132913273324,0
ENSG00000281863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000165304,0.894681305474571,0.866547589245222,1.31296633624879,1.53845140783933,0.706842596047943,1.07670670003239,0.892110566893424,1.07985933462909,1.59752733398121,1.05882042533204,0.638072918691286,0.777575465824425,1.3355967845805,0.710260818918043,1.02563362423064,1.22965693294461,0.779116351149984,1.09952668415938,0.0606145202461937,2.61227382474895,2.94155292355037,0.559417382572076,1.12037465208941,0.67451318691286,0.729556677680596,1.21731192193068,0.719530779721412,0.493288448979592,1.12197346485261,0.866088675089083,0.599717986070619,1.13342458082281,0.996196555879495,1.03868968059605,0.749447659540006,0.563057706511176,0.428120892452219,0.772807944930353,0.87892590281827,0.896641521218011,0.51935826984127,0.37043995335277,0.910659019436346,1.26067266537091,2.02676665565274,0.309270849368319,1.40262168091999,1.52372428377065,1.05654601943635
ENSG00000165300,0.108588,0.133665,0.017768,0.013225,0.042148,0.029274,0.127705,0.187708,0.010706,0.058004,0.217053,0.082871,0.019337,0.101611,0.015909,0.028069,0,0.167979,0.01557,0.114138,0.045981,0.055079,0.142016,0,0.022795,0.109945,0.227215,0.132801,0.06263,0.151405,0.203082,0.027742,0.064985,0.133608,0.118915,0.015222,0.016941,0.013521,0.142814,0.200303,0.058979,0.131302,0.064189,0.321674,0.049515,0.019203,0.110348,0.121409,0.042326
ENSG00000101608,26.1677696890601,24.5068131380586,40.0612902400616,36.7140349035439,18.2393975879815,34.1696670283513,30.9287416644068,29.9049538385208,33.0992368412943,33.0599621355932,36.7965275451464,24.4370312345146,27.689376853621,31.3741911469954,25.3070017130971,26.6248934265023,24.4957091543914,24.929792188906,24.5167259799692,29.5271474674884,23.7793232785824,21.0517837365177,35.2396941439137,23.0150515553159,24.8362115195686,23.9473034271186,39.578654609245,31.6585549571649,31.5091739121726,33.6389435707242,43.4440128215717,22.1679905550077,31.1392663990755,34.5135043503852,34.8101566422188,24.6599880557781,21.559414368567,22.1618869938367,26.452443609245,32.1031360995378,27.0648638274268,41.2773698,24.1771692696456,29.695136257319,33.2374315882897,23.657194453621,30.2901538979969,25.0600305676425,37.8645197550077
ENSG00000101605,0.459343432004868,0.522583352601156,0.160345125342257,0.131840333282629,0.0775540028901734,0.560863948585336,0.180966162001825,0.25637591892303,0.236828960754487,0.560283782476422,0.321008702464253,0.196069281411622,0.294166750684515,0.421783908427137,0.403774505628232,0.324859150897475,0.150537088530575,0.616526178582294,0.0842691982050502,0.16837471448129,0.19344704609066,0.227838218588378,0.286509225889869,0.377857879677517,0.692770424094919,0.246619199117737,1.36243977578339,0.433956086248859,0.26037787146334,0.333276548676605,0.951126527076361,0.1461287505324,0.266000444326133,2.98488353452997,0.483324021448129,0.415424083815029,0.453319181776696,0.379345320352905,0.620034084727715,0.944062573927593,0.577628328414968,1.04950823836325,0.458787579403712,0.171890593398235,0.255727259963493,0.202064428810465,0.508844117432309,0.480607296623061,0.283588068907819
