disease,pro_id,nsnps,PP.H0.abf_r1,PP.H1.abf_r1,PP.H2.abf_r1,PP.H3.abf_r1,PP.H4.abf_r1
ad_eur,P17174,3470,0.6,0.3,0,0,0
ad_eur,Q9NTM9,3215,0.6,0.2,0.1,0,0
ad_eur,Q6XZF7,2874,0.7,0.2,0.1,0,0
ad_eur,P15169,2766,0.7,0.2,0.1,0,0
ad_eur,O75477,2825,0.7,0.2,0.1,0,0
ad_eur,Q69YN2,2797,0.7,0.2,0.1,0,0
ad_eur,Q6QNY1,2779,0.5,0.3,0.1,0.1,0
ad_eur,O95169,2700,0.7,0.2,0.1,0,0
ad_eur,Q9NWT6,2686,0.7,0.2,0.1,0,0
ad_eur,Q8N983,2269,0.7,0.2,0.1,0,0
ad_eur,Q9BWM7,2266,0.7,0.2,0.1,0,0
ad_eur,Q9BZE4,3499,0.7,0.2,0,0,0
ad_eur,Q13907,3800,0.6,0.3,0,0,0
ad_eur,Q9Y2I8,3807,0.7,0.3,0,0,0
ad_eur,O60502,2139,0.8,0.2,0,0,0
ad_eur,Q5T2E6,2443,0.7,0.2,0,0,0
ad_eur,Q92538,2412,0.8,0.2,0,0,0
ad_eur,P61163,2219,0.8,0.2,0,0,0
ad_eur,P36405,2377,0.7,0.2,0,0,0
ad_eur,Q96B45,2498,0.7,0.2,0,0,0
ad_eur,P49902,2922,0.7,0.2,0.1,0,0
ad_eur,Q96IX5,2980,0.7,0.2,0.1,0,0
ad_eur,Q14690,2980,0.7,0.2,0.1,0,0
ad_eur,Q9HA72,3010,0.7,0.2,0.1,0,0
ad_eur,Q9H2G2,2843,0.7,0.2,0.1,0,0
ad_eur,Q9UMD9,2792,0.7,0.2,0.1,0,0
ad_eur,P78417,2834,0.7,0.2,0.1,0,0
ad_eur,Q8IWB1,2796,0.7,0.2,0.1,0,0
ad_eur,Q96DC8,4154,0.6,0.3,0.1,0,0
ad_eur,Q9NQW7,3560,0.6,0.2,0.1,0,0
ad_eur,Q9UEY8,3538,0.7,0.2,0.1,0,0
ad_eur,O75940,3273,0.7,0.2,0.1,0,0
ad_eur,Q9UQE7,3596,0.7,0.2,0.1,0,0
ad_eur,Q53EL6,3495,0.7,0.2,0.1,0,0
ad_eur,Q9UQ13,3527,0.6,0.3,0.1,0,0
ad_eur,Q9HAU5,4556,0.6,0.3,0.1,0,0
ad_eur,Q96HY7,4633,0.6,0.3,0.1,0,0
ad_eur,Q9ULC5,3049,0.7,0.2,0,0,0
ad_eur,Q9UKK9,4673,0.6,0.3,0.1,0,0
ad_eur,O75794,4672,0.6,0.3,0.1,0,0
ad_eur,Q14520,2974,0.7,0.2,0,0,0
ad_eur,Q8NBF2,3067,0.7,0.2,0,0,0
ad_eur,Q7Z3E2,3108,0.7,0.2,0.1,0,0
ad_eur,Q8N4X5,2973,0.7,0.2,0.1,0,0
ad_eur,Q8IU85,4827,0.6,0.3,0.1,0,0
ad_eur,O14639,2886,0.7,0.2,0.1,0,0
ad_eur,Q5W0V3,2775,0.7,0.2,0.1,0,0
ad_eur,O43301,3183,0.7,0.2,0.1,0,0
ad_eur,A0MZ66,3214,0.7,0.2,0.1,0,0
ad_eur,Q14152,3624,0.5,0.2,0.2,0.1,0
ad_eur,Q8TCE6,3642,0.5,0.2,0.2,0.1,0
ad_eur,P30048,3732,0.5,0.3,0.2,0.1,0
ad_eur,O43665,3778,0.5,0.2,0.2,0.1,0
ad_eur,Q01085,3835,0.5,0.2,0.2,0.1,0
ad_eur,O95817,3902,0.5,0.2,0.2,0.1,0
ad_eur,Q9Y6Y8,3942,0.5,0.2,0.2,0.1,0
ad_eur,Q9BZH6,4215,0.6,0.3,0,0,0
ad_eur,O95359,4685,0.6,0.3,0,0,0
ad_eur,Q96CV9,5362,0.6,0.3,0.1,0,0
ad_eur,Q9HB21,4368,0.6,0.3,0,0,0
ad_eur,Q92743,4318,0.7,0.3,0,0,0
ad_eur,P45954,4438,0.3,0.6,0,0.1,0
ad_eur,O43684,4224,0.7,0.3,0.1,0,0
ad_eur,Q8N436,4147,0.5,0.3,0.1,0.1,0
ad_eur,P04181,3876,0.6,0.2,0.1,0,0
ad_eur,Q9H008,3869,0.6,0.2,0.1,0.1,0
ad_eur,P49903,5454,0.6,0.3,0.1,0,0
ad_eur,Q5JPI9,3633,0.6,0.2,0.1,0,0
ad_eur,Q15018,3647,0.6,0.2,0.1,0,0
ad_eur,P56545,3704,0.6,0.2,0.1,0.1,0
ad_eur,P10746,3606,0.7,0.2,0.1,0,0
ad_eur,Q9P287,3607,0.6,0.3,0.1,0,0
ad_eur,Q14185,5063,0.6,0.3,0.1,0,0
ad_eur,P23469,4723,0.6,0.3,0.1,0,0
ad_eur,P16455,4014,0.6,0.2,0.1,0,0
ad_eur,O76003,4589,0.7,0.3,0.1,0,0
ad_eur,Q66LE6,4204,0.6,0.3,0.1,0,0
ad_eur,O14531,3869,0.7,0.2,0.1,0,0
ad_eur,Q14642,3237,0.7,0.3,0,0,0
ad_eur,Q9BSJ2,1777,0.9,0.1,0,0,0
ad_eur,P30084,1674,0.8,0.1,0,0,0
ad_eur,Q0VDF9,5048,0.5,0.3,0.1,0.1,0
ad_eur,Q9H8M7,3973,0.5,0.3,0.1,0.1,0
ad_eur,Q96BW5,4046,0.2,0.6,0,0.1,0
ad_eur,Q15404,3988,0.6,0.3,0.1,0,0
ad_eur,P08670,4438,0.6,0.3,0.1,0,0
ad_eur,Q92783,4460,0.6,0.3,0.1,0,0
ad_eur,P22897,4399,0.6,0.3,0.1,0,0
ad_eur,Q6UX71,4984,0.5,0.3,0.2,0.1,0
ad_eur,O76041,2610,0.7,0.2,0.1,0,0
ad_eur,Q01813,4616,0.3,0.2,0.3,0.2,0
ad_eur,Q9UBI1,1407,0.6,0.1,0.2,0,0
ad_eur,Q5JRX3,4524,0.3,0.1,0.4,0.2,0
ad_eur,P48426,1802,0.6,0.1,0.2,0,0
ad_eur,Q5T5P2,2976,0.7,0.2,0.1,0,0
ad_eur,Q8IYQ7,3431,0.7,0.2,0.1,0,0
ad_eur,Q8NEV4,4534,0.6,0.3,0.1,0,0
ad_eur,Q7Z5R6,4738,0.6,0.3,0.1,0,0
ad_eur,Q8IZP0,4838,0.6,0.3,0.1,0,0
ad_eur,Q96TA2,4846,0.6,0.3,0.1,0,0
ad_eur,Q5T8D3,4975,0.6,0.3,0.1,0,0
ad_eur,Q9NP72,4821,0.6,0.3,0.1,0,0
ad_eur,Q5T2T1,4259,0.6,0.3,0.1,0,0
ad_eur,O95425,4789,0.5,0.3,0.1,0.1,0
ad_eur,Q8IWW6,3225,0.8,0.2,0,0,0
ad_eur,P33176,3276,0.8,0.2,0,0,0
ad_eur,P05556,3827,0.7,0.2,0,0,0
ad_eur,O14786,3726,0.7,0.3,0,0,0
ad_eur,Q8TEW0,2738,0.8,0.2,0,0,0
ad_eur,Q13617,2754,0.7,0.2,0.1,0,0
ad_eur,Q8ND76,2752,0.7,0.2,0.1,0,0
ad_eur,Q04828,5041,0.6,0.3,0.1,0,0
ad_eur,P52895,4991,0,0,0.6,0.3,0
ad_eur,P42330,5060,0,0,0.7,0.3,0.1
ad_eur,P52597,4669,0.6,0.3,0.1,0,0
ad_eur,P48061,4649,0.7,0.3,0,0,0
ad_eur,P09917,3298,0.7,0.2,0.1,0,0
ad_eur,Q9NZT1,5463,0,0,0.6,0.3,0
ad_eur,P27482,5470,0,0,0.6,0.3,0
ad_eur,Q5VT79,1636,0.8,0.2,0.1,0,0
ad_eur,P13928,753,0.9,0.1,0,0,0
ad_eur,Q6ZS81,2540,0.7,0.2,0,0,0
ad_eur,P50395,5665,0,0,0.6,0.3,0
ad_eur,Q641Q2,2870,0.8,0.2,0,0,0
ad_eur,Q13976,3093,0.7,0.2,0.1,0,0
ad_eur,Q96I25,5211,0,0,0.6,0.3,0
ad_eur,Q16875,5156,0,0,0.3,0.7,0
ad_eur,P11226,4929,0.3,0.2,0.2,0.2,0
ad_eur,Q9NZ45,2928,0.7,0.2,0,0,0
ad_eur,Q00059,2913,0.7,0.3,0,0,0
ad_eur,Q16204,3171,0.6,0.3,0.1,0,0
ad_eur,Q12955,3422,0.5,0.2,0.2,0.1,0
ad_eur,Q96SZ5,3085,0,0,0.7,0.2,0.1
ad_eur,Q86UX2,3979,0,0,0.7,0.3,0.1
ad_eur,P19823,3934,0,0,0.6,0.3,0.1
ad_eur,Q5GLZ8,3190,0,0,0.7,0.2,0.1
ad_eur,P31942,3185,0,0,0.7,0.2,0
ad_eur,P30039,3183,0,0,0.7,0.2,0.1
ad_eur,Q8WXA3,3280,0,0,0.7,0.2,0.1
ad_eur,Q8IX12,3718,0,0,0.7,0.2,0.1
ad_eur,P36542,3975,0,0,0.7,0.3,0.1
ad_eur,Q9BQ39,3946,0,0,0.6,0.2,0.1
ad_eur,Q9NR30,3956,0.1,0,0.6,0.2,0
ad_eur,Q96EK5,4024,0.1,0,0.6,0.3,0
ad_eur,P10124,4099,0.1,0.1,0.5,0.2,0
ad_eur,O75436,4110,0.4,0.1,0.3,0.1,0
ad_eur,Q8IYB8,4022,0.7,0.3,0,0,0
ad_eur,Q2TB90,3947,0.7,0.2,0,0,0
ad_eur,P19367,3900,0.6,0.4,0,0,0
ad_eur,Q9P0M6,4384,0.6,0.3,0.1,0,0
ad_eur,Q9NR31,4322,0.7,0.3,0.1,0,0
ad_eur,Q15181,4281,0.7,0.3,0.1,0,0
ad_eur,Q8TCA0,4431,0.7,0.3,0.1,0,0
ad_eur,Q9ULE6,4437,0.6,0.3,0.1,0,0
ad_eur,O95470,4299,0.5,0.2,0.2,0.1,0
ad_eur,P61457,4254,0.5,0.2,0.2,0.1,0
ad_eur,P07602,3429,0.5,0.2,0.2,0.1,0
ad_eur,Q9NXW2,3095,0.5,0.2,0.2,0.1,0
ad_eur,Q9BPX6,2716,0.5,0.1,0.2,0.1,0
ad_eur,Q8NE86,2613,0.6,0.1,0.2,0.1,0
ad_eur,Q8WWZ8,2317,0.8,0.1,0.1,0,0
ad_eur,P13674,1993,0.8,0.1,0,0,0
ad_eur,Q8WXX5,2052,0.8,0.1,0,0,0
ad_eur,Q9Y3D3,2048,0.8,0.2,0,0,0
ad_eur,P20073,2067,0.8,0.1,0,0,0
ad_eur,P16298,2053,0.8,0.2,0,0,0
ad_eur,P53992,2204,0.7,0.3,0,0,0
ad_eur,Q96BP2,2271,0.7,0.2,0,0,0
ad_eur,A7E2V4,2273,0.8,0.2,0,0,0
ad_eur,P18206,2415,0.8,0.1,0,0,0
ad_eur,Q9Y2T2,2422,0.8,0.2,0,0,0
ad_eur,P55263,2421,0.8,0.2,0,0,0
ad_eur,P45880,2253,0.8,0.2,0,0,0
ad_eur,P62847,3112,0.7,0.2,0.1,0,0
ad_eur,P30405,3882,0.6,0.2,0.1,0,0
ad_eur,P50995,3648,0.6,0.2,0.1,0,0
ad_eur,Q9BRX8,3782,0.6,0.3,0.1,0,0
ad_eur,Q8NG11,3842,0.6,0.2,0.1,0,0
ad_eur,Q9H3K2,4537,0.7,0.3,0.1,0,0
ad_eur,Q7Z5K2,2826,0.8,0.2,0,0,0
ad_eur,O75112,2882,0.8,0.2,0,0,0
ad_eur,Q9H8L6,2869,0.8,0.2,0,0,0
ad_eur,O76070,2866,0.7,0.3,0,0,0
ad_eur,Q15847,2848,0.8,0.2,0,0,0
ad_eur,P00367,2885,0.8,0.2,0,0,0
ad_eur,Q9UNW1,2684,0.7,0.2,0,0,0
ad_eur,O95340,2529,0.7,0.2,0,0,0
ad_eur,Q8NBU5,2575,0.8,0.2,0,0,0
ad_eur,Q5VXI9,3174,0.7,0.2,0.1,0,0
ad_eur,Q5VYY1,3294,0.6,0.2,0.1,0,0
ad_eur,P62736,3357,0.7,0.2,0.1,0,0
ad_eur,O14879,3398,0.7,0.2,0.1,0,0
ad_eur,P09914,3378,0.6,0.2,0.1,0,0
ad_eur,P38571,3367,0.6,0.2,0.1,0,0
ad_eur,Q13325,3367,0.6,0.3,0.1,0,0
ad_eur,P78346,2953,0.4,0.6,0,0,0
ad_eur,O14981,2569,0.7,0.3,0,0,0
ad_eur,Q9NX47,2305,0.8,0.2,0,0,0
ad_eur,P14735,2650,0.8,0.2,0,0,0
ad_eur,Q8TAG9,2706,0.8,0.2,0,0,0
ad_eur,Q9NZM1,2790,0.8,0.2,0,0,0
ad_eur,P02753,2759,0.8,0.2,0,0,0
ad_eur,A2A3N6,2783,0.8,0.2,0,0,0
ad_eur,Q8WTT2,3138,0.7,0.3,0,0,0
ad_eur,O00151,2911,0.7,0.2,0.1,0,0
ad_eur,Q9BX66,3167,0.7,0.2,0.1,0,0
ad_eur,P54886,3171,0.7,0.3,0.1,0,0
ad_eur,P49961,3189,0.7,0.2,0.1,0,0
ad_eur,Q9HD45,2923,0.7,0.2,0.1,0,0
ad_eur,Q5JTH9,3024,0.7,0.2,0,0,0
ad_eur,P18669,3024,0.7,0.2,0,0,0
ad_eur,Q96T76,3051,0.7,0.2,0,0,0
ad_eur,Q9HAC8,3051,0.7,0.2,0,0,0
ad_eur,Q9BTU6,3085,0.7,0.2,0,0,0
ad_eur,Q9BSK0,3184,0.7,0.2,0,0,0
ad_eur,Q2TAP0,3342,0.7,0.2,0,0,0
ad_eur,O95373,3161,0.7,0.3,0,0,0
ad_eur,Q9UH65,3125,0.7,0.2,0,0,0
ad_eur,Q86WG5,3866,0.7,0.2,0,0,0
ad_eur,Q01432,4043,0.7,0.3,0,0,0
ad_eur,Q9Y6F6,4356,0.7,0.3,0,0,0
ad_eur,Q6PD62,4171,0.7,0.2,0,0,0
ad_eur,P78344,4226,0.7,0.3,0,0,0
ad_eur,P46937,3328,0,0,0.7,0.2,0.1
ad_eur,P22894,4487,0,0,0.7,0.2,0.1
ad_eur,P08254,4424,0,0,0.6,0.3,0.1
ad_eur,P29466,3256,0.7,0.2,0,0,0
ad_eur,Q9NRN7,2661,0.8,0.2,0,0,0
ad_eur,Q93034,3467,0.7,0.2,0,0,0
ad_eur,P24752,3500,0.7,0.2,0,0,0
ad_eur,Q13315,3435,0.7,0.2,0,0,0
ad_eur,Q7Z4H8,2888,0.7,0.2,0,0,0
ad_eur,Q8NEV8,2726,0.7,0.3,0,0,0
ad_eur,Q96K76,4594,0.7,0.3,0.1,0,0
ad_eur,P35241,2913,0.7,0.2,0,0,0
ad_eur,Q9NPQ8,1038,0.9,0.1,0,0,0
ad_eur,Q9NTG7,1079,0.9,0.1,0,0,0
ad_eur,Q9UNM6,1079,0.9,0.1,0,0,0
ad_eur,Q01628,1166,0.9,0.1,0,0,0
ad_eur,Q9Y446,1358,0.9,0.1,0,0,0
ad_eur,P13489,1538,0.8,0.1,0,0,0
ad_eur,P01112,1540,0.8,0.1,0,0,0
ad_eur,Q9H6S3,1540,0.8,0.2,0,0,0
ad_eur,P37837,1541,0.9,0.1,0,0,0
ad_eur,Q8NB37,1559,0.9,0.1,0,0,0
ad_eur,Q9H936,1585,0.8,0.1,0,0,0
ad_eur,P05387,1604,0.8,0.1,0,0,0
ad_eur,P48509,1673,0.8,0.2,0,0,0
ad_eur,P62875,1685,0.8,0.1,0,0,0
ad_eur,Q9BWS9,1843,0.8,0.2,0,0,0
ad_eur,O94973,1863,0.8,0.1,0,0,0
ad_eur,Q9H0E2,2168,0.8,0.2,0,0,0
ad_eur,Q70IA6,2268,0.7,0.2,0.1,0,0
ad_eur,P07339,2704,0.7,0.2,0.1,0,0
ad_eur,Q16540,2527,0.7,0.2,0.1,0,0
ad_eur,P30154,2748,0.7,0.2,0.1,0,0
ad_eur,Q9H6U8,2713,0.7,0.2,0.1,0,0
ad_eur,P02511,2738,0.7,0.2,0.1,0,0
ad_eur,P10515,2801,0.6,0.2,0.1,0,0
ad_eur,O14521,2830,0.6,0.2,0.1,0,0
ad_eur,Q14116,2959,0.6,0.2,0.2,0,0
ad_eur,P13591,3336,0.6,0.2,0.2,0.1,0
ad_eur,O43264,3500,0.6,0.2,0.2,0,0
ad_eur,P40261,3189,0.7,0.2,0.1,0,0
ad_eur,Q9Y580,3157,0.7,0.2,0.1,0,0
ad_eur,Q9Y3B8,3103,0.7,0.2,0.1,0,0
ad_eur,Q9NVD7,4285,0.6,0.3,0.1,0,0
ad_eur,Q9BY67,3145,0.7,0.2,0,0,0
ad_eur,O75312,3946,0.6,0.2,0.1,0,0
ad_eur,P06727,3978,0.6,0.2,0.1,0,0
ad_eur,P02656,3987,0.6,0.3,0.1,0,0
ad_eur,P02647,3994,0.6,0.2,0.1,0,0
ad_eur,P68402,4518,0.5,0.3,0.1,0.1,0
ad_eur,Q8NBJ9,4547,0.6,0.3,0.1,0,0
ad_eur,Q01995,4591,0.6,0.3,0.1,0,0
ad_eur,P28347,4117,0.6,0.3,0.1,0,0
ad_eur,Q9H0Q3,4046,0.2,0.1,0.4,0.2,0
ad_eur,Q14139,3671,0.2,0.1,0.4,0.2,0.1
ad_eur,O75964,3701,0.2,0.1,0.4,0.2,0.1
ad_eur,P48444,3602,0.3,0.1,0.5,0.2,0
ad_eur,Q86UU1,3610,0.3,0.1,0.5,0.1,0
ad_eur,P26196,3719,0.2,0.1,0.5,0.2,0
ad_eur,P62851,3733,0.2,0.1,0.5,0.2,0.1
ad_eur,Q9Y296,3731,0.2,0.1,0.5,0.2,0
ad_eur,Q9Y4L1,3657,0.2,0.1,0.5,0.2,0
ad_eur,Q9H270,3661,0.2,0.1,0.5,0.2,0
ad_eur,P08397,3642,0.2,0.1,0.5,0.2,0.1
ad_eur,Q86UT6,3618,0.2,0.1,0.5,0.2,0
ad_eur,P22681,3638,0.2,0.1,0.5,0.2,0
ad_eur,P43121,3542,0.2,0.1,0.4,0.2,0.1
ad_eur,Q9BY78,3551,0.2,0.1,0.5,0.2,0
ad_eur,Q9BXJ0,3549,0.2,0.1,0.4,0.2,0.1
ad_eur,P04216,3553,0.2,0.1,0.5,0.2,0
ad_eur,Q15223,3646,0.3,0.1,0.4,0.1,0
ad_eur,Q14134,3468,0.7,0.2,0.1,0,0
ad_eur,Q86UD1,3507,0.7,0.2,0.1,0,0
ad_eur,Q9UKI9,3555,0.7,0.2,0.1,0,0
ad_eur,Q9NZN5,3706,0.6,0.3,0.1,0,0
ad_eur,Q5QJ74,3175,0.7,0.2,0,0,0
ad_eur,Q92673,2881,0.7,0.2,0.1,0,0
ad_eur,Q8TF42,3346,0.7,0.2,0.1,0,0
ad_eur,P11142,4100,0.6,0.2,0.1,0,0
ad_eur,O00534,4578,0.6,0.3,0.1,0,0
ad_eur,Q9GZM6,4601,0.7,0.3,0.1,0,0
ad_eur,Q9HAT2,4473,0.7,0.3,0,0,0
ad_eur,Q8TED4,4152,0.7,0.2,0.1,0,0
ad_eur,O14681,3576,0.7,0.2,0.1,0,0
ad_eur,P46977,3587,0.7,0.2,0.1,0,0
ad_eur,P08240,3382,0.7,0.2,0,0,0
ad_eur,Q96C86,3369,0.7,0.2,0,0,0
ad_eur,Q9Y5Y6,3467,0.7,0.3,0,0,0
ad_eur,Q9HCB6,3456,0.7,0.2,0.1,0,0
ad_eur,Q9BX67,3470,0.7,0.3,0,0,0
ad_eur,Q4G0F5,3291,0.7,0.3,0,0,0
ad_eur,Q9P016,3249,0.7,0.2,0,0,0
ad_eur,Q9UKU7,3249,0.7,0.2,0,0,0
ad_eur,P53618,2978,0.7,0.2,0.1,0,0
ad_eur,P25786,2945,0.7,0.2,0.1,0,0
ad_eur,P60033,2716,0.7,0.2,0.1,0,0
ad_eur,O00193,2946,0.7,0.2,0.1,0,0
ad_eur,Q6IQ23,2815,0.7,0.2,0.1,0,0
ad_eur,P62277,2867,0.7,0.2,0.1,0,0
ad_eur,O00443,3044,0.7,0.2,0.1,0,0
ad_eur,P80303,3031,0.7,0.2,0.1,0,0
ad_eur,P35542,3373,0.7,0.2,0.1,0,0
ad_eur,P0DJI8,3383,0.7,0.2,0.1,0,0
ad_eur,P00338,3352,0.7,0.2,0.1,0,0
ad_eur,Q99816,3468,0.7,0.2,0.1,0,0
ad_eur,Q8IX04,3479,0.6,0.3,0.1,0,0
ad_eur,Q8IUH4,3864,0.7,0.3,0.1,0,0
ad_eur,Q96BI1,3032,0.7,0.2,0.1,0,0
ad_eur,Q9BUP3,4479,0.7,0.3,0,0,0
ad_eur,Q99733,3156,0.7,0.2,0.1,0,0
ad_eur,P49589,3201,0.7,0.2,0.1,0,0
ad_eur,O75936,3616,0.7,0.3,0,0,0
ad_eur,Q9NUP9,2816,0.8,0.2,0,0,0
ad_eur,P52948,3248,0.7,0.2,0,0,0
ad_eur,P84095,3272,0.7,0.2,0,0,0
ad_eur,Q13586,3274,0.3,0.6,0,0,0
ad_eur,Q96EB1,2306,0.7,0.2,0.1,0,0
ad_eur,P23921,3952,0.7,0.3,0,0,0
ad_eur,Q15293,2420,0.6,0.3,0.1,0,0
ad_eur,Q7L2H7,2481,0.8,0.2,0.1,0,0
ad_eur,Q12996,2569,0.7,0.2,0,0,0
ad_eur,Q9UK99,2900,0.8,0.2,0,0,0
ad_eur,Q14444,3367,0.7,0.2,0.1,0,0
ad_eur,Q9H0A0,3384,0.7,0.2,0.1,0,0
ad_eur,P04040,3849,0.6,0.3,0.1,0,0
ad_eur,Q96GX9,4134,0.6,0.3,0.1,0,0
ad_eur,O00330,4135,0.6,0.3,0.1,0,0
ad_eur,P19474,4488,0.5,0.4,0,0,0
ad_eur,P16070,4457,0.5,0.2,0.2,0.1,0
ad_eur,Q9P000,4228,0,0,0.7,0.3,0.1
ad_eur,P68871,5773,0.6,0.3,0,0,0
ad_eur,Q9BZZ5,4179,0.6,0.3,0.1,0,0
ad_eur,P02042,5750,0.6,0.3,0,0,0
ad_eur,P69891,5745,0.6,0.3,0,0,0
ad_eur,P69892,5742,0.5,0.4,0,0,0
ad_eur,Q53GQ0,3855,0.7,0.2,0.1,0,0
ad_eur,P27701,3215,0.7,0.2,0,0,0
ad_eur,O14683,3274,0.7,0.2,0,0,0
ad_eur,Q9Y5Y5,2057,0.8,0.2,0.1,0,0
ad_eur,Q07960,1633,0.6,0.2,0.2,0.1,0
ad_eur,P00734,1628,0.7,0.1,0.2,0,0
ad_eur,Q14008,1563,0.6,0.1,0.2,0.1,0
ad_eur,Q8N6H7,1652,0.2,0,0.7,0.1,0.1
ad_eur,Q9UKS6,1668,0.2,0,0.6,0.1,0.1
ad_eur,Q92466,1733,0.1,0.1,0.3,0.5,0
ad_eur,P11117,1810,0.2,0,0.6,0.2,0
ad_eur,P17980,2108,0.2,0,0.6,0.1,0.1
ad_eur,O75489,2579,0.2,0,0.6,0.1,0.1
ad_eur,Q9Y6C9,2739,0.2,0,0.6,0.1,0.1
ad_eur,Q12769,3084,0.2,0,0.6,0.1,0.1
ad_eur,Q8IYM9,5283,0.7,0.3,0,0,0
ad_eur,Q12913,3314,0.2,0,0.6,0.2,0.1
ad_eur,Q9C035,5816,0.6,0.3,0,0,0
ad_eur,Q969G5,5521,0.6,0.3,0,0,0
ad_eur,P17405,5264,0.6,0.3,0,0,0
ad_eur,P02790,5083,0.6,0.3,0,0,0
ad_eur,O75382,5067,0.6,0.3,0,0,0
ad_eur,P53365,5051,0.6,0.3,0,0,0
ad_eur,Q9Y5J6,5051,0.6,0.3,0,0,0
ad_eur,Q13418,4948,0.6,0.3,0,0,0
ad_eur,O14773,4900,0.6,0.4,0,0,0
ad_eur,Q9C0C2,2753,0.2,0,0.6,0.2,0
ad_eur,Q08945,2768,0.2,0,0.6,0.2,0.1
ad_eur,P62072,2861,0.1,0,0.6,0.2,0.1
ad_eur,Q96JQ0,4884,0.6,0.3,0,0,0
ad_eur,P05155,2765,0.1,0,0.6,0.1,0
ad_eur,Q9C0B5,2822,0.1,0,0.6,0.2,0
ad_eur,Q9Y320,2901,0.1,0,0.6,0.1,0.1
ad_eur,Q8IZQ5,2980,0.1,0,0.6,0.2,0
ad_eur,O60716,3029,0.1,0,0.6,0.2,0
ad_eur,P22059,3881,0.5,0.2,0.2,0.1,0
ad_eur,Q13277,3845,0.5,0.2,0.2,0.1,0
ad_eur,P20061,3617,0.5,0.2,0.2,0.1,0
ad_eur,Q9UMS4,2748,0.2,0.1,0.6,0.1,0
ad_eur,Q9BVC6,2748,0.2,0,0.6,0.1,0
ad_eur,A5D8V6,2753,0.2,0.1,0.4,0.3,0
ad_eur,Q3LXA3,2667,0.2,0.1,0.5,0.1,0
ad_eur,Q16531,2666,0.2,0.1,0.5,0.1,0
ad_eur,Q8N684,2594,0.2,0.1,0.5,0.1,0
ad_eur,P39748,1913,0.2,0,0.6,0.1,0
ad_eur,O95864,1887,0.2,0,0.6,0.1,0
ad_eur,P02794,1871,0.2,0,0.6,0.1,0
ad_eur,Q09666,2508,0.2,0.1,0.5,0.1,0.1
ad_eur,P26641,2527,0.2,0.1,0.6,0.1,0
ad_eur,O94776,2539,0.2,0,0.6,0.1,0
ad_eur,Q32P44,2539,0.2,0,0.6,0.1,0
ad_eur,Q14697,2533,0.2,0,0.6,0.1,0
ad_eur,Q6P9B9,2530,0.2,0,0.5,0.1,0.1
ad_eur,Q04323,2510,0.2,0.1,0.6,0.1,0
ad_eur,Q1KMD3,2464,0.2,0.1,0.5,0.1,0
ad_eur,Q8N5M4,2464,0.2,0,0.6,0.1,0
ad_eur,P62487,2406,0.2,0.1,0.6,0.1,0
ad_eur,Q7Z7N9,2389,0.2,0,0.6,0.1,0.1
ad_eur,Q9UBU9,2382,0.3,0.1,0.5,0.1,0
ad_eur,Q6RFH5,2381,0.7,0.1,0.2,0,0
ad_eur,P08195,2371,0.7,0.1,0.1,0,0
ad_eur,Q6DD88,2109,0.7,0.2,0.1,0,0
ad_eur,O95197,2112,0.7,0.1,0.1,0,0
ad_eur,Q7KZI7,2104,0.7,0.2,0.1,0,0
ad_eur,Q96FW1,2081,0.7,0.1,0.2,0,0
ad_eur,Q9BQ69,1972,0,0,0.8,0.1,0
ad_eur,P31948,1973,0,0,0.8,0.1,0.1
ad_eur,Q86UX7,1966,0,0,0.8,0.1,0.1
ad_eur,P26885,1953,0,0,0.8,0.1,0.1
ad_eur,Q01970,1953,0,0,0.8,0.1,0.1
ad_eur,P30044,1923,0,0,0.8,0.1,0
ad_eur,O75676,1906,0,0,0.8,0.1,0.1
ad_eur,Q7LDG7,2079,0,0,0.8,0.2,0.1
ad_eur,P11217,2095,0,0,0.8,0.2,0.1
ad_eur,Q15637,2112,0,0,0.8,0.2,0.1
ad_eur,O00255,2158,0,0,0.8,0.2,0.1
ad_eur,Q6DT37,2185,0,0,0.7,0.1,0.2
ad_eur,Q9H4M9,2203,0,0,0.8,0.2,0.1
ad_eur,Q2TAZ0,2227,0,0,0.5,0.1,0.4
ad_eur,P36404,2304,0,0,0.7,0.2,0.1
ad_eur,O95159,2346,0,0,0.8,0.2,0.1
ad_eur,Q9UID3,2333,0,0,0.6,0.2,0.2
ad_eur,O76062,2305,0,0,0.8,0.1,0
ad_eur,P62861,2294,0,0,0.6,0.1,0.2
ad_eur,Q13405,2294,0,0,0.7,0.2,0.1
ad_eur,Q86TM6,2291,0,0,0.8,0.1,0
ad_eur,P07384,2288,0,0,0.6,0.1,0.2
ad_eur,Q92785,2270,0,0,0.7,0.1,0.1
ad_eur,Q9BZ67,2242,0,0,0.8,0.2,0.1
ad_eur,Q96KG9,2216,0,0,0.7,0.2,0.1
ad_eur,O60232,2243,0,0,0.8,0.2,0.1
ad_eur,Q8N3D4,2257,0,0,0.8,0.2,0
ad_eur,Q96FS4,2217,0,0,0.8,0.2,0
ad_eur,Q04206,2200,0,0,0.8,0.2,0
ad_eur,P23528,2077,0,0,0.8,0.2,0
ad_eur,Q6UWY5,4137,0.6,0.3,0,0,0
ad_eur,O95967,2068,0,0,0.8,0.2,0.1
