pro_id	nsnps	PP.H0.abf	PP.H1.abf	PP.H2.abf	PP.H3.abf	PP.H4.abf	P1	P2	P3	P4	relative_P4	relative_PP4
Q15363	2412	0.682254973520358	0.126849995658177	0.151230244306749	0.0281063103239605	0.0115584761907555	0.2412	0.2412	0.05815332	0.02412	0.293169158604515	0.291403968264575
Q15365	4207	0.499690937986604	0.217509106428115	0.183791229049785	0.0799829573787058	0.0190257691567901	0.4207	0.4207	0.17694642	0.04207	0.192086054552439	0.192162547914089
Q15366	3302	0.56639199672497	0.173681686385614	0.185467169304995	0.0568551111861285	0.017604036398293	0.3302	0.3302	0.10899902	0.03302	0.232504068821204	0.236425435549522
Q15369	1865	0.627265974626108	0.212136336976225	0.105954472001026	0.035814126124532	0.0188290902721087	0.1865	0.1865	0.0347636	0.01865	0.349162011173184	0.344582393090357
Q15370	2239	0.661624458555271	0.144105434133262	0.147862945528661	0.03219114411088	0.0142160176719249	0.2239	0.2239	0.05010882	0.02239	0.308832612723904	0.306332409175523
Q15382	3717	0.471379557024793	0.238121561992839	0.173756832000363	0.0877458077914702	0.0289962411905349	0.3717	0.3717	0.13812372	0.03717	0.212044105173876	0.248378724233326
Q15386	4697	0.468209086475764	0.209335969165797	0.209162540814429	0.0934966362270787	0.0197957673169321	0.4697	0.4697	0.22057112	0.04697	0.175561797752809	0.174731638641968
Q15392	4454	0.458538051088484	0.215009679187718	0.207824942456029	0.097428454648183	0.0211988726195865	0.4454	0.4454	0.19833662	0.04454	0.183385292499542	0.178701426626056
Q15393	2137	0.682967695507379	0.134792565752831	0.140896444021194	0.027794198356404	0.0135490963621916	0.2137	0.2137	0.04564632	0.02137	0.318877551020408	0.32772173708975
Q15397	3008	0.575434846690538	0.18629764683883	0.16673681571314	0.053963655317371	0.0175670354401203	0.3008	0.3008	0.09045056	0.03008	0.249563264287497	0.245587387093428
Q15404	4123	0.458968511243641	0.20540002337674	0.215443251446064	0.0963925112973258	0.0237957026362293	0.4123	0.4123	0.16995006	0.04123	0.195236235845373	0.197986989384704
Q15417	3831	0.520643742133736	0.191814275778378	0.196555700754739	0.0723959733163693	0.0185903080167787	0.3831	0.3831	0.1467273	0.03831	0.20703933747412	0.20431990124654
Q15418	1604	0.705735108425162	0.160727563190746	0.0983114514615038	0.0223770817020922	0.0128487952204961	0.1604	0.1604	0.02571212	0.01604	0.384172109104879	0.364754445964038
Q15424	3261	0.553804408826973	0.169829895656268	0.197637731236387	0.0605895323244247	0.0181384319559479	0.3261	0.3261	0.1063086	0.03261	0.234741784037559	0.230393763153227
Q15427	341	0.950656420296414	0.0243517054528193	0.0226923646111644	0.000579560276848472	0.00171994936275354	0.0341	0.0341	0.0011594	0.00341	0.746268656716418	0.747963536717863
Q15428	3270	0.565231913096293	0.194265452292126	0.166259565730854	0.0571248955492632	0.0171181733314642	0.327	0.327	0.1068963	0.0327	0.234246896228625	0.230569312254115
Q15435	4257	0.519694062543561	0.191558587534877	0.197894630320736	0.0729257886070288	0.0179269309937971	0.4257	0.4257	0.18117792	0.04257	0.190258751902588	0.197318595112635
Q15436	4049	0.49350335637775	0.196820886533158	0.204772699091222	0.0816449689900229	0.0232580890078472	0.4049	0.4049	0.16390352	0.04049	0.198098256735341	0.221710305225987
Q15437	3031	0.54408759189638	0.140666132261181	0.234538352948401	0.0606164741843521	0.0200914487096866	0.3031	0.3031	0.0918393	0.03031	0.248138957816377	0.248940227789837
Q15438	4374	0.472208510416183	0.188393471381966	0.227581511791072	0.0907754399009511	0.0210410665098271	0.4374	0.4374	0.19127502	0.04374	0.186115764005211	0.188174959004075
Q15459	2925	0.601544573150871	0.164470200448609	0.171347011615958	0.0468327217892525	0.0158054929953103	0.2925	0.2925	0.085527	0.02925	0.254841997961264	0.25232987641285
Q15526	2444	0.607833140562324	0.165745751343935	0.156583852691372	0.0426705847033862	0.0271666706989824	0.2444	0.2444	0.05970692	0.02444	0.290444379901249	0.388999689957189
Q15532	3424	0.314639972178224	0.401691780606365	0.108807237537067	0.138875077040526	0.0359859326378174	0.3424	0.3424	0.11720352	0.03424	0.226090888537192	0.205797351302119
Q15554	2219	0.647362398668088	0.147008577944786	0.153486444604661	0.034837706790032	0.0173048719924333	0.2219	0.2219	0.04921742	0.02219	0.310752019888129	0.331876029082256
Q15555	2012	0.718571278883202	0.125028983582472	0.124108967567254	0.021583835631463	0.0107069343356089	0.2012	0.2012	0.04046132	0.02012	0.332115576220525	0.33157878695761
Q15582	3505	0.574036296926638	0.184864224285519	0.170616991689198	0.0549304121217493	0.0155520749768957	0.3505	0.3505	0.1228152	0.03505	0.22202486678508	0.220651620240493
Q15599	2418	0.663052151632072	0.154220341543775	0.13762717444844	0.0319978181907687	0.0131025141849444	0.2418	0.2418	0.05844306	0.02418	0.292654375182909	0.290519237769525
Q15628	1252	0.761725133317223	0.0827230967940783	0.129874837672892	0.0140927801363122	0.0115841520794951	0.1252	0.1252	0.01566252	0.01252	0.444247001332741	0.451150160078844
Q15629	2088	0.671689788331441	0.165268371337461	0.119993118986884	0.0295106078407282	0.0135381135034861	0.2088	0.2088	0.04357656	0.02088	0.323939099449304	0.314483521943344
Q15631	3272	0.511223590816367	0.239917048599637	0.155249609296352	0.072837814262309	0.020771937025335	0.3272	0.3272	0.10702712	0.03272	0.234137204401779	0.221899286555169
Q15637	2324	0.650904219455266	0.155864931073357	0.143626057247427	0.0343773372943711	0.0152274549295788	0.2324	0.2324	0.05398652	0.02324	0.300932891965092	0.306975480530826
Q15642	4250	0.485793140844247	0.220063099053118	0.189207484032493	0.0856912803275935	0.0192449957425483	0.425	0.425	0.1805825	0.0425	0.190512478567346	0.183396976367681
Q15643	2630	0.613903051207345	0.143927500140662	0.183017179233574	0.0428914997278004	0.016260769690619	0.263	0.263	0.0691427	0.0263	0.275558004960044	0.274896801940038
Q15650	1033	0.823499229415341	0.0707343983397161	0.0904135909498262	0.00775847362430487	0.00759430767081208	0.1033	0.1033	0.01066056	0.01033	0.492125984251969	0.494653543539209
Q15654	2732	0.630535015280335	0.155877539283816	0.159603255905945	0.0394417322767408	0.0145424572531626	0.2732	0.2732	0.07461092	0.02732	0.268024658268561	0.269383635834843
Q15661	3468	0.559140671296705	0.198768266132552	0.166550564174018	0.0591905161315772	0.0163499822651469	0.3468	0.3468	0.12023556	0.03468	0.223863890754421	0.216439957534831
Q15691	1683	0.720638878958167	0.109030127540627	0.136370889148708	0.020619094834365	0.0133410095181337	0.1683	0.1683	0.02830806	0.01683	0.372856077554064	0.392843596110803
Q15714	3073	0.584021689355878	0.178733288484427	0.168613573818109	0.0515852471397535	0.0170462012018329	0.3073	0.3073	0.09440256	0.03073	0.245579567779961	0.248373036177119
Q15717	4228	0.485368585290154	0.207506175644998	0.201116109742303	0.0859616910961638	0.0200474382263813	0.4228	0.4228	0.17871756	0.04228	0.191314329443275	0.189110488450336
Q15746	3866	0.528782188707086	0.19939335250459	0.18319305770559	0.0690589228106808	0.0195724782720522	0.3866	0.3866	0.1494209	0.03866	0.205549845837616	0.220830067368362
Q15750	1669	0.73075312283191	0.128700688653407	0.109992174840405	0.0193606960471239	0.0111933176271538	0.1669	0.1669	0.02783892	0.01669	0.374812593703148	0.366345245062748
Q15758	3298	0.562586097236352	0.157361403571626	0.205123101686022	0.0573575736780652	0.0175718238279345	0.3298	0.3298	0.10873506	0.03298	0.232720502676286	0.234511745894226
Q15773	3594	0.506036440652041	0.188260591143888	0.207727537776865	0.0772601006690791	0.0207153297581269	0.3594	0.3594	0.12913242	0.03594	0.217722621380361	0.211433924482914
Q15785	3306	0.507654946713732	0.213359027521098	0.179071189134552	0.0752359977646452	0.0246788388659727	0.3306	0.3306	0.1092633	0.03306	0.232288037166086	0.246998741109988
Q15796	3108	0.564178483890986	0.201161208713716	0.160182130730304	0.0570965139431813	0.017381662721813	0.3108	0.3108	0.09656556	0.03108	0.243486729973216	0.233379272964703
Q15797	2344	0.658009739473654	0.145457065470074	0.149662439572915	0.0330699941514638	0.0138007613318934	0.2344	0.2344	0.05491992	0.02344	0.299132515704457	0.294442903460213
Q15800	4985	0.454843035925027	0.190328368608938	0.236359750194529	0.098884789775031	0.0195840554964754	0.4985	0.4985	0.2484524	0.04985	0.167112299465241	0.165309752547961
Q15811	2320	0.655174838640353	0.163907455406013	0.133217707424453	0.0333131681231366	0.0143868304060445	0.232	0.232	0.0538008	0.0232	0.301295570955107	0.301610709636462
Q15813	2958	0.56500499256219	0.155534843240353	0.204661726742771	0.0563208999995196	0.0184775374551667	0.2958	0.2958	0.08746806	0.02958	0.252716704574172	0.247031062197798
Q15814	2566	0.590277413542931	0.206817459890334	0.136398340744143	0.0477716049519866	0.0187351808706056	0.2566	0.2566	0.0658179	0.02566	0.280504908835905	0.281703297473764
Q15819	1462	0.766660356304646	0.0949759599464742	0.114453468539546	0.0141690643062392	0.00974115090309477	0.1462	0.1462	0.02135982	0.01462	0.406338886631451	0.407405404669552
Q15828	2455	0.559872066772384	0.16822874517111	0.18207192994734	0.0546732948480917	0.0351539632610739	0.2455	0.2455	0.0602457	0.02455	0.289519397799653	0.391350732517649
Q15833	4532	0.487644252742076	0.203935310617666	0.204353052160785	0.0854428628921076	0.0186245215873655	0.4532	0.4532	0.20534492	0.04532	0.180799132164166	0.178965981325678
Q15836	3023	0.588521472848524	0.156261079007596	0.188090331936642	0.0499235370314584	0.0172035791757795	0.3023	0.3023	0.09135506	0.03023	0.248632521133764	0.256283602630386
Q15847	2969	0.6089847270598	0.175643495905141	0.155061237264705	0.0447071894922343	0.0156033502781193	0.2969	0.2969	0.08811992	0.02969	0.252016129032258	0.258716807004758
Q15848	3631	0.545232770545291	0.17111738970135	0.20245205043797	0.0635204448707418	0.0176773444446473	0.3631	0.3631	0.1318053	0.03631	0.215982721382289	0.217707213382187
Q15853	3716	0.496394538127527	0.164102614210244	0.239881398721098	0.0792818315528128	0.0203396173883185	0.3716	0.3716	0.1380494	0.03716	0.212089077412513	0.20416905801418
Q15907	4233	0.455106817165862	0.193419944817324	0.231281979409874	0.0982726927372082	0.0219185658697315	0.4233	0.4233	0.17914056	0.04233	0.191131498470948	0.18236405978085
Q15942	1057	0.773891506390539	0.136956764047865	0.0662442944950848	0.0117121588836213	0.0111952761828892	0.1057	0.1057	0.01116192	0.01057	0.486381322957198	0.488718014495483
Q16134	2412	0.645759678572188	0.136105427693401	0.166724739184205	0.0351239411602215	0.0162862133899842	0.2412	0.2412	0.05815332	0.02412	0.293169158604515	0.316789815795624
Q16181	4078	0.429564453763245	0.242819406030814	0.193937536533242	0.109602772982167	0.0240758306905317	0.4078	0.4078	0.16626006	0.04078	0.196966712625566	0.180102350182228
Q16204	3235	0.528325527199753	0.232123842761842	0.152703419147687	0.0670716342276405	0.0197755766630778	0.3235	0.3235	0.1046199	0.03235	0.236183278223902	0.227705374303405
Q16222	3990	0.495032918602457	0.201645006288381	0.201334472023183	0.0819908945910097	0.0199967084949687	0.399	0.399	0.1591611	0.0399	0.200440970134295	0.196069991743123
Q16270	5537	0.376230334463433	0.21237406648676	0.24698595888266	0.139393333699386	0.0250163064677607	0.5537	0.5537	0.30652832	0.05537	0.152998776009792	0.152158391943002
Q16363	3232	0.563657698769275	0.169735345211351	0.191979252193282	0.0577942542293142	0.0168334495967778	0.3232	0.3232	0.10442592	0.03232	0.236350744504845	0.225565691207725
Q16401	1765	0.508574538630203	0.2980521912288	0.0920491784942278	0.0538983723241861	0.0474257193225823	0.1765	0.1765	0.0311346	0.01765	0.361794500723589	0.468059654439497
Q16512	3198	0.589184571049488	0.167883924500469	0.176680179868112	0.050327828589831	0.0159234959920994	0.3198	0.3198	0.10224006	0.03198	0.238265427686443	0.240349851004223
Q16513	3148	0.610698872579283	0.161136437795714	0.169064104718283	0.0445940375594522	0.0145065473472675	0.3148	0.3148	0.09906756	0.03148	0.241138172172655	0.245455224684554
Q16527	2700	0.643582698033694	0.149845198251728	0.156454317025725	0.0364135151420352	0.0137042715468182	0.27	0.27	0.072873	0.027	0.270343336036767	0.273441276086243
Q16531	2764	0.583282427550464	0.168829220869958	0.176288467690665	0.051005535091728	0.0205943487971848	0.2764	0.2764	0.07636932	0.02764	0.265745415891576	0.287631036233758
Q16537	3555	0.578383555873977	0.167072933354734	0.185952715080465	0.0536997508363882	0.0148910448544361	0.3555	0.3555	0.1263447	0.03555	0.219587176108915	0.217099753756437
Q16539	3439	0.520847291592915	0.196811432497736	0.189566194784753	0.0716098001688789	0.0211652809557173	0.3439	0.3439	0.11823282	0.03439	0.225326723749437	0.228135407688757
Q16540	2611	0.616207655299314	0.164694320852985	0.160792601059468	0.0429598235697055	0.0153455992185281	0.2611	0.2611	0.0681471	0.02611	0.277008310249307	0.263193344369762
Q16543	2810	0.589230344351463	0.14459640519478	0.200384023921837	0.0491573623051565	0.0166318642267631	0.281	0.281	0.0789329	0.0281	0.262536098713573	0.252805285964164
Q16555	4095	0.493859597038904	0.224187606635953	0.18016734673557	0.0817669640916889	0.0200184854978845	0.4095	0.4095	0.1676493	0.04095	0.196309383588536	0.196673351432886
Q16563	3181	0.593699318467736	0.168265111352276	0.173356229899501	0.0491167244194918	0.0155626158609961	0.3181	0.3181	0.1011558	0.03181	0.239234449760766	0.240611852154141
Q16585	1785	0.737256120518827	0.111407873327086	0.122510148788983	0.0185023680403985	0.0103234893247056	0.1785	0.1785	0.0318444	0.01785	0.359195402298851	0.358132949662166
Q16610	727	0.863919668408819	0.062141062543201	0.0633132087870319	0.00454799126280911	0.00607806899813891	0.0727	0.0727	0.00527802	0.00727	0.579374275782155	0.571996473657928
Q16611	2362	0.492648821080454	0.11436968455973	0.263211946999362	0.0610365941328051	0.0687329532276486	0.2362	0.2362	0.05576682	0.02362	0.29753049687593	0.529653949063511
Q16629	3409	0.538464755388777	0.192529480943045	0.184401764846808	0.0659146437287114	0.0186893550926592	0.3409	0.3409	0.11617872	0.03409	0.226860254083485	0.220903921245131
Q16630	3276	0.57886683357235	0.187501659333693	0.164338553402285	0.0532150793942349	0.0160778742974378	0.3276	0.3276	0.107289	0.03276	0.233918128654971	0.232027550290008
Q16643	2513	0.638878151948419	0.164702653878391	0.144181078693464	0.0371547685684189	0.0150833469113076	0.2513	0.2513	0.06312656	0.02513	0.284738041002278	0.288742171741655
Q16644	2098	0.610067658055717	0.149601349906003	0.178075444359259	0.0436492172453301	0.0186063304336906	0.2098	0.2098	0.04399506	0.02098	0.322893122376493	0.298870239317816
Q16647	4100	0.49142106580949	0.222340960656215	0.182873181110357	0.0827193948556056	0.0206453975683323	0.41	0.41	0.168059	0.041	0.196116885663856	0.19973336262949
Q16651	1105	0.810919625500615	0.0761026122269277	0.0960845962477121	0.00900939554953924	0.00788377047520606	0.1105	0.1105	0.0121992	0.01105	0.475285171102662	0.466684010780325
Q16656	2580	0.566906556454432	0.151525368971348	0.206484023924708	0.0551700773147534	0.019913973334758	0.258	0.258	0.0665382	0.0258	0.279407655769768	0.265222416245435
Q16658	3812	0.516977388313015	0.193138017140335	0.196239886439256	0.073293072524807	0.0203516355825872	0.3812	0.3812	0.14527532	0.03812	0.207856994387861	0.217328197117636
Q16666	3765	0.460022673528594	0.200474055215471	0.221066193441328	0.0963166881527306	0.022120389661877	0.3765	0.3765	0.1417146	0.03765	0.209907640638119	0.186769127287171
Q16678	3733	0.539915681391891	0.193136597233682	0.183803749586009	0.0657321709160387	0.0174118008723791	0.3733	0.3733	0.13931556	0.03733	0.211327134404057	0.209417477874261
Q16698	2166	0.670963767058689	0.157195387210238	0.12773376767964	0.0299116516252632	0.01419542642617	0.2166	0.2166	0.0468939	0.02166	0.315955766192733	0.321840100348899
Q16706	2857	0.571042219636845	0.197827163021748	0.158082469464712	0.0547464869698955	0.0183016609067995	0.2857	0.2857	0.08159592	0.02857	0.259336099585062	0.250542435897111
Q16718	3564	0.550720884571959	0.153544822557203	0.218455551857077	0.0608905428556757	0.0163881981580858	0.3564	0.3564	0.12698532	0.03564	0.219154065307911	0.212066060382214
Q16719	2970	0.434231987709852	0.144417049305944	0.296740480516153	0.0986641221253659	0.0259463603426854	0.297	0.297	0.0881793	0.0297	0.251952632905014	0.20821972460734
Q16740	3706	0.526357216221329	0.204984628814349	0.178365535566684	0.0694418486558679	0.0208507707417704	0.3706	0.3706	0.1373073	0.03706	0.212539851222104	0.23092441974627
Q16762	2449	0.661008309137724	0.139675364610541	0.153581068519065	0.0324393850484681	0.0132958726842011	0.2449	0.2449	0.05995152	0.02449	0.290023201856148	0.290713846239107
Q16769	3961	0.0334967526867657	0.656499458508598	0.0124810613896221	0.244562095655078	0.0529606317599359	0.3961	0.3961	0.1568556	0.03961	0.201612903225806	0.178005331626519
Q16773	1935	0.715471613498485	0.126807031158873	0.12445239347409	0.0220461701772595	0.0112227916912919	0.1935	0.1935	0.0374229	0.01935	0.340831629175187	0.337335193554705
Q16775	2796	0.536746734677908	0.138448109882198	0.239974885933305	0.0618760145326041	0.0229542549739844	0.2796	0.2796	0.0781482	0.02796	0.263504611330698	0.270590381328467
Q16778	301	0.94784793254449	0.0258351077586404	0.0235857560086124	0.000640776986022645	0.00209042670223454	0.0301	0.0301	0.000903	0.00301	0.769230769230769	0.765386599037755
Q16787	2948	0.58917795989248	0.158204124299964	0.185624383536633	0.0498260803360387	0.017167451934884	0.2948	0.2948	0.08687756	0.02948	0.253356979984799	0.256255363061894
Q16795	3641	0.519865386747425	0.177173531644167	0.2114513880626	0.0720445540261062	0.0194651395197023	0.3641	0.3641	0.1325324	0.03641	0.21551724137931	0.212711230531641
Q16799	3023	0.607405895471654	0.161775736173383	0.170492011919753	0.0453936992735213	0.0149326571616891	0.3023	0.3023	0.09135506	0.03023	0.248632521133764	0.247531229202058
Q16822	3814	0.481716854281492	0.215991927976044	0.193695921213648	0.0868274987208681	0.0217677978079485	0.3814	0.3814	0.14542782	0.03814	0.207770621234157	0.200448808592481
Q16836	2941	0.624067205326147	0.162071663427106	0.158592519396975	0.0411727397866545	0.0140958720631178	0.2941	0.2941	0.0864654	0.02941	0.253807106598985	0.255042990792537
Q16850	2571	0.600368490281774	0.130157994327436	0.207070870510065	0.0448747834865527	0.0175278613941722	0.2571	0.2571	0.0660747	0.02571	0.280112044817927	0.280883309155799
Q16851	2033	0.679639989008605	0.142127275043088	0.135631469893165	0.0283491925998394	0.0142520734553029	0.2033	0.2033	0.04131056	0.02033	0.329815303430079	0.334545772345246
Q16853	1937	0.698585922517346	0.132857524910192	0.130095340546835	0.0247278831140848	0.0137333289115428	0.1937	0.1937	0.03750032	0.01937	0.340599455040872	0.357069582268805
Q16864	3111	0.503908767128041	0.161224083793952	0.231459676074218	0.0740254402776561	0.0293820327261327	0.3111	0.3111	0.0967521	0.03111	0.24330900243309	0.28413838838375
Q16873	4889	0.432936262589151	0.214071640813953	0.221571540499424	0.109537392256336	0.0218831638411367	0.4889	0.4889	0.23897432	0.04889	0.169836956521739	0.166512488540273
Q16875	5489	0.181918025564292	0.449254047442373	0.0970193614105358	0.239561056446076	0.0322475091367238	0.5489	0.5489	0.30123632	0.05489	0.154130702836005	0.118640518438336
Q16881	4727	0.474655198137751	0.213745357831657	0.201780601162972	0.0908462849348326	0.0189725579327877	0.4727	0.4727	0.22339802	0.04727	0.174641983932938	0.172762318718455
Q16890	2627	0.596641885266604	0.165066959139409	0.173099785055637	0.0478724720337087	0.0173188985046411	0.2627	0.2627	0.06898502	0.02627	0.275785990071704	0.265662439086979
Q16891	2535	0.107098343721799	0.0261230794957595	0.663019030021192	0.161679364113784	0.042080182647466	0.2535	0.2535	0.0642369	0.02535	0.282965478211658	0.206518827295844
Q17RN3	3524	0.507982168046243	0.222931662799529	0.172630757138855	0.0757395453395861	0.0207158666757866	0.3524	0.3524	0.12415052	0.03524	0.221092195445501	0.214771429025516
Q1HG43	1913	0.725931776241878	0.124993347483404	0.118137345109799	0.0203306741163797	0.01060685704854	0.1913	0.1913	0.03657656	0.01913	0.343406593406593	0.342847559231462
Q1KMD3	2567	0.607758742366159	0.159012883727055	0.172081081285845	0.045006838340892	0.0161404542800496	0.2567	0.2567	0.06586922	0.02567	0.280426247896803	0.263960243998143
Q27J81	2858	0.554640588654413	0.167289978043642	0.194005210034907	0.058490026700637	0.0255741965664008	0.2858	0.2858	0.08165306	0.02858	0.259268861809697	0.304222124139088
Q29RF7	3636	0.4514637406941	0.157559570710538	0.272486168697137	0.0950734864265346	0.0234170334716896	0.3636	0.3636	0.1321686	0.03636	0.215749730312837	0.19762790720982
Q2M2H8	953	0.852912940780643	0.0646891319968078	0.0713723543706458	0.00540761407470543	0.00561795877719788	0.0953	0.0953	0.00907256	0.00953	0.512295081967213	0.509538946652379
Q2M2I8	4333	0.498831708799172	0.202814175797652	0.198834539323397	0.0808231235473585	0.018696452532421	0.4333	0.4333	0.18770556	0.04333	0.18754688672168	0.187867083732682
Q2M389	4520	0.497645606340407	0.20085723899917	0.202072463951536	0.0815415975290632	0.0178830931798241	0.452	0.452	0.2042588	0.0452	0.181192244971915	0.179865715973764
Q2NL82	2587	0.640784865225935	0.167408907552193	0.140803185740856	0.0367714491937816	0.0142315922872341	0.2587	0.2587	0.06689982	0.02587	0.278862242052426	0.279034188432298
Q2PPJ7	2934	0.447251496253603	0.155257360023642	0.275821788475765	0.0957218880894727	0.0259474671575174	0.2934	0.2934	0.08605422	0.02934	0.254258835494533	0.213262140699635
Q2PZI1	3663	0.495266554042037	0.226796934578951	0.176164615956274	0.0806497702540688	0.0211221251686694	0.3663	0.3663	0.13413906	0.03663	0.214500214500214	0.207543792723254
Q2TAA2	3167	0.574428466504999	0.174112523507484	0.179933600517321	0.0545218904889565	0.0170035189812397	0.3167	0.3167	0.10026722	0.03167	0.240038406144983	0.237726971536246
Q2TAL8	1259	0.771271347644836	0.0884188962080513	0.116690085181266	0.0133671516350657	0.0102525193307816	0.1259	0.1259	0.01583822	0.01259	0.442869796279894	0.434066983642836
Q2TAP0	3456	0.542927214241379	0.185581163442803	0.18891784782208	0.0645571106723908	0.0180166638213472	0.3456	0.3456	0.1194048	0.03456	0.224466891133558	0.218188691649472
Q2TAY7	3180	0.568281899406188	0.184786836222556	0.172812064040547	0.0561749322048188	0.0179442681258911	0.318	0.318	0.1010922	0.0318	0.239291696578129	0.242100131218715
Q2TAZ0	2485	0.607547717168291	0.172643283049321	0.157614631494431	0.0447710050496529	0.0174233632383045	0.2485	0.2485	0.0617274	0.02485	0.287026406429392	0.280143744810383
Q2UY09	4334	0.494808260790804	0.188828344483427	0.215395833987931	0.0821804038500783	0.0187871568877598	0.4334	0.4334	0.18779222	0.04334	0.187511719482468	0.186071216839046
Q2VPK5	4876	0.444061357710527	0.211141270717071	0.220045509573533	0.104606586369026	0.0201452756298429	0.4876	0.4876	0.237705	0.04876	0.170212765957447	0.161482765123181
Q30154	44	0.992063634391791	0.00379152629403761	0.00379923447611331	1.41887183898773e-05	0.000331416119668662	0.0044	0.0044	1.892e-05	0.00044	0.958772770853308	0.958945255310708
Q30201	3961	0.480377801408357	0.206169081261689	0.202619050944948	0.086936372862203	0.023897693522803	0.3961	0.3961	0.1568556	0.03961	0.201612903225806	0.215616861333854
Q32MZ4	4216	0.49760850853922	0.179715875754006	0.222074292206855	0.0801837493995848	0.0204175741003344	0.4216	0.4216	0.1777044	0.04216	0.191754554170662	0.202955322952096
Q32NB8	5033	0.359908778520796	0.267730762287089	0.197030723589489	0.146539420767415	0.0287903148352114	0.5033	0.5033	0.25326056	0.05033	0.1657824933687	0.164206685969475
Q32P28	3041	0.578050234780715	0.161938775906074	0.189558812970654	0.053086881165896	0.0173652951766625	0.3041	0.3041	0.0924464	0.03041	0.247524752475248	0.246483445624553
Q32P41	3143	0.605798375570946	0.170828795576621	0.162740411856159	0.0458763351956058	0.0147560818006687	0.3143	0.3143	0.09875306	0.03143	0.241429261226461	0.243369513070465
Q32P44	2639	0.630456854995587	0.146143458972096	0.169651955142151	0.0393118452855731	0.0144358856045932	0.2639	0.2639	0.06961682	0.02639	0.274876305662452	0.268585954523233
Q3KQU3	2462	0.674932102864264	0.132748641951869	0.149929916516142	0.0294759681347488	0.0129133705329771	0.2462	0.2462	0.06058982	0.02462	0.288933834151979	0.304637225746789
Q3KQV9	1731	0.727605780066512	0.113150313365398	0.128024279231246	0.0198977933906064	0.0113218339462378	0.1731	0.1731	0.0299463	0.01731	0.366300366300366	0.362651156084629
Q3LXA3	2801	0.610279681490167	0.169756677395168	0.159721831888427	0.0444127309921962	0.015829078234043	0.2801	0.2801	0.078428	0.02801	0.263157894736842	0.26275901134703
Q3MHD2	2484	0.662719438461872	0.148857445530739	0.143078570534216	0.0321245283026085	0.0132200171705658	0.2484	0.2484	0.06167772	0.02484	0.287108814240597	0.291545918756353
Q3MJ16	2590	0.639485245116375	0.164489516569775	0.14462147832052	0.0371855721689014	0.0142181878244279	0.259	0.259	0.0670551	0.0259	0.278629144608526	0.276598206556738
Q3SY69	4485	0.475657273266697	0.189891346851044	0.223550936475837	0.0892240700980324	0.0216763733083895	0.4485	0.4485	0.2011074	0.04485	0.182348650619985	0.195457949874475
Q3SY84	3955	0.430428700692776	0.152758547366124	0.290262202973991	0.1029900917696	0.023560457197509	0.3955	0.3955	0.1563807	0.03955	0.20185708518369	0.186174278893349
Q3ZCQ8	3552	0.547272010741649	0.174171693119751	0.197995339419272	0.0629953106194723	0.0175656460998555	0.3552	0.3552	0.12613152	0.03552	0.219731927049	0.218041676950955
Q3ZCW2	2478	0.641909969135598	0.151408253131972	0.155715970807982	0.0367147050733182	0.0142511018511297	0.2478	0.2478	0.06138006	0.02478	0.287604256542997	0.27962084211196
Q49A26	4319	0.424420865602743	0.200109332718964	0.23802355025582	0.112199994473023	0.0252462569494491	0.4319	0.4319	0.18649442	0.04319	0.188040616773223	0.183680942100407
Q4G0F5	3412	0.496275471175211	0.190426853248183	0.211457839878039	0.0811181888604204	0.0207216468381471	0.3412	0.3412	0.11638332	0.03412	0.22670596236681	0.203472901306326
Q4G0J3	3481	0.468036289509182	0.241663036334499	0.176804333727196	0.0912678553894804	0.0222284850396425	0.3481	0.3481	0.1211388	0.03481	0.223214285714286	0.195851998008023
Q4G0N4	3761	0.527446490992788	0.194431117990986	0.189596245084293	0.0698716766413513	0.0186544692905815	0.3761	0.3761	0.1414136	0.03761	0.210084033613445	0.210722709027961
Q4G176	4675	0.147836720679784	0.111162234859466	0.369043885450661	0.277399036698248	0.0945581223118412	0.4675	0.4675	0.2185095	0.04675	0.176242509693338	0.254217777562056
Q4KMQ2	2981	0.594767886929477	0.177257403329448	0.163207457519101	0.0486242270411798	0.0161430251807934	0.2981	0.2981	0.0888338	0.02981	0.251256281407035	0.249246720016271
Q4KWH8	2771	0.630617554759448	0.144712803805549	0.171095234227073	0.0392482520523471	0.0143261551555827	0.2771	0.2771	0.0767567	0.02771	0.26525198938992	0.267406694767166
Q4LDE5	3666	0.532670609817054	0.179169960192535	0.201971008958008	0.0679170285247922	0.0182713925076106	0.3666	0.3666	0.1343589	0.03666	0.214362272240086	0.211993586710927
Q4V9L6	3980	0.422339605988556	0.176067327810602	0.245899771081591	0.102458855332697	0.053234439786553	0.398	0.398	0.1583642	0.0398	0.200843542880096	0.341918640399891
Q4VC31	3397	0.527928245808718	0.207643922003743	0.174662658543005	0.0686769587932472	0.0210882148512867	0.3397	0.3397	0.11536212	0.03397	0.227479526842584	0.234926464185266
Q4ZHG4	4289	0.407702156489173	0.138293220537339	0.321281226237278	0.108955335353584	0.0237680613826269	0.4289	0.4289	0.18391232	0.04289	0.18910741301059	0.179079664679365
Q52LJ0	3558	0.52150867173623	0.185436652332853	0.197954526490351	0.0703634019277192	0.0247367475128465	0.3558	0.3558	0.12655806	0.03558	0.21944261575598	0.26011260401127
