pro_id,age_group,rho_age,rho_p_age
O15075,age4,0.385175763,0.007868241
O15085,age1,0.036848895,0.792873226
O15085,age2,-0.075713595,0.589009245
O15085,age3,0.060992908,0.68633847
O15085,age4,0.029139685,0.845530827
O15118,age1,0.193839703,0.163905356
O15118,age2,0.046847283,0.738410445
O15118,age3,-0.292753623,0.048720148
O15118,age4,0.13760407,0.355186239
O15120,age1,0.081680374,0.559910113
O15120,age2,0.294468634,0.032710698
O15120,age3,0.02386679,0.874709891
O15120,age4,0.263297872,0.073953115
O15121,age1,0.154975004,0.267001113
O15121,age2,-0.067085954,0.632248479
O15121,age3,0.214677767,0.151594819
O15121,age4,0.344819611,0.018069442
O15126,age1,-0.137477826,0.325272178
O15126,age2,-0.222625383,0.109031563
O15126,age3,0.02337342,0.877286314
O15126,age4,0.148820537,0.317028637
O15127,age1,-0.200854701,0.148958691
O15127,age2,-0.434526689,0.001273064
O15127,age3,-0.151403022,0.314095578
O15127,age4,0.036887142,0.805102692
O15143,age1,0.358732463,0.008673775
O15143,age2,0.126995646,0.363783329
O15143,age3,0.199136602,0.184037237
O15143,age4,0.325393154,0.026087478
O15144,age1,0.192710853,0.166410241
O15144,age2,0.322931785,0.018745124
O15144,age3,0.033487512,0.824760268
O15144,age4,0.083603145,0.575258293
O15145,age1,-0.075310434,0.590999765
O15145,age2,0.04975004,0.722823132
O15145,age3,0.08307123,0.581988471
O15145,age4,-0.021160962,0.887583452
O15155,age1,0.06208676,0.657890665
O15155,age2,0.025963554,0.853303491
O15155,age3,0.128584644,0.39318709
O15155,age4,-0.120143386,0.41994272
O15160,age1,-0.029995162,0.83080388
O15160,age2,0.091678761,0.512735319
O15160,age3,0.047055196,0.755521007
O15160,age4,-0.084181314,0.57260975
O15162,age1,0.088211579,0.528861974
O15162,age2,0.238187389,0.085974632
O15162,age3,0.103792784,0.49120219
O15162,age4,0.139222942,0.349511166
O15173,age1,-0.300435414,0.029222148
O15173,age2,0.065876472,0.638414174
O15173,age3,-0.243046562,0.103609879
O15173,age4,-0.006591119,0.965094873
O15194,age1,-0.05797452,0.679284319
O15194,age2,0.113126915,0.418825898
O15194,age3,-0.020413198,0.892770549
O15194,age4,0.05353839,0.72003724
O15211,age1,0.156426383,0.262505032
O15211,age2,-0.033139816,0.813346909
O15211,age3,0.204563676,0.172183794
O15211,age4,0.049722479,0.73927648
O15212,age1,-0.028463151,0.83933879
O15212,age2,0.125786164,0.36839946
O15212,age3,0.084304656,0.576377665
O15212,age4,0.088112858,0.554751105
O15213,age1,0.243670376,0.078836914
O15213,age2,0.173117239,0.214463362
O15213,age3,-0.147332717,0.327399657
O15213,age4,-0.124421832,0.403480985
O15217,age1,0.289711337,0.035735779
O15217,age2,0.126350589,0.366240847
O15217,age3,0.211964231,0.156930136
O15217,age4,0.055851064,0.708459806
O15228,age1,0.295113691,0.03231751
O15228,age2,0.156345751,0.262753465
O15228,age3,0.057909343,0.701448322
O15228,age4,0.203168363,0.17032728
O15230,age1,-0.336316723,0.014186035
O15230,age2,-0.278745364,0.043604267
O15230,age3,-0.19950663,0.183210826
O15230,age4,-0.10106383,0.497873364
O15231,age1,0.132317368,0.343895504
O15231,age2,0.416868247,0.002066965
O15231,age3,0.245760099,0.099721223
O15231,age4,0.086609621,0.561547978
O15247,age1,0.246573133,0.07525353
O15247,age2,0.296000645,0.031783341
O15247,age3,0.114770274,0.446303475
O15247,age4,0.321230342,0.028148341
O15254,age1,0.146186099,0.295329931
O15254,age2,-0.016287696,0.907747359
O15254,age3,0.164847364,0.272649958
O15254,age4,-0.053075856,0.722360357
O15258,age1,-0.037252056,0.79065595
O15258,age2,-0.176584422,0.205316643
O15258,age3,-0.313228492,0.034492393
O15258,age4,0.013297872,0.929331388
O15260,age1,0.054184809,0.699226768
O15260,age2,-0.08490566,0.544470104
O15260,age3,-0.098612396,0.513182464
O15260,age4,-0.207215541,0.16183542
O15264,age1,0.231898081,0.094779934
O15264,age2,0.281164328,0.041755779
O15264,age3,-0.003885291,0.979796491
O15264,age4,0.166512488,0.262385609
O15269,age1,-0.158361555,0.256590194
O15269,age2,0.005321722,0.969953468
O15269,age3,0.082947888,0.582550916
O15269,age4,-0.014222942,0.924407803
O15270,age1,0.19295275,0.165871126
O15270,age2,0.220206418,0.113008913
O15270,age3,-0.041011409,0.786163158
O15270,age4,0.002890842,0.984860324
O15294,age1,0.032978552,0.814240013
O15294,age2,0.101757781,0.467319888
O15294,age3,0.135245143,0.368972462
O15294,age4,-0.091119334,0.541276209
O15296,age1,0.422835027,0.001759474
O15296,age2,0.523867118,7.29E-05
O15296,age3,0.646253469,2.33E-06
O15296,age4,0.448658649,0.001730318
O15305,age1,-0.218351879,0.11613317
O15305,age2,-0.313739719,0.022555692
O15305,age3,-0.129941412,0.388179911
O15305,age4,0.010753932,0.942884303
O15321,age1,-0.058619577,0.675911158
O15321,age2,0.084099339,0.548310632
O15321,age3,-0.071970398,0.633566227
O15321,age4,0.047525439,0.750427118
O15335,age1,0.144089663,0.302367663
O15335,age2,0.190614417,0.171136617
O15335,age3,0.250077089,0.093769455
O15335,age4,0.226179463,0.126156269
O15344,age1,0.118448637,0.397161174
O15344,age2,-0.029027576,0.836192144
O15344,age3,0.019303114,0.898587741
O15344,age4,-0.166512488,0.262385609
O15347,age1,0.245847444,0.076136957
O15347,age2,-0.111917433,0.423842821
O15347,age3,0.199629972,0.182935952
O15347,age4,-0.002543941,0.986713983
O15355,age1,0.006934365,0.960785337
O15355,age2,-0.208272859,0.134285081
O15355,age3,0.088128276,0.559144153
O15355,age4,-0.122224792,0.411886753
O15357,age1,0.150056443,0.282621219
O15357,age2,0.092968876,0.506799349
O15357,age3,0.166697502,0.267246116
O15357,age4,-0.26480111,0.072273357
O15371,age1,0.236090953,0.088834933
O15371,age2,0.081035317,0.563022839
O15371,age3,0.20715387,0.1667268
O15371,age4,-0.099791859,0.503322299
O15372,age1,0.248588937,0.072842418
O15372,age2,0.004676665,0.973621875
O15372,age3,0.412642615,0.004670593
O15372,age4,-0.049259944,0.741619633
O15382,age1,0.183921948,0.186881285
O15382,age2,0.256974682,0.063467388
O15382,age3,0.192969473,0.198208577
O15382,age4,0.088228492,0.554229897
O15400,age1,-0.048540558,0.729304603
O15400,age2,-0.25205612,0.068840138
O15400,age3,0.068023435,0.652349344
O15400,age4,0.195652174,0.186952861
O15439,age1,0.268746976,0.051974832
O15439,age2,0.22327044,0.107989429
O15439,age3,0.103546099,0.492237573
O15439,age4,0.332446809,0.022885363
O15455,age1,-0.01757781,0.900458002
O15455,age2,-0.059184003,0.672964849
O15455,age3,0.207400555,0.166213766
O15455,age4,-0.072502313,0.627168921
O15460,age1,0.64360587,4.44E-07
O15460,age2,0.273504274,0.04784149
O15460,age3,0.440148011,0.002415962
O15460,age4,0.154024052,0.300252487
O15498,age1,0.017013385,0.903646121
O15498,age2,-0.037252056,0.79065595
O15498,age3,-0.043108233,0.775492971
O15498,age4,-0.108348751,0.467264989
O15511,age1,0.039832285,0.776505302
O15511,age2,0.137961619,0.323559767
O15511,age3,0.080234351,0.594986763
O15511,age4,0.376734505,0.009437457
O15514,age1,-0.083938075,0.549080304
O15514,age2,0.032494759,0.816920737
O15514,age3,-0.207277212,0.166470138
O15514,age4,0.12060592,0.418144748
O15530,age1,-0.009756491,0.944754017
O15530,age2,-0.216497339,0.119323338
O15530,age3,0.117237126,0.436537006
O15530,age4,-0.071808511,0.630477581
O15533,age1,0.291243348,0.034737142
O15533,age2,0.22214159,0.109818251
O15533,age3,0.333456676,0.024011533
O15533,age4,0.277636448,0.059137981
O15540,age1,0.430575714,0.001421873
O15540,age2,0.45476536,0.000708505
O15540,age3,0.735306815,4.89E-08
O15540,age4,0.74653099,1.49E-08
O43143,age1,0.124012256,0.375233925
O43143,age2,0.037897113,0.787111759
O43143,age3,0.133271662,0.376051092
O43143,age4,0.082678076,0.579507664
O43148,age1,-0.119900016,0.391369424
O43148,age2,-0.030559587,0.827664297
O43148,age3,-0.093678693,0.534570395
O43148,age4,-0.433048104,0.002575349
O43149,age1,0.024915336,0.859173323
O43149,age2,0.094178358,0.501266632
O43149,age3,0.070120259,0.642343105
O43149,age4,0.059551341,0.690072739
O43155,age1,0.118206741,0.398131356
O43155,age2,-0.132639897,0.342712416
O43155,age3,0.048781992,0.746832241
O43155,age4,-0.087419056,0.557883246
O43157,age1,0.135300758,0.333049201
O43157,age2,0.319142074,0.020243717
O43157,age3,-0.316188714,0.032755102
O43157,age4,0.017807586,0.90535722
O43169,age1,0.014352524,0.91869547
O43169,age2,0.06732785,0.631018317
O43169,age3,0.465679926,0.001250221
O43169,age4,0.290356152,0.04809526
O43172,age1,0.123367199,0.377738052
O43172,age2,0.25205612,0.068840138
O43172,age3,0.026950355,0.858637597
O43172,age4,0.066026827,0.65832605
O43175,age1,0.263747783,0.056628214
O43175,age2,0.388727625,0.004263316
O43175,age3,0.165957447,0.26939898
O43175,age4,0.396276596,0.00615348
O43181,age1,-0.091436865,0.513852245
O43181,age2,0.201015965,0.148627474
O43181,age3,0.338020352,0.022061595
O43181,age4,-0.052613321,0.724685973
O43237,age1,0.345508789,0.011639559
O43237,age2,0.007901951,0.955286816
O43237,age3,0.012642615,0.933591914
O43237,age4,0.257284921,0.0809852
O43240,age1,0.295758749,0.031928285
O43240,age2,0.605628124,2.62E-06
O43240,age3,0.741350601,3.58E-08
O43240,age4,0.36147086,0.01297077
O43242,age1,0.146347363,0.294793047
O43242,age2,0.294952427,0.032415434
O43242,age3,0.432130743,0.002943137
O43242,age4,0.233233117,0.114531478
O43252,age1,0.067569747,0.629789154
O43252,age2,-0.162554427,0.244086978
O43252,age3,0.136355227,0.365026465
O43252,age4,-0.153561517,0.301719893
O43264,age1,-0.046686018,0.739279565
O43264,age2,0.087243993,0.533407055
O43264,age3,-0.382670367,0.009064027
O43264,age4,-0.200740056,0.175576078
O43272,age1,0.076923077,0.583055919
O43272,age2,-0.056039348,0.689441319
O43272,age3,0.033364169,0.82539673
O43272,age4,0.0226642,0.879633229
O43278,age1,0.261490082,0.058838004
O43278,age2,0.214320271,0.123153462
O43278,age3,-0.079617638,0.597829477
O43278,age4,0.122918594,0.409221424
O43281,age1,0.097403645,0.486667096
O43281,age2,0.200693437,0.149290458
O43281,age3,-0.167684243,0.264393603
O43281,age4,0.008325624,0.955836291
O43290,age1,0.047734236,0.733636151
O43290,age2,0.16755362,0.229734213
O43290,age3,0.053715695,0.722182749
O43290,age4,0.139569843,0.34830242
O43292,age1,-0.036123206,0.796868443
O43292,age2,0.052410901,0.708632733
O43292,age3,-0.192969473,0.198208577
O43292,age4,0.029255319,0.844924221
O43293,age1,-0.031285277,0.823631653
O43293,age2,0.099983874,0.475151328
O43293,age3,-0.01239593,0.934891184
O43293,age4,0.08880666,0.551627371
O43301,age1,0.325753911,0.017691654
O43301,age2,0.214884696,0.122151574
O43301,age3,0.094912118,0.529182613
O43301,age4,0.087187789,0.558929154
O43314,age1,-0.207063377,0.136599902
O43314,age2,-0.187711659,0.177841996
O43314,age3,-0.036571076,0.808886216
O43314,age4,-0.118408881,0.426724436
O43324,age1,-0.08861474,0.526973896
O43324,age2,-0.048379294,0.730170242
O43324,age3,0.290780142,0.050313905
O43324,age4,-0.251618871,0.088085701
O43390,age1,-0.033865506,0.809330895
O43390,age2,-0.101193356,0.469804091
O43390,age3,-0.184458834,0.219016861
O43390,age4,0.024629972,0.869254731
O43395,age1,-0.101596517,0.468028933
O43395,age2,0.127963232,0.360116012
O43395,age3,-0.165710762,0.27011917
O43395,age4,0.121646623,0.414115508
O43396,age1,-0.038058378,0.786226382
O43396,age2,0.136671505,0.328138981
O43396,age3,0.158063521,0.293083677
O43396,age4,-0.159343201,0.283711055
O43399,age1,-0.037816481,0.787554549
O43399,age2,0.060554749,0.66583001
O43399,age3,-0.092321924,0.540527939
O43399,age4,-0.010291397,0.945350316
O43402,age1,0.108772779,0.437046501
O43402,age2,-0.126915014,0.364089966
O43402,age3,-0.021893309,0.885023082
O43402,age4,-0.081637373,0.584305298
O43414,age1,-0.073617159,0.599392787
O43414,age2,0.346879536,0.011295978
O43414,age3,0.095158804,0.528108296
O43414,age4,0.193108233,0.192836142
O43427,age1,0.013868731,0.921434936
O43427,age2,0.041364296,0.768137226
O43427,age3,0.139808819,0.352915147
O43427,age4,-0.216234968,0.144037966
O43432,age1,0.039590389,0.777828926
O43432,age2,0.014513788,0.917782523
O43432,age3,0.09404872,0.532951233
O43432,age4,0.089847364,0.54695763
O43447,age1,0.171827125,0.217939019
O43447,age2,-0.165940977,0.234298511
O43447,age3,0.36848597,0.012172615
O43447,age4,0.0566605,0.704423015
O43464,age1,-0.051120787,0.715500928
O43464,age2,-0.179567812,0.197670971
O43464,age3,-0.241813136,0.105415779
O43464,age4,-0.190101758,0.199958611
O43474,age1,0.286566683,0.037860649
O43474,age2,0.137880987,0.323844769
O43474,age3,0.422633364,0.003697532
O43474,age4,0.227798335,0.12341223
O43488,age1,0.16529592,0.236141697
O43488,age2,-0.021528786,0.878187898
O43488,age3,-0.186802344,0.213140507
O43488,age4,-0.12627197,0.396480768
O43491,age1,0.49064667,0.00023
O43491,age2,0.283986454,0.039681593
O43491,age3,0.374159729,0.010833582
O43491,age4,0.228029602,0.123023959
O43504,age1,0.366795678,0.007209185
O43504,age2,0.281164328,0.041755779
O43504,age3,-0.032870799,0.827943694
O43504,age4,0.132516189,0.37338831
O43505,age1,0.032656023,0.816026928
O43505,age2,0.041041767,0.769896767
O43505,age3,0.006352143,0.966767876
O43505,age4,0.061285846,0.681514055
O43513,age1,0.056603774,0.686473105
O43513,age2,0.125302371,0.370255849
O43513,age3,0.107369719,0.476318092
O43513,age4,0.037927845,0.799708101
O43548,age1,0.117964844,0.399102933
O43548,age2,0.320512821,0.019690298
O43548,age3,-0.033734197,0.82348768
O43548,age4,0.179925994,0.225449288
O43566,age1,-0.085470085,0.541789536
O43566,age2,-0.07442348,0.595389522
O43566,age3,-0.081097749,0.591017102
O43566,age4,0.023704903,0.874136104
O43570,age1,0.39791969,0.003386847
O43570,age2,0.004031608,0.977290827
O43570,age3,0.171631206,0.253188499
O43570,age4,0.206059204,0.164229227
O43583,age1,0.04523464,0.747116189
O43583,age2,0.20456378,0.141479058
O43583,age3,-0.163613938,0.2762927
O43583,age4,0.188945421,0.20274726
O43592,age1,0.186744074,0.180119054
O43592,age2,0.113530076,0.417161215
O43592,age3,0.085291397,0.571907005
O43592,age4,0.218778908,0.139293029
O43598,age1,0.10135462,0.469093592
O43598,age2,0.131107886,0.348354756
O43598,age3,-0.252913969,0.090011841
O43598,age4,-0.109851989,0.461078138
O43615,age1,-0.07668118,0.584244387
O43615,age2,-0.186502177,0.180691613
O43615,age3,-0.147579402,0.326583351
O43615,age4,0.112280296,0.45117898
O43617,age1,0.233430092,0.092572616
O43617,age2,0.21165941,0.127961314
O43617,age3,0.062349676,0.679728224
O43617,age4,-0.069380204,0.64211455
O43633,age1,-0.068779229,0.623658421
O43633,age2,0.159812933,0.252213886
O43633,age3,0.042738205,0.777373008
O43633,age4,-0.058163737,0.696947688
O43639,age1,-0.062731817,0.654558975
O43639,age2,8.06E-05,0.999770584
O43639,age3,-0.133024977,0.376941626
O43639,age4,-0.265610546,0.071381557
O43657,age1,-0.133284954,0.340353881
O43657,age2,0.186099016,0.181648811
O43657,age3,0.099475794,0.509484754
O43657,age4,-0.000462535,0.997837065
O43660,age1,0.032575391,0.816473803
O43660,age2,0.133043058,0.341237137
O43660,age3,0.063336417,0.674935762
O43660,age4,0.139222942,0.349511166
O43665,age1,0.174407354,0.211026959
O43665,age2,0.080309627,0.566534382
O43665,age3,-0.198149861,0.186254135
O43665,age4,0.134250694,0.367120809
O43670,age1,-0.151507821,0.27795033
O43670,age2,0.003305918,0.981418956
O43670,age3,-0.172494604,0.250780989
O43670,age4,-0.052960222,0.722941528
O43674,age1,0.095952266,0.493208935
O43674,age2,0.18400258,0.18668557
O43674,age3,-0.029047179,0.847740551
O43674,age4,0.276480111,0.060235974
O43676,age1,0.262618932,0.057724522
O43676,age2,0.113046283,0.419159293
O43676,age3,-0.12698119,0.399153548
O43676,age4,0.07712766,0.605300211
O43678,age1,-0.049266247,0.725413417
O43678,age2,0.084099339,0.548310632
O43678,age3,0.076164046,0.613858505
O43678,age4,0.247571693,0.093450241
O43681,age1,-0.059264635,0.672544347
O43681,age2,0.045960329,0.743194624
O43681,age3,0.141042245,0.348650412
O43681,age4,0.090541166,0.543855108
O43684,age1,0.123931624,0.375546391
O43684,age2,0.006208676,0.964910439
O43684,age3,0.236016035,0.11423102
O43684,age4,0.234273821,0.112888261
O43707,age1,-0.018142235,0.897271452
O43707,age2,0.117400419,0.401375364
O43707,age3,-0.020906568,0.890186915
O43707,age4,-0.035615171,0.811708364
O43716,age1,0.125705531,0.368708465
O43716,age2,-0.41848089,0.001979447
O43716,age3,0.177921677,0.236004715
O43716,age4,0.111123959,0.455878172
O43719,age1,0.218109982,0.116545524
O43719,age2,-0.172230285,0.216848651
O43719,age3,0.116620413,0.438967309
O43719,age4,0.111586494,0.453995282
O43741,age1,-0.017658442,0.900002683
O43741,age2,0.039590389,0.777828926
O43741,age3,-0.124514339,0.408435652
O43741,age4,-0.153445883,0.302087471
O43745,age1,0.136348976,0.329290175
O43745,age2,0.20343493,0.143724971
O43745,age3,0.302004317,0.041789817
O43745,age4,0.257169288,0.081125439
O43747,age1,-0.038219642,0.785341274
O43747,age2,-0.017255281,0.902279595
O43747,age3,-0.280789393,0.05904718
O43747,age4,0.129047179,0.386115512
O43752,age1,-0.099903241,0.475508968
O43752,age2,0.047411708,0.735371103
O43752,age3,0.063459759,0.674337602
O43752,age4,0.036887142,0.805102692
O43759,age1,-0.140299952,0.315364263
O43759,age2,0.077568134,0.579892075
O43759,age3,-0.213937712,0.153036375
O43759,age4,-0.024167438,0.871694822
O43760,age1,-0.066199,0.636767574
O43760,age2,0.29245283,0.033965285
O43760,age3,-0.139438791,0.35420081
O43760,age4,0.349444958,0.016505784
O43765,age1,-0.104176746,0.456754404
O43765,age2,0.013546202,0.923261755
O43765,age3,-0.290903484,0.050213065
O43765,age4,0.192530065,0.194191539
O43772,age1,-0.039590389,0.777828926
O43772,age2,0.176019997,0.20678644
O43772,age3,0.195929695,0.191312291
O43772,age4,0.062789084,0.674128672
O43776,age1,-0.014110627,0.920065087
O43776,age2,-0.121673924,0.384359126
O43776,age3,0.156460068,0.298056031
O43776,age4,0.030296022,0.83946884
O43795,age1,0.632962425,7.39E-07
O43795,age2,0.479841961,0.000326679
O43795,age3,0.523404255,0.000234009
O43795,age4,0.165471785,0.26541237
O43809,age1,0.288098694,0.036812699
O43809,age2,-0.066682793,0.634300961
O43809,age3,0.278569226,0.061145287
O43809,age4,0.112742831,0.449306814
O43813,age1,0.260925657,0.059401244
O43813,age2,0.038380906,0.784456439
O43813,age3,0.301140919,0.042400204
O43813,age4,0.380319149,0.008740697
O43815,age1,0.095629737,0.494668906
O43815,age2,0.195532979,0.160200263
O43815,age3,0.281776133,0.058133548
O43815,age4,0.298566142,0.041908927
O43823,age1,-0.004918562,0.972246154
O43823,age2,0.143283341,0.305103288
O43823,age3,-0.034720937,0.818401883
O43823,age4,-0.200971323,0.175071186
O43837,age1,0.124334785,0.373985631
O43837,age2,0.039429124,0.778711693
O43837,age3,0.224175146,0.133978936
O43837,age4,-0.020120259,0.893093968
O43847,age1,0.039429124,0.778711693
O43847,age2,0.149653282,0.283927866
O43847,age3,0.413135985,0.004617721
O43847,age4,0.046831637,0.753959084
O43852,age1,0.408079342,0.002607598
O43852,age2,0.196500564,0.158111049
O43852,age3,0.094172063,0.532412049
O43852,age4,0.331406105,0.023335794
O43865,age1,0.160296726,0.250766488
O43865,age2,0.155781326,0.264496939
