pro_id,NC100,NC101,NC102,NC103,NC104,NC105,NC106,NC107,NC108,NC110,NC112,NC114,NC115,NC116,NC120,NC121,NC122,NC123,NC124,NC126,NC127,NC128,NC129,NC012,NC130,NC131,NC132,NC133,NC138,NC139,NC013,NC140,NC141,NC143,NC144,NC146,NC147,NC148,NC149,NC150,NC151,NC152,NC153,NC157,NC158,NC163,NC164,NC165,NC166
A0A087WSX0,92.93119812,44.69126511,125.9118195,112.3743439,196.1179352,1473.042847,403.9130859,136.8178406,292.6984863,86.74184418,144.8067627,101.6940613,484.8531799,174.1654663,370.6497498,264.849823,157.9717102,547.6903687,370.6802673,431.555481,302.9341736,208.8775635,466.333313,820.0107422,24.41940498,207.8016357,168.7929077,157.8709412,103.8523331,228.8782196,154.6836853,197.7220154,239.5647278,288.8121033,421.7065735,250.0036163,296.4136658,304.7115784,223.4312744,117.3488846,155.4703674,96.07406616,358.9893188,124.1831284,177.1620483,136.6131439,320.0753784,372.3968506,386.6874084
A0A087WSY6,576.6766968,308.9953613,622.1610718,365.6844177,462.3296509,1288.16748,702.2161255,1054.048218,1586.894531,412.1027222,653.8991089,495.441803,1303.968872,589.0554199,1215.139893,955.0081787,1092.20166,852.5913086,1078.344971,1274.200928,1415.208252,278.9557495,858.7559204,1380.78833,509.0542297,592.7207031,643.0797729,816.0053711,717.6376343,616.0237427,845.2753296,1218.624023,665.0668945,491.1583557,706.6950684,572.161377,605.1439209,450.4264221,847.6064453,422.6173401,617.9973145,413.2024536,1123.699707,969.9906006,600.1708984,473.4141541,1027.658936,763.0253296,406.7329712
A0A087WSZ0,23.84912872,68.70517731,8.21575165,27.49589729,43.97581482,198.1470184,94.63505554,81.06624603,131.317749,36.06552505,74.48495483,8.21575165,90.22999573,82.23904419,169.5566406,167.4076233,32.43884277,108.2616882,8.21575165,57.32522583,116.8370056,8.21575165,92.34897614,177.0028229,8.21575165,42.94309616,8.21575165,8.21575165,72.36920929,58.70243073,8.21575165,8.21575165,53.81806183,41.91444397,65.21922302,39.917099,8.21575165,55.20406723,51.06232834,84.16236877,29.48057556,8.21575165,176.2124786,8.21575165,8.21575165,61.74623489,101.6141815,106.0367279,54.18700409
A0A0A0MS15,422.1459656,469.1125488,637.487854,515.2961426,477.1954346,1313.592529,1172.468994,791.2524414,1399.116089,493.5100708,851.5487671,484.9422607,1287.925415,752.6400757,1086.806519,1121.329102,653.086853,658.9680786,502.4620361,657.4537964,984.8057861,551.3671875,804.28302,1213.188354,259.7460632,779.2519531,760.9818115,656.2581177,518.2755737,512.1796265,690.1550903,676.5412598,451.7322083,966.083313,717.458313,616.784668,757.4872437,735.7765503,478.7679443,557.2231445,382.0621033,415.0671692,1179.007202,461.1689758,406.2694092,899.9232788,884.7821655,726.696167,120.3259888
A0A0A0MT36,2.560496807,2.560496807,60.76462555,60.37884521,82.33101654,311.5811462,94.3978653,58.88361359,234.0336914,50.66897964,11.04619312,75.16738892,2.560496807,87.69148254,111.8954163,36.08314896,44.32071686,109.7544098,125.7385712,110.8656693,148.9950867,57.12726593,43.61642456,76.97357941,43.69964218,65.38396454,120.1287613,18.89172935,97.15045929,55.02351761,67.80148315,124.5197678,30.11436081,169.3461151,2.560496807,87.84205627,164.4412537,93.9187088,49.93980789,2.560496807,55.11821747,33.5524292,186.8927307,39.88040161,84.84021759,140.3511505,150.0983124,108.1085129,359.169342
A0A0B4J1U7,20.42838478,5.918583395,5.918583395,5.918583395,28.90153503,263.9971313,135.8148499,36.41874313,46.90377045,5.918583395,25.05733299,13.95565033,99.77167511,5.918583395,123.9858704,60.94186401,42.10995102,109.7255936,40.04706192,20.9819603,76.11405945,5.918583395,56.62727356,62.69487,15.68049812,12.41502953,21.38600731,40.3420372,65.38471985,51.80540848,34.78842926,5.918583395,44.0148201,45.22098541,5.918583395,56.14892578,40.27627945,107.9603806,50.42210007,43.64889908,37.1566124,23.19665527,58.62916565,51.66690826,38.24346542,87.4604187,30.6088295,53.508461,59.18308258
A0A0B4J1V0,183.4999695,64.13327026,59.63202667,11.81395817,79.37680054,611.8497925,458.7594299,288.4157715,667.2426758,165.2133636,208.3449554,133.818924,638.6943359,118.6229095,407.482666,255.5905151,259.3293152,318.9516296,145.2131042,122.5109482,255.6529999,52.71757889,251.5056763,600.9387817,59.67781067,255.6974182,69.76447296,135.447464,146.2122498,161.7071381,169.5286102,240.3483734,725.6471558,178.4891815,186.0777435,184.9822845,185.6400757,195.4282227,149.4295959,120.6279297,89.58457184,174.5574188,443.7621155,149.7991333,135.1054993,195.0739594,305.7050476,228.6645355,191.7693024
A0A0B4J1V2,3.645134449,0.4886040985,0.4886040985,0.4886040985,3.931354523,19.14585114,15.09819794,0.4886040985,9.622178078,0.4886040985,8.16418457,0.4886040985,0.4886040985,14.77731037,13.08356094,15.60286999,5.516649246,6.104538918,0.4886040985,11.53343105,0.4886040985,0.4886040985,7.767532349,18.96427155,0.4886040985,0.4886040985,0.4886040985,4.58686018,0.4886040985,3.69152832,5.09759903,0.4886040985,0.4886040985,2.823860168,0.4886040985,5.935490131,0.4886040985,0.4886040985,0.4886040985,0.4886040985,0.4886040985,3.828221083,16.65921593,9.16341877,4.077435493,0.977208197,19.05116463,5.497367859,0.4886040985
A0A0B4J1V6,0.5266604425,0.5266604425,177.7171631,28.87111282,40.88756943,97.91966248,51.98892212,54.67338562,92.5067749,11.32247829,37.44643402,0.5266604425,0.5266604425,0.5266604425,0.5266604425,53.94723511,67.05297852,0.5266604425,32.27440262,0.5266604425,0.5266604425,857.7071533,41.91513824,121.7748413,0.5266604425,535.8843994,0.5266604425,0.5266604425,0.5266604425,57.75917816,36.8919487,0.5266604425,37.05195999,0.5266604425,46.1828804,85.79029083,0.5266604425,102.3419266,41.81778717,0.5266604425,25.23215485,0.5266604425,33.77041626,0.5266604425,53.71052551,0.5266604425,34.37568665,108.0035934,79.62986755
A0A0B4J1X5,1236.210327,990.8264771,1256.837158,1086.113892,1339.337402,4756.824707,3331.350098,1767.822754,4642.351074,1226.705933,1706.475708,1184.429199,4314.710449,1438.347656,4423.455566,1929.375122,1270.356689,1868.525757,1386.401733,1289.848389,2217.429443,534.34375,1680.582397,5067.372559,519.6004028,1146.184082,1013.83313,1206.23999,1863.475708,1289.072876,1830.884033,1784.727173,3703.553467,861.0096436,1382.485596,1264.885986,1283.839722,1913.406372,1089.139526,729.7341309,1432.140137,1028.940063,3041.471436,1421.749268,1342.332886,1967.091431,3011.098389,2985.648438,1472.359131
