pro_id,NC100,NC101,NC102,NC103,NC104,NC105,NC106,NC107,NC108,NC110,NC112,NC114,NC115,NC116,NC120,NC121,NC122,NC123,NC124,NC126,NC127,NC128,NC129,NC012,NC130,NC131,NC132,NC133,NC138,NC139,NC013,NC140,NC141,NC143,NC144,NC146,NC147,NC148,NC149,NC150,NC151,NC152,NC153,NC157,NC158,NC163,NC164,NC165,NC166
A2A3N6,751.8798218,479.5897217,399.4953003,412.627655,446.3825684,357.1813354,422.8301392,422.809845,275.9813843,504.1525879,518.0056763,491.2373047,270.3330688,327.4114685,282.4288635,423.2113037,458.5776978,320.9644165,332.7424011,403.7064514,340.471405,609.3295898,326.3562317,126.8478165,618.2659912,386.5882874,387.7202759,441.3352966,483.1942444,552.09375,420.144989,474.038147,566.8601074,459.1530762,312.4752197,316.6711121,374.7799988,327.9437561,331.9489441,526.6615601,387.8675842,362.3692932,327.4020996,293.706604,521.1625977,373.7240295,344.7294922,411.9831848,314.9888916
A2NJV5,100.0547791,91.15431976,132.3223419,158.2655029,202.1360779,624.6140137,341.3803711,99.06768799,570.1449585,116.6852264,77.69944763,218.3796234,173.2613373,160.2366791,528.1641846,139.3555756,148.5222015,175.1580658,83.02555847,85.693573,429.6911926,27.55947876,253.6149902,193.3488617,42.49008942,175.0084534,281.0422363,93.3955307,195.7740326,88.43257141,201.8867645,202.4465332,292.5277405,263.0134583,242.1065826,188.6675262,317.6501465,212.1954041,380.2147827,132.3135986,190.3106995,87.88122559,264.4771729,116.8092422,127.0162506,171.5418243,408.8329468,103.9819565,80.80897522
A2RRP1,36.69699478,26.82796097,21.35983086,29.32647324,20.72264671,46.39430237,30.13550186,35.28497696,38.61759186,34.99374008,29.80211449,30.8239975,33.52033615,22.68476295,27.41596603,13.30033779,34.31051254,36.37917709,36.89257431,22.59572029,27.71539879,27.9959507,31.14402962,48.0190773,28.10365868,36.32023621,41.96818542,23.41076088,39.27256012,32.35303879,35.18740463,35.56027603,33.76148987,35.24403381,17.36262512,33.3093338,21.6547451,27.07175064,37.91339493,21.07461739,31.55626678,27.82178307,35.55039215,32.71199799,20.78090858,34.73060608,21.16135406,38.18621063,28.16696548
A3KMH1,17.33475494,27.25286674,11.06479168,33.24340439,24.84312248,2.8210151195,17.76038551,32.77055359,45.4014473,29.02401161,24.41753197,18.11205673,26.59792709,31.90578461,36.37878036,39.64667892,29.38835144,35.44507599,42.04169083,52.85228729,18.76293373,38.92431259,39.15792847,9.100024223,27.90327454,44.02377701,50.73234177,27.08567238,47.73652649,33.00295639,32.8736763,31.16987991,28.30237389,30.55640602,20.06488228,17.77296829,36.53258133,47.32452011,57.81905746,37.81851196,28.26664352,61.64232254,39.09431076,30.77929497,28.9247818,34.49888611,48.0319519,48.11662292,18.2542057
A3KN83,18.94145966,2.434808254,2.434808254,42.15053177,2.434808254,56.87504196,47.53699875,2.434808254,2.434808254,2.434808254,46.30960083,2.434808254,2.434808254,2.434808254,2.434808254,2.434808254,28.80020332,2.434808254,21.09252739,2.434808254,2.434808254,46.3325882,2.434808254,2.434808254,2.434808254,22.96262169,2.434808254,2.434808254,2.434808254,2.434808254,85.67264557,63.87595749,2.434808254,2.434808254,2.434808254,16.27246666,10.98073292,97.94508362,61.20426178,14.31378746,53.25893021,42.27954102,2.434808254,2.434808254,2.434808254,37.49611282,2.434808254,2.434808254,2.434808254
A4D0S4,37.21159744,24.48597717,27.73736191,42.87628555,28.74176216,3.7444889545,25.85980797,21.86668777,3.7444889545,36.14974976,7.488977909,38.22793961,94.97878265,27.98240089,3.7444889545,3.7444889545,36.94377899,33.62802124,35.16505814,29.66249275,27.23825264,39.75966263,38.55272293,12.86675262,48.56539536,44.08433533,17.48284149,54.30524445,44.74537277,33.92547607,44.04768372,44.20735168,65.6572876,45.78420258,45.68564606,57.01332092,27.69452477,33.97893906,86.64517975,49.34970856,35.84531403,26.94743347,46.51592255,28.21786499,42.66059494,51.99897003,24.25795364,57.85326004,38.02108002
A4D1P6,58.67117691,50.10112,33.10486984,52.94220352,39.79810333,66.15826416,43.67249298,49.33886337,6.00366068,37.93385696,49.13879013,45.19012451,48.85520935,33.6041069,6.00366068,78.43392944,84.47171021,52.16370392,59.07823181,80.67472839,45.48469162,64.25111389,58.21879578,27.57303238,92.25028992,99.17089081,66.25788116,85.29595184,6.00366068,60.67214966,93.8059082,92.79371643,66.44507599,41.83099365,34.18686295,69.92108917,56.8533287,63.51441193,47.2888031,12.00732136,34.62660217,72.89234161,49.07561111,58.88947678,53.83098602,67.93587494,6.00366068,58.37808228,62.24643326
A4D1U4,6.058804035,6.058804035,6.058804035,6.058804035,6.058804035,6.058804035,6.058804035,6.058804035,6.058804035,6.058804035,6.058804035,6.058804035,6.058804035,6.058804035,6.058804035,6.058804035,6.058804035,6.058804035,6.058804035,6.058804035,6.058804035,6.058804035,6.058804035,6.058804035,53.34391403,6.058804035,6.058804035,6.058804035,6.058804035,6.058804035,6.058804035,6.058804035,6.058804035,6.058804035,6.058804035,6.058804035,6.058804035,6.058804035,6.058804035,30.80629158,57.11534882,6.058804035,6.058804035,6.058804035,6.058804035,6.058804035,6.058804035,6.058804035,6.058804035
A4D2B0,99.04714966,3.8480682375,31.927845,9.937570572,3.8480682375,3.8480682375,49.0684166,3.8480682375,3.8480682375,3.8480682375,107.0356369,3.8480682375,169.6848602,7.696136475,3.8480682375,3.8480682375,3.8480682375,58.42988968,3.8480682375,44.5422287,29.12929153,3.8480682375,60.97443771,3.8480682375,49.50625992,48.83301544,3.8480682375,54.96656036,3.8480682375,3.8480682375,69.44598389,83.6257019,3.8480682375,3.8480682375,93.04302216,3.8480682375,3.8480682375,15.47542763,3.8480682375,3.8480682375,70.35610962,3.8480682375,30.76763344,75.96782684,58.30388641,3.8480682375,3.8480682375,36.43052673,92.27263641
A5D6W6,4.550778866,4.550778866,4.550778866,30.77279282,4.550778866,4.550778866,4.550778866,4.550778866,36.98206711,4.550778866,4.550778866,4.550778866,4.550778866,4.550778866,4.550778866,4.550778866,4.550778866,4.550778866,4.550778866,4.550778866,46.26414871,4.550778866,27.33700943,4.550778866,4.550778866,25.04751015,50.67710495,4.550778866,4.550778866,4.550778866,4.550778866,4.550778866,4.550778866,4.550778866,4.550778866,14.41064644,4.550778866,4.550778866,4.550778866,4.550778866,4.550778866,4.550778866,4.550778866,4.550778866,4.550778866,4.550778866,4.550778866,4.550778866,4.550778866
A5D8V6,215.9406586,245.8484344,213.2558441,220.4807739,211.5057983,411.0975952,203.6496887,235.9889221,230.2740936,238.5280762,338.9975281,268.7900085,400.3568726,341.8317871,72.3170624,278.3534241,308.3929749,351.472229,279.6834717,333.2227173,341.6810608,242.4606171,364.9547119,453.4223633,198.8657684,190.2289124,72.3170624,180.7364655,247.7313538,197.0957031,323.1237183,317.9303894,231.8560486,241.7127533,226.8375397,256.1522827,257.7072449,285.6106873,253.9840546,279.1079407,351.9691467,205.5634918,282.7192383,409.5775146,315.6177063,348.2234802,287.4430542,243.786377,195.2459717
A5YKK6,32.77422714,27.53331947,33.55640793,34.73662567,30.05256271,22.41895103,32.32833862,31.14951706,40.90007782,28.31049156,32.75789642,34.86083603,24.20400429,25.91165161,29.91379547,25.50876808,37.61917877,27.30475426,34.66788101,32.95245743,38.98033142,32.81468582,24.43271255,26.86594009,38.94020462,32.49388885,42.89509964,35.93663788,20.38311005,34.06535721,29.46587372,42.97533035,34.54589081,31.10881805,24.15856171,29.07518768,35.14351273,36.54406738,24.69690704,22.68064499,35.60509109,34.06098557,27.35200882,31.7521286,31.49302673,28.31357384,31.49784279,25.1572628,34.19274902
A6NC98,2.4674754145,2.4674754145,31.59109306,2.4674754145,2.4674754145,2.4674754145,17.08276939,2.4674754145,22.68423843,11.93596077,7.369585514,2.4674754145,71.13226318,84.93943024,2.4674754145,2.4674754145,2.4674754145,16.96769524,23.48521042,34.94695663,2.4674754145,115.1140137,2.4674754145,10.74676323,17.98530769,13.08353901,2.4674754145,2.4674754145,2.4674754145,2.4674754145,66.89743042,26.10718536,2.4674754145,2.4674754145,128.3297729,4.934950829,2.4674754145,2.4674754145,2.4674754145,2.4674754145,2.4674754145,2.4674754145,10.95975113,2.4674754145,2.4674754145,2.4674754145,2.4674754145,2.4674754145,2.4674754145
A6ND36,13.29115772,17.94857979,16.69059563,27.46237183,9.597135544,13.82420731,3.73085618,4.822583675,9.062151909,7.095376015,6.723704815,11.42338848,1.078464985,1.078464985,1.078464985,2155.048828,7.929899216,1.078464985,1.078464985,1.078464985,1.078464985,5.255768776,703.74823,1.078464985,5.211983681,5.992568493,1.078464985,13.93490887,1.078464985,1.078464985,8.635786057,657.6174316,12.50531578,8.113449097,1.078464985,6.440276623,6.762185097,1.078464985,1.078464985,1.078464985,319.1820374,13.10124207,1.078464985,6.130258083,14.14831257,2.15692997,1.078464985,9.101592064,1.078464985
A6NDG6,3.1804435255,57.20687866,30.87135124,3.1804435255,6.360887051,43.90050125,14.10698128,70.2106781,50.46242905,74.4783783,72.22267151,66.73108673,124.8540878,105.0905304,138.628067,55.2203331,74.57356262,45.67226028,55.60127258,118.4307022,98.64021301,49.66234207,73.95314026,24.13126945,82.2539978,61.36730576,3.1804435255,75.92821503,16.49188614,79.60229492,3.1804435255,3.1804435255,107.8339691,75.19516754,52.78564072,3.1804435255,73.75748444,131.5983429,61.06099319,78.66977692,51.59991455,33.88919449,50.9810791,52.09158707,57.55231857,50.03114319,69.67958069,77.21514893,55.82643509
A6NFQ2,209.0031281,33.31470871,54.77375031,112.893364,25.74558067,28.31817627,511.0899353,57.24303436,66.80556488,37.34566879,62.11138153,45.85517502,35.64557648,7.526608465,207.5392151,109.2572098,276.1509094,219.9336395,168.7979736,233.3975067,233.7639008,325.9933777,92.17430878,86.71789551,415.0580444,332.6528625,7.526608465,277.1101074,7.526608465,289.0996399,96.9139328,237.7723083,221.4591064,271.5729675,123.0990295,211.2079315,205.8056946,203.5386963,265.1268005,7.526608465,284.1848755,235.5367279,15.05321693,222.690567,245.440506,141.170639,178.2218628,292.1922607,88.91279602
A6NHR9,19.51600838,33.47992325,35.22256088,13.26427364,19.49330902,17.51366043,36.10575867,63.07978821,20.44827652,1.6564029455,12.97385597,23.09331512,27.98099518,55.81798935,1.6564029455,14.48399448,15.41961956,16.50780869,20.73048019,16.75876808,1.6564029455,26.37251472,1.6564029455,1.6564029455,26.8255806,15.83183575,15.43468189,59.91670227,28.57490349,27.40863419,35.52667618,54.58701706,1.6564029455,9.220778465,1.6564029455,9.508101463,25.13627052,15.27667141,24.45250893,1.6564029455,9.436948776,15.62506104,1.6564029455,21.41676903,1.6564029455,14.1213541,1.6564029455,1.6564029455,31.98300934
A6NIH7,97.76811981,2.961446047,2.961446047,78.54795837,8.907787323,2.961446047,2.961446047,2.961446047,2.961446047,2.961446047,2.961446047,2.961446047,2.961446047,2.961446047,2.961446047,2.961446047,2.961446047,2.961446047,2.961446047,2.961446047,2.961446047,2.961446047,2.961446047,2.961446047,94.98539734,169.6792297,14.63163948,13.2446909,2.961446047,2.961446047,2.961446047,2.961446047,34.13130951,145.3188019,2.961446047,2.961446047,2.961446047,2.961446047,2.961446047,2.961446047,2.961446047,138.3942719,2.961446047,141.863739,9.45519352,2.961446047,2.961446047,2.961446047,2.961446047
A6NMZ7,2260.381348,514.6306152,581.59552,685.0693359,565.2912598,265.5647583,168.1757813,716.2696533,588.1325684,763.5447998,343.8352966,101.4976425,523.2008667,693.8399048,729.3215942,584.0323486,578.7553101,1310.771851,353.7453613,698.0415039,289.4881592,534.2234497,748.0961914,725.6516724,312.7583008,705.9221802,285.6759033,989.3240967,211.1076965,475.9258728,171.588562,251.1961823,161.3151703,299.4387817,487.190918,205.3087616,274.4233704,184.8941498,821.3800049,436.2776489,413.1565247,652.4281006,273.1005249,1172.156494,5103.493164,156.6006317,1182.09314,448.1331482,372.1270752
A6QL63,3.620946169,3.620946169,3.620946169,50.87407303,3.620946169,3.620946169,3.620946169,3.620946169,3.620946169,3.620946169,3.620946169,3.620946169,3.620946169,3.620946169,3.620946169,3.620946169,3.620946169,3.620946169,3.620946169,3.620946169,3.620946169,3.620946169,3.620946169,3.620946169,3.620946169,51.52021408,3.620946169,36.70452881,3.620946169,3.620946169,3.620946169,3.620946169,3.620946169,3.620946169,3.620946169,3.620946169,3.620946169,3.620946169,24.74642181,3.620946169,3.620946169,3.620946169,3.620946169,3.620946169,3.620946169,3.620946169,3.620946169,3.620946169,3.620946169
A7E2V4,49.39603043,3.9040794375,3.9040794375,47.93777466,40.40576172,3.9040794375,3.9040794375,27.52021599,3.9040794375,3.9040794375,39.39735413,72.66853333,3.9040794375,53.29353333,3.9040794375,3.9040794375,42.16120529,3.9040794375,3.9040794375,3.9040794375,3.9040794375,3.9040794375,3.9040794375,3.9040794375,56.3621521,74.08875275,3.9040794375,3.9040794375,3.9040794375,51.71220779,3.9040794375,3.9040794375,3.9040794375,3.9040794375,3.9040794375,3.9040794375,3.9040794375,3.9040794375,3.9040794375,3.9040794375,81.37758636,34.2197113,3.9040794375,3.9040794375,3.9040794375,72.77404022,3.9040794375,3.9040794375,3.9040794375
A8K2U0,710.6751099,802.7631226,742.4567871,784.625061,602.9734497,328.8087463,627.8128052,507.3475342,458.8367615,538.892334,520.4436646,329.3273315,597.0252075,507.3902893,512.4790649,627.7438354,1059.258911,333.0226135,806.6082153,747.0163574,261.353302,787.5262451,1467.310303,997.2377319,1206.990112,1238.550659,114.9096222,1481.814697,1723.506714,1015.155457,668.4133911,711.5075073,1062.218872,1034.490845,912.7704468,1105.655029,843.3106689,1819.829346,608.8572998,1091.4552,640.1008911,916.8110962,1306.541504,666.7924805,484.6101379,632.1295166,488.7431946,458.2902222,841.6230469
A8MQ03,6.22678232,6.22678232,6.22678232,6.22678232,6.22678232,6.22678232,25.20067215,6.22678232,6.22678232,6.22678232,6.22678232,6.22678232,6.22678232,6.22678232,6.22678232,6.22678232,6.22678232,6.22678232,6.22678232,6.22678232,6.22678232,6.22678232,6.22678232,6.22678232,6.22678232,6.22678232,6.22678232,6.22678232,6.22678232,6.22678232,6.22678232,6.22678232,6.22678232,6.22678232,6.22678232,6.22678232,6.22678232,6.22678232,6.22678232,6.22678232,6.22678232,6.22678232,6.22678232,6.22678232,6.22678232,6.22678232,6.22678232,6.22678232,6.22678232
A8MVS5,3.2698409555,3.2698409555,3.2698409555,3.2698409555,44.35721207,3.2698409555,3.2698409555,3.2698409555,3.2698409555,3.2698409555,3.2698409555,29.67015076,3.2698409555,132.1148529,3.2698409555,3.2698409555,3.2698409555,3.2698409555,40.83226013,43.57234955,54.65458679,3.2698409555,32.26284409,3.2698409555,3.2698409555,3.2698409555,3.2698409555,3.2698409555,3.2698409555,3.2698409555,48.18811798,66.88580322,3.2698409555,3.2698409555,3.2698409555,3.2698409555,3.2698409555,3.2698409555,3.2698409555,3.2698409555,3.2698409555,3.2698409555,3.2698409555,3.2698409555,3.2698409555,3.2698409555,3.2698409555,3.2698409555,3.2698409555
A8MXV4,60.1083107,133.3093262,56.08168793,33.15823746,8.897446632,4.448723316,46.84423065,61.68663025,40.16219711,81.38887787,71.43427277,51.74768448,30.41587639,39.73001099,90.93856812,4.448723316,20.39306641,54.4579277,60.81858063,68.92841339,86.75405884,60.76644135,4.448723316,22.20616531,86.64802551,115.5447464,4.448723316,4.448723316,4.448723316,56.92702103,73.85765076,4.448723316,4.448723316,62.9152832,57.03898239,53.44247818,78.82281494,52.98500443,65.04753113,4.448723316,45.04402924,38.58272934,73.93574524,51.20079041,55.12854767,28.64250183,56.09787369,67.03517151,4.448723316
A8TX70,1628.173462,136.6362,200.5071106,724.5828857,269.151886,643.0941772,224.7559814,148.2506409,175.2136078,558.9209595,124.1194,70.00852966,165.6514587,387.6704407,157.0963135,123.6963959,143.1082458,205.0562592,250.219223,369.8817139,126.3897095,668.7532959,922.8643188,417.3002625,205.1419373,531.8970947,499.5979919,467.6393127,156.5814667,97.53887939,531.8932495,254.9736176,157.0506439,520.8383789,129.0571594,549.0071411,518.4456787,290.8935547,492.2911987,820.5987549,166.0895691,486.3357849,270.8910828,107.7289658,2385.333252,35.54679871,673.5973511,740.6282349,357.9579468
A9UHW6,3.168148041,3.168148041,7.604609489,33.85401917,3.168148041,3.168148041,37.34965134,3.168148041,51.77295303,24.57282639,3.168148041,48.38634491,3.168148041,35.80391312,3.168148041,3.168148041,29.89648247,30.82116508,19.88948631,30.83034897,3.168148041,17.00297737,38.96767426,3.168148041,3.168148041,3.168148041,90.06533813,14.03726864,3.168148041,3.168148041,35.7076149,3.168148041,3.168148041,46.6074295,3.168148041,26.85492134,3.168148041,18.72875023,3.168148041,3.168148041,20.30251122,3.168148041,3.168148041,3.168148041,3.168148041,59.07320786,3.168148041,3.168148041,3.168148041
B0I1T2,98.14854431,66.65473938,82.64744568,74.27666473,89.32299805,96.40258026,83.46762085,83.44502258,122.2431335,85.96170044,100.1877899,80.59130096,57.08860779,160.5031433,18.56213379,75.68586731,82.21092224,71.62057495,131.6299896,143.4677277,94.91785431,88.7773056,94.90077972,65.87194824,110.9894409,71.63279724,111.7994614,63.9319725,80.30886078,100.5733795,110.1657639,123.343689,53.42890549,87.41014099,72.4174118,58.82078552,77.90395355,74.61986542,98.68954468,79.84216309,52.92217255,73.26132965,62.35372162,53.41244888,109.8662643,56.58465576,53.47803879,74.17469025,66.17938232
B1AK53,20.80364418,2.2888889315,15.00525093,4.577777863,5.965153217,2.2888889315,27.52262497,2.2888889315,2.2888889315,10.81432629,14.65024281,2.2888889315,2.2888889315,6.511163712,2.2888889315,2.2888889315,28.49518585,10.44179058,12.42512989,14.98603058,2.2888889315,16.1865406,17.69750214,2.2888889315,32.81502533,14.27205467,2.2888889315,27.15789795,2.2888889315,7.968103886,8.72787571,2.2888889315,41.52238083,16.67803764,8.328263283,28.12578201,5.875299454,27.58786392,15.51639843,2.2888889315,12.25800228,14.9300909,26.57638168,11.50675488,16.96248055,25.2502861,44.38653946,2.2888889315,30.87262726
C9JLW8,63.91852951,6.50081539,6.50081539,82.30880737,60.90612411,6.50081539,92.01828003,69.5259552,87.75854492,66.00498199,52.92386246,83.81602478,6.50081539,6.50081539,6.50081539,6.50081539,57.27270126,92.20532227,6.50081539,6.50081539,82.62059021,6.50081539,47.22584534,6.50081539,52.33321762,6.50081539,6.50081539,6.50081539,6.50081539,106.6545944,6.50081539,6.50081539,6.50081539,28.15596962,13.00163078,37.04086685,6.50081539,80.80230713,69.00611115,6.50081539,69.29067993,45.81267929,6.50081539,6.50081539,45.10191727,61.90144348,6.50081539,6.50081539,74.74410248
L0R6Q1,170.8342133,94.0246048,79.49943542,69.016922,91.91397095,45.13307953,110.9485626,107.7440033,95.18733215,90.85866547,67.66655731,69.23316956,110.5944138,68.87160492,68.8352356,59.66407394,179.102478,121.6663742,137.4875336,183.6392517,83.99762726,129.1502075,151.7422333,77.71211243,228.2102661,111.2698364,218.5206909,123.1858368,157.9365692,108.132988,123.4408493,163.331955,179.8132019,112.7968445,175.2265472,121.0702896,87.18833923,159.8208313,130.1437988,102.1934967,154.3153381,101.5102463,88.08863068,129.8643799,86.08127594,91.03857422,134.9173431,126.9465866,92.47712708
L0R819,58.8139534,42.8598671,28.33805847,42.30827713,33.19014359,22.79446793,35.62594604,47.38867188,64.99345398,71.66600037,39.31296539,19.29770279,6.32167721,30.99241829,37.21065521,6.32167721,48.1253624,71.33878326,71.98887634,33.55278015,25.48586655,60.66975784,38.39678955,36.2013588,85.58213806,66.6885376,6.32167721,61.15400314,6.32167721,49.61297226,25.94602966,51.97746658,45.96862793,51.03227234,38.22887802,70.94052124,56.87747574,56.36946106,6.32167721,31.34630394,50.56626511,39.04388046,6.32167721,40.32288361,38.71094131,53.14405441,25.11050987,55.00114822,42.9102478
O00115,525.479187,294.8504944,173.4347382,330.707428,159.2765198,168.6241608,339.5621948,262.5792236,226.926239,352.7885437,547.0187378,424.4987488,257.675293,235.7380829,320.7915955,295.2833557,391.7210083,356.3574219,408.2834167,374.4331665,381.1656494,324.2330322,452.0194397,263.9267883,315.2363281,418.3365479,157.1787567,417.3483887,50.36421204,308.4072876,235.414505,242.6497192,770.3151855,312.0554199,221.5467987,386.5578003,248.6863708,679.1091919,284.0148926,339.3418274,164.7298889,265.6595459,222.103714,313.0877686,342.5801697,228.2343597,175.3356934,232.9803314,202.0415649
O00116,64.94561005,85.27643585,69.40827942,77.66243744,58.06837845,81.50236511,53.83481979,73.35333252,75.4141922,63.37781143,51.99996567,63.28725433,90.91495514,71.59714508,57.00759506,36.51182938,74.37343597,53.75492859,87.84011841,61.89774704,135.2671967,88.65214539,59.50597763,43.06082916,64.03382111,78.32672119,153.9188995,60.27150726,61.63437271,62.48954773,39.62162781,12.037166595,67.21718597,51.86925125,46.17977142,65.50978851,86.82416534,73.08048248,67.43354034,74.21455383,71.60163116,46.69123077,66.98696899,71.84632874,53.93106842,54.99050522,49.26741791,75.92747498,64.02216339
O00139,55.15258026,74.30261993,82.17759705,57.87183762,49.14639664,67.70809174,85.14112091,23.35074234,31.24509048,67.58029938,53.35571289,39.10939407,11.67537117,43.58904648,63.8878479,65.6930542,66.97888184,54.2876091,69.36737823,53.25318146,116.3553925,42.22582245,48.802948,51.32579803,63.09937668,41.48513412,109.5201569,55.82269287,82.24732208,68.63915253,68.96165466,81.61711884,46.82458496,48.32242203,11.67537117,52.62540817,55.96836472,51.6879425,82.89765167,46.00228882,56.62874603,60.78201294,56.12363815,59.29667282,47.63705063,76.02394104,59.71749115,11.67537117,64.71498871
O00142,78.79567719,147.6915741,108.5338516,102.9388275,104.6934738,99.21604156,116.3814087,129.1004181,124.9203949,81.04840851,80.23464966,65.02254486,103.0302124,110.7204819,246.8874664,93.11454773,141.7606659,106.9649582,150.5389252,117.6429214,145.8259125,106.2646103,143.8278656,144.4163666,174.9496155,95.53266907,260.966217,71.81434631,194.9626007,90.9103775,116.0273285,121.1616516,124.1634674,116.0800934,161.0825806,112.8880234,122.7026825,132.4297791,132.4205475,143.6065826,115.2452545,91.10700989,105.2564392,138.4363098,120.5209198,116.3514709,138.4853821,110.8086929,68.44962311
O00148,718.3369751,582.0482178,696.1136475,667.2183838,612.461853,552.5491943,674.2233276,718.84729,655.5967407,584.2582397,744.8074341,619.2435303,526.7982178,531.5583496,645.276123,488.1743164,743.8540649,812.6988525,636.9735107,616.9180298,601.8430176,583.9698486,632.4013062,377.689209,753.8410034,666.8287354,363.2103882,711.1873779,346.2022095,673.3741455,493.2736816,798.2151489,871.8432617,706.616272,588.7536621,619.9338989,593.3607178,647.0284424,706.1917725,612.8302612,650.8273926,708.3865967,574.3364258,603.1184082,694.8989258,722.7543945,461.6809082,581.8552246,648.5405884
O00151,1168.3927,716.3252563,855.4054565,942.6126099,742.6044312,981.4310913,723.0529785,838.6173706,1076.148926,940.4024658,864.9036255,1215.78418,615.4152222,514.4837646,759.946228,605.1242065,761.2321167,1101.147339,481.3514099,654.0462646,742.0828857,946.6921997,580.618042,584.8035278,1276.741699,617.7185059,1862.284058,838.5227661,1336.872803,984.8370361,673.4068604,852.6313477,1331.87146,643.9022217,740.1537476,573.9215088,647.3815308,622.0718994,652.8652344,567.8778687,881.1848755,648.505249,665.6104126,795.3981323,1061.966187,1390.211182,591.0556641,730.8145142,1016.097229
O00154,123.0540619,81.63399506,103.8038483,120.4657211,142.7566681,99.41843414,130.8552704,136.5950012,136.0858917,128.8740234,186.3668365,156.0007019,110.7051239,109.0281219,99.40388489,94.27539825,131.1235046,152.1694183,132.2266083,110.6578522,105.5408554,123.6894608,107.0309448,107.5189362,140.1555786,117.9443283,224.1189575,122.3301697,95.08100128,129.1595001,164.937973,110.5400391,224.7398529,191.1525574,96.45114136,112.4545135,114.1924438,200.5319824,178.5767822,151.8457489,149.5770721,167.8155518,141.5647583,149.0355988,98.22793579,117.4650421,107.0681992,169.1553192,118.2966309
O00159,551.1012573,768.166687,819.9165649,674.8329468,692.5284424,643.2946777,600.3989258,797.0796509,908.3562012,717.8692017,593.3929443,578.9017334,649.0145264,489.5695496,998.9511108,631.5313721,625.9779663,662.2164307,565.5996094,541.2171631,768.8390503,800.5421143,616.2088013,892.0443726,650.1425171,512.5401001,2371.311035,602.5324097,3185.961182,698.9351196,541.8614502,456.618866,465.2282104,558.8264771,651.4974365,635.338623,600.2271729,599.6092529,711.6940918,661.8692017,745.888916,738.8184204,666.1902466,649.78479,582.4633179,642.621521,696.2331543,640.7001343,603.6168823
O00160,80.81767273,6.029294015,6.029294015,31.59913254,31.19976425,49.97539902,43.58643341,64.96764374,64.01220703,44.2678299,61.79873657,77.56692505,6.029294015,199.1831512,6.029294015,46.45951462,19.16455078,34.14207458,83.43180847,107.5127487,93.93379974,39.83956909,44.42088318,6.029294015,44.9214325,17.64811707,88.88437653,29.79322243,6.029294015,47.52554703,106.3564301,155.220932,6.029294015,50.3699646,6.029294015,18.74621582,54.64611816,53.56049347,6.029294015,40.71999741,55.29791641,31.11016655,6.029294015,63.38637924,17.91715431,49.90868759,6.029294015,6.029294015,38.87854385
O00161,126.1759262,172.5457001,117.3337784,116.0881271,86.60691833,122.8056488,89.96390533,112.1754532,130.0639191,106.3925018,140.252594,115.5904846,112.4315567,160.7979584,103.572937,87.1268158,88.45574951,125.6784286,111.764328,95.42046356,106.8700027,142.4462585,126.5964813,120.9677811,129.8852081,106.1677017,229.2848816,97.35262299,184.1266937,102.9339371,99.65083313,108.4619141,120.6472626,95.9312973,114.0501938,100.5332336,105.6698608,97.444664,132.8017273,157.2830963,102.2318802,100.233139,87.70275879,101.5012894,87.95707703,87.2884903,92.59382629,103.2823029,135.9972992
O00165,20.53159523,20.53159523,20.53159523,20.53159523,20.53159523,20.53159523,20.53159523,20.53159523,20.53159523,20.53159523,20.53159523,20.53159523,20.53159523,20.53159523,20.53159523,20.53159523,20.53159523,20.53159523,20.53159523,20.53159523,20.53159523,20.53159523,20.53159523,20.53159523,932.428894,20.53159523,20.53159523,20.53159523,20.53159523,20.53159523,20.53159523,20.53159523,20.53159523,20.53159523,20.53159523,20.53159523,20.53159523,41.06319046,95.60057068,20.53159523,20.53159523,20.53159523,20.53159523,20.53159523,20.53159523,20.53159523,20.53159523,20.53159523,20.53159523
O00170,95.52965546,132.6628723,134.1697083,140.4911346,141.8731842,132.2517853,139.9382324,107.2907486,111.9069214,111.1683502,148.2432709,133.3957062,69.64911652,115.4992523,70.66617584,64.95658875,117.9879837,139.1393738,107.4399414,118.2096252,147.149292,144.8490601,117.6863098,58.81250381,128.3891296,122.904686,185.689682,122.3866043,110.7024994,115.355484,96.50688934,107.2111359,130.6164246,107.0760498,91.8207016,81.23238373,133.4708862,155.7892914,142.717392,92.03126526,121.1529312,141.6273193,126.4192581,96.48256683,121.0344543,136.0795746,110.9764557,63.72165298,104.9640198
O00178,27.30830383,30.73138618,6.001996994,38.16876602,34.79491043,16.79558182,65.52884674,6.408422947,85.54051971,26.95107841,32.5341301,8.859397888,3.000998497,79.32662201,35.02618408,81.28425598,66.18527222,24.91705513,21.10568237,22.50016975,3.000998497,30.99125671,51.33115005,3.000998497,46.71665955,22.04421425,3.000998497,50.96637344,88.28900909,47.71847153,19.80629158,79.33431244,50.33694458,30.93600273,46.37058258,35.19133377,3.000998497,49.94277954,60.98802948,19.66783905,44.73834229,32.43484116,38.00640869,41.30038071,30.02447701,24.26901054,33.20458984,36.93520737,22.00156975
